Relative Humidity and Temperature Data
TSI Model RHT3000
Date, Time, RH, Temp
04/18/2023, 16:01:41, 9.4, 21.4, 
04/18/2023, 16:01:42, 9.4, 21.4, 
04/18/2023, 16:01:43, 9.4, 21.4, 
04/18/2023, 16:01:44, 9.4, 21.4, 
04/18/2023, 16:01:45, 9.4, 21.4, 
04/18/2023, 16:01:46, 9.4, 21.4, 
04/18/2023, 16:01:47, 9.4, 21.4, 
04/18/2023, 16:01:49, 9.4, 21.4, 
04/18/2023, 16:01:50, 9.4, 21.4, 
04/18/2023, 16:01:51, 9.4, 21.4, 
04/18/2023, 16:01:52, 9.4, 21.4, 
04/18/2023, 16:01:53, 9.4, 21.4, 
04/18/2023, 16:01:54, 9.4, 21.4, 
04/18/2023, 16:01:55, 9.5, 21.4, 
04/18/2023, 16:01:56, 9.5, 21.4, 
04/18/2023, 16:01:57, 9.7, 21.4, 
04/18/2023, 16:01:58, 10.0, 21.4, 
04/18/2023, 16:01:59, 10.6, 21.4, 
04/18/2023, 16:02:00, 11.3, 21.4, 
04/18/2023, 16:02:01, 12.1, 21.4, 
04/18/2023, 16:02:02, 13.3, 21.4, 
04/18/2023, 16:02:03, 14.8, 21.5, 
04/18/2023, 16:02:04, 16.8, 21.5, 
04/18/2023, 16:02:05, 19.1, 21.5, 
04/18/2023, 16:02:06, 21.8, 21.5, 
04/18/2023, 16:02:07, 24.7, 21.5, 
04/18/2023, 16:02:08, 27.4, 21.5, 
04/18/2023, 16:02:09, 29.9, 21.5, 
04/18/2023, 16:02:10, 32.1, 21.5, 
04/18/2023, 16:02:11, 34.1, 21.5, 
04/18/2023, 16:02:12, 35.9, 21.5, 
04/18/2023, 16:02:13, 37.4, 21.5, 
04/18/2023, 16:02:14, 38.6, 21.5, 
04/18/2023, 16:02:15, 39.5, 21.5, 
04/18/2023, 16:02:16, 39.7, 21.5, 
04/18/2023, 16:02:17, 39.8, 21.5, 
04/18/2023, 16:02:18, 39.9, 21.5, 
04/18/2023, 16:02:19, 40.3, 21.5, 
04/18/2023, 16:02:20, 40.9, 21.5, 
04/18/2023, 16:02:21, 41.8, 21.5, 
04/18/2023, 16:02:22, 42.7, 21.5, 
04/18/2023, 16:02:23, 43.5, 21.5, 
04/18/2023, 16:02:24, 44.3, 21.5, 
04/18/2023, 16:02:25, 45.0, 21.5, 
04/18/2023, 16:02:26, 45.7, 21.5, 
04/18/2023, 16:02:27, 46.2, 21.5, 
04/18/2023, 16:02:28, 46.8, 21.5, 
04/18/2023, 16:02:29, 47.3, 21.5, 
04/18/2023, 16:02:30, 47.7, 21.5, 
04/18/2023, 16:02:31, 48.1, 21.5, 
04/18/2023, 16:02:32, 48.4, 21.5, 
04/18/2023, 16:02:33, 48.7, 21.5, 
04/18/2023, 16:02:34, 49.0, 21.5, 
04/18/2023, 16:02:35, 49.3, 21.5, 
04/18/2023, 16:02:36, 49.5, 21.5, 
04/18/2023, 16:02:37, 49.8, 21.5, 
04/18/2023, 16:02:38, 50.0, 21.5, 
04/18/2023, 16:02:39, 50.2, 21.5, 
04/18/2023, 16:02:40, 50.3, 21.5, 
04/18/2023, 16:02:41, 50.5, 21.5, 
04/18/2023, 16:02:42, 50.7, 21.5, 
04/18/2023, 16:02:43, 50.8, 21.5, 
04/18/2023, 16:02:44, 50.9, 21.5, 
04/18/2023, 16:02:45, 51.1, 21.5, 
04/18/2023, 16:02:46, 51.2, 21.5, 
04/18/2023, 16:02:47, 51.3, 21.5, 
04/18/2023, 16:02:48, 51.4, 21.5, 
04/18/2023, 16:02:49, 51.5, 21.5, 
04/18/2023, 16:02:50, 51.6, 21.5, 
04/18/2023, 16:02:51, 51.7, 21.5, 
04/18/2023, 16:02:52, 51.8, 21.5, 
04/18/2023, 16:02:53, 51.8, 21.5, 
04/18/2023, 16:02:54, 51.9, 21.5, 
04/18/2023, 16:02:55, 52.0, 21.5, 
04/18/2023, 16:02:56, 52.0, 21.5, 
04/18/2023, 16:02:57, 52.1, 21.5, 
04/18/2023, 16:02:58, 52.1, 21.5, 
04/18/2023, 16:02:59, 52.2, 21.5, 
04/18/2023, 16:03:00, 52.3, 21.5, 
04/18/2023, 16:03:01, 52.3, 21.5, 
04/18/2023, 16:03:02, 52.4, 21.5, 
04/18/2023, 16:03:03, 52.4, 21.5, 
04/18/2023, 16:03:04, 52.5, 21.5, 
04/18/2023, 16:03:05, 52.5, 21.5, 
04/18/2023, 16:03:06, 52.5, 21.5, 
04/18/2023, 16:03:07, 52.6, 21.5, 
04/18/2023, 16:03:08, 52.6, 21.5, 
04/18/2023, 16:03:09, 52.6, 21.5, 
04/18/2023, 16:03:10, 52.7, 21.5, 
04/18/2023, 16:03:11, 52.7, 21.5, 
04/18/2023, 16:03:12, 52.8, 21.5, 
04/18/2023, 16:03:13, 52.8, 21.5, 
04/18/2023, 16:03:14, 52.8, 21.5, 
04/18/2023, 16:03:15, 52.9, 21.5, 
04/18/2023, 16:03:16, 52.9, 21.5, 
04/18/2023, 16:03:17, 53.0, 21.5, 
04/18/2023, 16:03:18, 53.0, 21.5, 
04/18/2023, 16:03:19, 53.0, 21.5, 
04/18/2023, 16:03:20, 53.0, 21.5, 
04/18/2023, 16:03:21, 53.1, 21.5, 
04/18/2023, 16:03:22, 53.1, 21.5, 
04/18/2023, 16:03:23, 53.1, 21.5, 
04/18/2023, 16:03:24, 53.1, 21.5, 
04/18/2023, 16:03:25, 53.2, 21.5, 
04/18/2023, 16:03:26, 53.2, 21.5, 
04/18/2023, 16:03:27, 53.2, 21.5, 
04/18/2023, 16:03:28, 53.2, 21.6, 
04/18/2023, 16:03:29, 53.3, 21.6, 
04/18/2023, 16:03:30, 53.3, 21.6, 
04/18/2023, 16:03:31, 53.3, 21.6, 
04/18/2023, 16:03:32, 53.3, 21.6, 
04/18/2023, 16:03:33, 53.3, 21.6, 
04/18/2023, 16:03:34, 53.3, 21.6, 
04/18/2023, 16:03:35, 53.4, 21.6, 
04/18/2023, 16:03:36, 53.4, 21.6, 
04/18/2023, 16:03:37, 53.4, 21.6, 
04/18/2023, 16:03:38, 53.4, 21.6, 
04/18/2023, 16:03:39, 53.5, 21.6, 
04/18/2023, 16:03:40, 53.5, 21.6, 
04/18/2023, 16:03:41, 53.5, 21.6, 
04/18/2023, 16:03:42, 53.5, 21.6, 
04/18/2023, 16:03:43, 53.5, 21.6, 
04/18/2023, 16:03:44, 53.5, 21.6, 
04/18/2023, 16:03:45, 53.6, 21.6, 
04/18/2023, 16:03:46, 53.6, 21.6, 
04/18/2023, 16:03:47, 53.6, 21.6, 
04/18/2023, 16:03:48, 53.6, 21.6, 
04/18/2023, 16:03:50, 53.6, 21.6, 
04/18/2023, 16:03:51, 53.6, 21.6, 
04/18/2023, 16:03:52, 53.7, 21.6, 
04/18/2023, 16:03:53, 53.7, 21.6, 
04/18/2023, 16:03:54, 53.7, 21.6, 
04/18/2023, 16:03:55, 53.7, 21.6, 
04/18/2023, 16:03:56, 53.7, 21.6, 
04/18/2023, 16:03:57, 53.7, 21.6, 
04/18/2023, 16:03:58, 53.7, 21.6, 
04/18/2023, 16:03:59, 53.7, 21.6, 
04/18/2023, 16:04:00, 53.7, 21.6, 
04/18/2023, 16:04:01, 53.8, 21.6, 
04/18/2023, 16:04:02, 53.8, 21.6, 
04/18/2023, 16:04:03, 53.8, 21.6, 
04/18/2023, 16:04:04, 53.8, 21.6, 
04/18/2023, 16:04:05, 53.8, 21.6, 
04/18/2023, 16:04:06, 53.8, 21.6, 
04/18/2023, 16:04:07, 53.8, 21.6, 
04/18/2023, 16:04:08, 53.8, 21.6, 
04/18/2023, 16:04:09, 53.8, 21.6, 
04/18/2023, 16:04:10, 53.8, 21.6, 
04/18/2023, 16:04:11, 53.8, 21.6, 
04/18/2023, 16:04:12, 53.8, 21.6, 
04/18/2023, 16:04:13, 53.8, 21.6, 
04/18/2023, 16:04:14, 53.8, 21.6, 
04/18/2023, 16:04:15, 53.8, 21.6, 
04/18/2023, 16:04:16, 53.9, 21.6, 
04/18/2023, 16:04:17, 53.9, 21.6, 
04/18/2023, 16:04:18, 53.9, 21.6, 
04/18/2023, 16:04:19, 53.9, 21.6, 
04/18/2023, 16:04:20, 53.9, 21.6, 
04/18/2023, 16:04:21, 53.9, 21.6, 
04/18/2023, 16:04:22, 53.9, 21.6, 
04/18/2023, 16:04:23, 53.9, 21.6, 
04/18/2023, 16:04:24, 53.9, 21.6, 
04/18/2023, 16:04:25, 53.9, 21.6, 
04/18/2023, 16:04:26, 54.0, 21.6, 
04/18/2023, 16:04:27, 54.0, 21.6, 
04/18/2023, 16:04:28, 54.0, 21.6, 
04/18/2023, 16:04:29, 54.0, 21.6, 
04/18/2023, 16:04:30, 54.0, 21.6, 
04/18/2023, 16:04:31, 54.0, 21.6, 
04/18/2023, 16:04:32, 54.0, 21.6, 
04/18/2023, 16:04:33, 54.0, 21.6, 
04/18/2023, 16:04:34, 54.0, 21.6, 
04/18/2023, 16:04:35, 54.0, 21.6, 
04/18/2023, 16:04:36, 54.0, 21.6, 
04/18/2023, 16:04:37, 54.0, 21.6, 
04/18/2023, 16:04:38, 54.0, 21.6, 
04/18/2023, 16:04:39, 54.0, 21.6, 
04/18/2023, 16:04:40, 54.0, 21.6, 
04/18/2023, 16:04:41, 54.0, 21.6, 
04/18/2023, 16:04:42, 54.0, 21.6, 
04/18/2023, 16:04:43, 54.1, 21.6, 
04/18/2023, 16:04:44, 54.1, 21.6, 
04/18/2023, 16:04:45, 54.1, 21.6, 
04/18/2023, 16:04:46, 54.1, 21.6, 
04/18/2023, 16:04:47, 54.1, 21.7, 
04/18/2023, 16:04:48, 54.1, 21.7, 
04/18/2023, 16:04:49, 54.1, 21.7, 
04/18/2023, 16:04:50, 54.1, 21.6, 
04/18/2023, 16:04:51, 54.1, 21.7, 
04/18/2023, 16:04:52, 54.1, 21.6, 
04/18/2023, 16:04:53, 54.1, 21.6, 
04/18/2023, 16:04:54, 54.1, 21.6, 
04/18/2023, 16:04:55, 54.1, 21.6, 
04/18/2023, 16:04:56, 54.1, 21.6, 
04/18/2023, 16:04:57, 54.1, 21.6, 
04/18/2023, 16:04:58, 54.1, 21.6, 
04/18/2023, 16:04:59, 54.1, 21.7, 
04/18/2023, 16:05:00, 54.1, 21.7, 
04/18/2023, 16:05:01, 54.1, 21.7, 
04/18/2023, 16:05:02, 54.1, 21.7, 
04/18/2023, 16:05:03, 54.2, 21.7, 
04/18/2023, 16:05:04, 54.2, 21.7, 
04/18/2023, 16:05:05, 54.2, 21.7, 
04/18/2023, 16:05:06, 54.2, 21.7, 
04/18/2023, 16:05:07, 54.2, 21.7, 
04/18/2023, 16:05:08, 54.2, 21.7, 
04/18/2023, 16:05:09, 54.2, 21.7, 
04/18/2023, 16:05:10, 54.2, 21.7, 
04/18/2023, 16:05:11, 54.2, 21.7, 
04/18/2023, 16:05:12, 54.2, 21.7, 
04/18/2023, 16:05:13, 54.2, 21.7, 
04/18/2023, 16:05:14, 54.2, 21.7, 
04/18/2023, 16:05:15, 54.2, 21.7, 
04/18/2023, 16:05:16, 54.2, 21.7, 
04/18/2023, 16:05:17, 54.2, 21.7, 
04/18/2023, 16:05:18, 54.2, 21.7, 
04/18/2023, 16:05:19, 54.3, 21.7, 
04/18/2023, 16:05:20, 54.3, 21.7, 
04/18/2023, 16:05:21, 54.3, 21.7, 
04/18/2023, 16:05:22, 54.3, 21.7, 
04/18/2023, 16:05:23, 54.3, 21.7, 
04/18/2023, 16:05:24, 54.3, 21.7, 
04/18/2023, 16:05:25, 54.3, 21.7, 
04/18/2023, 16:05:26, 54.3, 21.7, 
04/18/2023, 16:05:27, 54.3, 21.7, 
04/18/2023, 16:05:28, 54.3, 21.7, 
04/18/2023, 16:05:29, 54.3, 21.7, 
04/18/2023, 16:05:30, 54.3, 21.7, 
04/18/2023, 16:05:31, 54.3, 21.7, 
04/18/2023, 16:05:32, 54.3, 21.7, 
04/18/2023, 16:05:33, 54.3, 21.7, 
04/18/2023, 16:05:34, 54.3, 21.7, 
04/18/2023, 16:05:35, 54.3, 21.7, 
04/18/2023, 16:05:36, 54.3, 21.7, 
04/18/2023, 16:05:37, 54.3, 21.7, 
04/18/2023, 16:05:38, 54.3, 21.7, 
04/18/2023, 16:05:39, 54.3, 21.7, 
04/18/2023, 16:05:40, 54.3, 21.7, 
04/18/2023, 16:05:41, 54.3, 21.7, 
04/18/2023, 16:05:42, 54.3, 21.7, 
04/18/2023, 16:05:43, 54.3, 21.7, 
04/18/2023, 16:05:44, 54.3, 21.7, 
04/18/2023, 16:05:45, 54.3, 21.7, 
04/18/2023, 16:05:46, 54.4, 21.7, 
04/18/2023, 16:05:47, 54.4, 21.7, 
