Relative Humidity and Temperature Data
TSI Model RHT3000
Date, Time, RH, Temp
05/18/2023, 13:54:40, 2.1, 22.5, 
05/18/2023, 13:54:41, 2.1, 22.5, 
05/18/2023, 13:54:42, 2.1, 22.5, 
05/18/2023, 13:54:43, 2.1, 22.5, 
05/18/2023, 13:54:44, 2.1, 22.5, 
05/18/2023, 13:54:45, 2.1, 22.5, 
05/18/2023, 13:54:46, 2.1, 22.5, 
05/18/2023, 13:54:47, 2.1, 22.5, 
05/18/2023, 13:54:48, 2.1, 22.5, 
05/18/2023, 13:54:49, 2.1, 22.5, 
05/18/2023, 13:54:50, 2.1, 22.5, 
05/18/2023, 13:54:51, 2.1, 22.5, 
05/18/2023, 13:54:52, 2.1, 22.5, 
05/18/2023, 13:54:53, 2.1, 22.5, 
05/18/2023, 13:54:54, 2.1, 22.5, 
05/18/2023, 13:54:55, 2.1, 22.5, 
05/18/2023, 13:54:56, 2.1, 22.5, 
05/18/2023, 13:54:57, 2.1, 22.5, 
05/18/2023, 13:54:58, 2.1, 22.5, 
05/18/2023, 13:54:59, 2.1, 22.5, 
05/18/2023, 13:55:00, 2.1, 22.5, 
05/18/2023, 13:55:01, 2.1, 22.5, 
05/18/2023, 13:55:02, 2.1, 22.5, 
05/18/2023, 13:55:03, 2.1, 22.5, 
05/18/2023, 13:55:04, 2.0, 22.5, 
05/18/2023, 13:55:05, 2.1, 22.5, 
05/18/2023, 13:55:06, 2.1, 22.5, 
05/18/2023, 13:55:07, 2.1, 22.5, 
05/18/2023, 13:55:08, 2.1, 22.5, 
05/18/2023, 13:55:09, 2.1, 22.5, 
05/18/2023, 13:55:10, 2.1, 22.5, 
05/18/2023, 13:55:11, 2.1, 22.5, 
05/18/2023, 13:55:12, 2.1, 22.5, 
05/18/2023, 13:55:13, 2.1, 22.5, 
05/18/2023, 13:55:14, 2.1, 22.5, 
05/18/2023, 13:55:15, 2.1, 22.5, 
05/18/2023, 13:55:16, 2.1, 22.5, 
05/18/2023, 13:55:17, 2.1, 22.5, 
05/18/2023, 13:55:18, 2.1, 22.5, 
05/18/2023, 13:55:19, 2.1, 22.5, 
05/18/2023, 13:55:20, 2.1, 22.5, 
05/18/2023, 13:55:21, 2.1, 22.5, 
05/18/2023, 13:55:22, 2.0, 22.5, 
05/18/2023, 13:55:23, 2.0, 22.5, 
05/18/2023, 13:55:24, 2.0, 22.5, 
05/18/2023, 13:55:25, 2.0, 22.5, 
05/18/2023, 13:55:26, 2.0, 22.5, 
05/18/2023, 13:55:27, 2.0, 22.5, 
05/18/2023, 13:55:28, 2.0, 22.5, 
05/18/2023, 13:55:29, 2.0, 22.5, 
05/18/2023, 13:55:30, 2.0, 22.5, 
05/18/2023, 13:55:31, 2.0, 22.5, 
05/18/2023, 13:55:32, 2.0, 22.5, 
05/18/2023, 13:55:33, 2.0, 22.5, 
05/18/2023, 13:55:34, 2.0, 22.5, 
05/18/2023, 13:55:35, 2.0, 22.5, 
05/18/2023, 13:55:36, 2.0, 22.5, 
05/18/2023, 13:55:37, 2.0, 22.5, 
05/18/2023, 13:55:38, 2.0, 22.5, 
05/18/2023, 13:55:39, 2.0, 22.5, 
05/18/2023, 13:55:40, 2.0, 22.5, 
05/18/2023, 13:55:41, 2.0, 22.5, 
05/18/2023, 13:55:43, 2.0, 22.5, 
05/18/2023, 13:55:44, 2.0, 22.5, 
05/18/2023, 13:55:45, 2.0, 22.5, 
05/18/2023, 13:55:46, 2.0, 22.5, 
05/18/2023, 13:55:47, 2.0, 22.5, 
05/18/2023, 13:55:48, 2.0, 22.5, 
05/18/2023, 13:55:49, 2.0, 22.5, 
05/18/2023, 13:55:50, 2.0, 22.5, 
05/18/2023, 13:55:51, 2.0, 22.5, 
05/18/2023, 13:55:52, 2.0, 22.5, 
05/18/2023, 13:55:53, 2.0, 22.5, 
05/18/2023, 13:55:54, 2.0, 22.5, 
05/18/2023, 13:55:55, 2.0, 22.5, 
05/18/2023, 13:55:56, 2.0, 22.5, 
05/18/2023, 13:55:57, 2.0, 22.5, 
05/18/2023, 13:55:58, 2.0, 22.5, 
05/18/2023, 13:55:59, 2.0, 22.5, 
05/18/2023, 13:56:00, 2.0, 22.5, 
05/18/2023, 13:56:01, 2.0, 22.5, 
05/18/2023, 13:56:02, 2.0, 22.5, 
05/18/2023, 13:56:03, 2.0, 22.5, 
05/18/2023, 13:56:04, 2.0, 22.5, 
05/18/2023, 13:56:05, 2.0, 22.5, 
05/18/2023, 13:56:06, 2.0, 22.5, 
05/18/2023, 13:56:07, 2.0, 22.5, 
05/18/2023, 13:56:08, 2.0, 22.5, 
05/18/2023, 13:56:09, 2.0, 22.5, 
05/18/2023, 13:56:10, 2.0, 22.5, 
05/18/2023, 13:56:11, 2.0, 22.5, 
05/18/2023, 13:56:12, 2.0, 22.5, 
05/18/2023, 13:56:13, 2.0, 22.5, 
05/18/2023, 13:56:14, 2.0, 22.5, 
05/18/2023, 13:56:15, 2.0, 22.5, 
05/18/2023, 13:56:16, 2.0, 22.5, 
05/18/2023, 13:56:17, 2.0, 22.5, 
05/18/2023, 13:56:18, 2.0, 22.5, 
05/18/2023, 13:56:19, 2.0, 22.5, 
05/18/2023, 13:56:20, 2.0, 22.5, 
05/18/2023, 13:56:21, 2.0, 22.5, 
05/18/2023, 13:56:22, 2.0, 22.5, 
05/18/2023, 13:56:23, 2.0, 22.5, 
05/18/2023, 13:56:24, 2.0, 22.5, 
05/18/2023, 13:56:25, 2.0, 22.5, 
05/18/2023, 13:56:26, 2.0, 22.5, 
05/18/2023, 13:56:27, 2.0, 22.5, 
05/18/2023, 13:56:28, 2.0, 22.5, 
05/18/2023, 13:56:29, 2.0, 22.5, 
05/18/2023, 13:56:30, 2.0, 22.5, 
05/18/2023, 13:56:31, 1.9, 22.6, 
05/18/2023, 13:56:32, 1.9, 22.6, 
05/18/2023, 13:56:33, 1.9, 22.6, 
05/18/2023, 13:56:34, 1.9, 22.5, 
05/18/2023, 13:56:35, 1.9, 22.5, 
05/18/2023, 13:56:36, 2.0, 22.5, 
05/18/2023, 13:56:37, 2.0, 22.5, 
05/18/2023, 13:56:38, 2.0, 22.5, 
05/18/2023, 13:56:39, 1.9, 22.5, 
05/18/2023, 13:56:40, 1.9, 22.5, 
05/18/2023, 13:56:41, 1.9, 22.5, 
05/18/2023, 13:56:42, 1.9, 22.5, 
05/18/2023, 13:56:43, 1.9, 22.5, 
05/18/2023, 13:56:44, 1.9, 22.6, 
05/18/2023, 13:56:45, 1.9, 22.5, 
05/18/2023, 13:56:46, 1.9, 22.6, 
05/18/2023, 13:56:47, 1.9, 22.6, 
05/18/2023, 13:56:48, 1.9, 22.6, 
05/18/2023, 13:56:49, 1.9, 22.6, 
05/18/2023, 13:56:50, 1.9, 22.6, 
05/18/2023, 13:56:51, 1.9, 22.6, 
05/18/2023, 13:56:52, 1.9, 22.6, 
05/18/2023, 13:56:53, 1.9, 22.6, 
05/18/2023, 13:56:54, 1.9, 22.6, 
05/18/2023, 13:56:55, 1.9, 22.6, 
05/18/2023, 13:56:56, 1.9, 22.6, 
05/18/2023, 13:56:57, 1.9, 22.6, 
05/18/2023, 13:56:58, 1.9, 22.6, 
05/18/2023, 13:56:59, 1.9, 22.6, 
05/18/2023, 13:57:00, 1.9, 22.6, 
05/18/2023, 13:57:01, 1.9, 22.6, 
05/18/2023, 13:57:02, 1.9, 22.6, 
05/18/2023, 13:57:03, 1.9, 22.6, 
05/18/2023, 13:57:04, 1.9, 22.6, 
05/18/2023, 13:57:05, 1.9, 22.6, 
05/18/2023, 13:57:06, 1.9, 22.6, 
05/18/2023, 13:57:07, 1.9, 22.6, 
05/18/2023, 13:57:08, 1.9, 22.6, 
05/18/2023, 13:57:09, 1.9, 22.6, 
05/18/2023, 13:57:10, 1.9, 22.6, 
05/18/2023, 13:57:11, 1.9, 22.6, 
05/18/2023, 13:57:12, 1.9, 22.6, 
05/18/2023, 13:57:13, 1.9, 22.6, 
05/18/2023, 13:57:14, 1.9, 22.6, 
05/18/2023, 13:57:15, 1.9, 22.6, 
05/18/2023, 13:57:16, 1.9, 22.6, 
05/18/2023, 13:57:17, 1.9, 22.6, 
05/18/2023, 13:57:18, 1.9, 22.6, 
05/18/2023, 13:57:19, 1.9, 22.6, 
05/18/2023, 13:57:20, 1.9, 22.6, 
05/18/2023, 13:57:21, 1.9, 22.6, 
05/18/2023, 13:57:22, 1.9, 22.6, 
05/18/2023, 13:57:23, 1.9, 22.6, 
05/18/2023, 13:57:24, 1.9, 22.6, 
05/18/2023, 13:57:25, 1.9, 22.6, 
05/18/2023, 13:57:26, 1.9, 22.6, 
05/18/2023, 13:57:27, 1.9, 22.6, 
05/18/2023, 13:57:28, 1.9, 22.6, 
05/18/2023, 13:57:29, 1.9, 22.6, 
05/18/2023, 13:57:30, 1.9, 22.6, 
05/18/2023, 13:57:31, 1.9, 22.6, 
05/18/2023, 13:57:33, 1.9, 22.6, 
05/18/2023, 13:57:34, 1.9, 22.6, 
05/18/2023, 13:57:35, 1.9, 22.6, 
05/18/2023, 13:57:36, 1.9, 22.6, 
05/18/2023, 13:57:37, 1.9, 22.6, 
05/18/2023, 13:57:38, 1.9, 22.6, 
05/18/2023, 13:57:39, 1.9, 22.6, 
05/18/2023, 13:57:40, 1.9, 22.6, 
05/18/2023, 13:57:41, 1.9, 22.6, 
05/18/2023, 13:57:42, 1.9, 22.6, 
05/18/2023, 13:57:43, 1.9, 22.6, 
05/18/2023, 13:57:44, 1.9, 22.6, 
05/18/2023, 13:57:45, 1.9, 22.6, 
05/18/2023, 13:57:46, 1.9, 22.6, 
05/18/2023, 13:57:47, 1.9, 22.6, 
05/18/2023, 13:57:48, 1.9, 22.6, 
05/18/2023, 13:57:49, 1.9, 22.6, 
05/18/2023, 13:57:50, 1.9, 22.6, 
05/18/2023, 13:57:51, 1.9, 22.6, 
05/18/2023, 13:57:52, 1.9, 22.6, 
05/18/2023, 13:57:53, 1.8, 22.6, 
05/18/2023, 13:57:54, 1.9, 22.6, 
05/18/2023, 13:57:55, 1.9, 22.6, 
05/18/2023, 13:57:56, 1.9, 22.6, 
05/18/2023, 13:57:57, 1.9, 22.6, 
05/18/2023, 13:57:58, 1.9, 22.6, 
05/18/2023, 13:57:59, 1.9, 22.6, 
05/18/2023, 13:58:00, 1.9, 22.6, 
05/18/2023, 13:58:01, 1.8, 22.6, 
05/18/2023, 13:58:02, 1.9, 22.6, 
05/18/2023, 13:58:03, 1.9, 22.6, 
05/18/2023, 13:58:04, 1.9, 22.6, 
05/18/2023, 13:58:05, 1.8, 22.6, 
05/18/2023, 13:58:06, 1.8, 22.6, 
05/18/2023, 13:58:07, 1.8, 22.6, 
05/18/2023, 13:58:08, 1.8, 22.6, 
05/18/2023, 13:58:09, 1.8, 22.6, 
05/18/2023, 13:58:10, 1.8, 22.6, 
05/18/2023, 13:58:11, 1.8, 22.6, 
05/18/2023, 13:58:12, 1.8, 22.6, 
05/18/2023, 13:58:13, 1.8, 22.6, 
05/18/2023, 13:58:14, 1.8, 22.6, 
05/18/2023, 13:58:15, 1.8, 22.6, 
05/18/2023, 13:58:16, 1.8, 22.6, 
05/18/2023, 13:58:17, 1.8, 22.6, 
05/18/2023, 13:58:18, 1.8, 22.6, 
05/18/2023, 13:58:19, 1.8, 22.6, 
05/18/2023, 13:58:20, 1.8, 22.6, 
05/18/2023, 13:58:21, 1.8, 22.6, 
05/18/2023, 13:58:22, 1.8, 22.6, 
05/18/2023, 13:58:23, 1.8, 22.6, 
05/18/2023, 13:58:24, 1.8, 22.6, 
05/18/2023, 13:58:25, 1.8, 22.6, 
05/18/2023, 13:58:26, 1.8, 22.6, 
05/18/2023, 13:58:27, 1.8, 22.6, 
05/18/2023, 13:58:28, 1.8, 22.6, 
05/18/2023, 13:58:29, 1.8, 22.6, 
05/18/2023, 13:58:30, 1.8, 22.6, 
05/18/2023, 13:58:31, 1.8, 22.6, 
05/18/2023, 13:58:32, 1.8, 22.6, 
05/18/2023, 13:58:33, 1.8, 22.6, 
05/18/2023, 13:58:34, 1.8, 22.6, 
05/18/2023, 13:58:35, 1.8, 22.6, 
05/18/2023, 13:58:36, 1.8, 22.6, 
05/18/2023, 13:58:37, 1.8, 22.6, 
05/18/2023, 13:58:38, 1.8, 22.6, 
05/18/2023, 13:58:39, 1.8, 22.6, 
05/18/2023, 13:58:40, 1.8, 22.6, 
05/18/2023, 13:58:41, 1.8, 22.6, 
05/18/2023, 13:58:42, 1.8, 22.6, 
05/18/2023, 13:58:43, 1.8, 22.6, 
05/18/2023, 13:58:44, 1.8, 22.6, 
05/18/2023, 13:58:45, 1.8, 22.6, 
05/18/2023, 13:58:46, 1.8, 22.6, 
05/18/2023, 13:58:47, 1.8, 22.6, 
05/18/2023, 13:58:48, 1.8, 22.6, 
05/18/2023, 13:58:49, 1.8, 22.6, 
05/18/2023, 13:58:50, 1.8, 22.6, 
05/18/2023, 13:58:51, 1.8, 22.6, 
05/18/2023, 13:58:52, 1.8, 22.6, 
05/18/2023, 13:58:53, 1.8, 22.6, 
05/18/2023, 13:58:54, 1.8, 22.6, 
05/18/2023, 13:58:55, 1.8, 22.6, 
05/18/2023, 13:58:56, 1.8, 22.6, 
05/18/2023, 13:58:57, 1.8, 22.6, 
05/18/2023, 13:58:58, 1.8, 22.6, 
05/18/2023, 13:58:59, 1.8, 22.6, 
05/18/2023, 13:59:00, 1.8, 22.6, 
05/18/2023, 13:59:01, 1.8, 22.6, 
05/18/2023, 13:59:02, 1.8, 22.6, 
05/18/2023, 13:59:03, 1.8, 22.6, 
05/18/2023, 13:59:04, 1.8, 22.6, 
05/18/2023, 13:59:05, 1.8, 22.6, 
05/18/2023, 13:59:06, 1.8, 22.6, 
05/18/2023, 13:59:07, 1.8, 22.6, 
05/18/2023, 13:59:08, 1.8, 22.6, 
05/18/2023, 13:59:09, 1.8, 22.6, 
05/18/2023, 13:59:10, 1.8, 22.6, 
05/18/2023, 13:59:11, 1.8, 22.6, 
05/18/2023, 13:59:12, 1.8, 22.6, 
05/18/2023, 13:59:13, 1.8, 22.6, 
05/18/2023, 13:59:14, 1.8, 22.6, 
05/18/2023, 13:59:15, 1.8, 22.6, 
05/18/2023, 13:59:16, 1.8, 22.6, 
05/18/2023, 13:59:17, 1.8, 22.6, 
05/18/2023, 13:59:19, 1.8, 22.6, 
05/18/2023, 13:59:20, 1.8, 22.6, 
05/18/2023, 13:59:21, 1.8, 22.6, 
05/18/2023, 13:59:22, 1.8, 22.6, 
05/18/2023, 13:59:23, 1.8, 22.6, 
05/18/2023, 13:59:24, 1.8, 22.6, 
05/18/2023, 13:59:25, 1.8, 22.6, 
05/18/2023, 13:59:26, 1.8, 22.6, 
05/18/2023, 13:59:27, 1.8, 22.6, 
