Relative Humidity and Temperature Data
TSI Model RHT3000
Date, Time, RH, Temp
05/22/2023, 16:48:54, 42.8, 22.3, 
05/22/2023, 16:48:55, 42.8, 22.3, 
05/22/2023, 16:48:56, 42.9, 22.3, 
05/22/2023, 16:48:57, 42.9, 22.3, 
05/22/2023, 16:48:58, 43.0, 22.3, 
05/22/2023, 16:48:59, 43.0, 22.3, 
05/22/2023, 16:49:00, 43.0, 22.4, 
05/22/2023, 16:49:01, 43.0, 22.4, 
05/22/2023, 16:49:02, 43.1, 22.4, 
05/22/2023, 16:49:03, 43.1, 22.4, 
05/22/2023, 16:49:04, 43.1, 22.4, 
05/22/2023, 16:49:05, 43.2, 22.4, 
05/22/2023, 16:49:06, 43.2, 22.4, 
05/22/2023, 16:49:07, 43.2, 22.4, 
05/22/2023, 16:49:08, 43.2, 22.4, 
05/22/2023, 16:49:09, 43.2, 22.4, 
05/22/2023, 16:49:10, 43.2, 22.4, 
05/22/2023, 16:49:11, 43.3, 22.4, 
05/22/2023, 16:49:12, 43.3, 22.4, 
05/22/2023, 16:49:13, 43.3, 22.4, 
05/22/2023, 16:49:14, 43.3, 22.4, 
05/22/2023, 16:49:15, 43.3, 22.4, 
05/22/2023, 16:49:16, 43.4, 22.4, 
05/22/2023, 16:49:17, 43.4, 22.4, 
05/22/2023, 16:49:18, 43.4, 22.4, 
05/22/2023, 16:49:19, 43.4, 22.4, 
05/22/2023, 16:49:20, 43.4, 22.4, 
05/22/2023, 16:49:21, 43.4, 22.4, 
05/22/2023, 16:49:22, 43.4, 22.4, 
05/22/2023, 16:49:23, 43.4, 22.4, 
05/22/2023, 16:49:24, 43.4, 22.4, 
05/22/2023, 16:49:25, 43.4, 22.4, 
05/22/2023, 16:49:26, 43.4, 22.4, 
05/22/2023, 16:49:27, 43.4, 22.4, 
05/22/2023, 16:49:28, 43.4, 22.4, 
05/22/2023, 16:49:29, 43.4, 22.4, 
05/22/2023, 16:49:30, 43.4, 22.4, 
05/22/2023, 16:49:31, 43.5, 22.4, 
05/22/2023, 16:49:32, 43.5, 22.4, 
05/22/2023, 16:49:33, 43.5, 22.4, 
05/22/2023, 16:49:34, 43.5, 22.4, 
05/22/2023, 16:49:35, 43.5, 22.4, 
05/22/2023, 16:49:36, 43.5, 22.4, 
05/22/2023, 16:49:37, 43.5, 22.4, 
05/22/2023, 16:49:38, 43.5, 22.4, 
05/22/2023, 16:49:39, 43.5, 22.4, 
05/22/2023, 16:49:40, 43.5, 22.4, 
05/22/2023, 16:49:41, 43.5, 22.4, 
05/22/2023, 16:49:42, 43.5, 22.4, 
05/22/2023, 16:49:43, 43.5, 22.4, 
05/22/2023, 16:49:44, 43.5, 22.4, 
05/22/2023, 16:49:45, 43.5, 22.4, 
05/22/2023, 16:49:46, 43.5, 22.4, 
05/22/2023, 16:49:47, 43.5, 22.4, 
05/22/2023, 16:49:48, 43.5, 22.4, 
05/22/2023, 16:49:49, 43.5, 22.4, 
05/22/2023, 16:49:50, 43.5, 22.4, 
05/22/2023, 16:49:51, 43.5, 22.4, 
05/22/2023, 16:49:52, 43.5, 22.4, 
05/22/2023, 16:49:53, 43.5, 22.4, 
05/22/2023, 16:49:54, 43.5, 22.4, 
05/22/2023, 16:49:55, 43.6, 22.4, 
05/22/2023, 16:49:56, 43.6, 22.4, 
05/22/2023, 16:49:57, 43.6, 22.4, 
05/22/2023, 16:49:58, 43.6, 22.4, 
05/22/2023, 16:49:59, 43.6, 22.4, 
05/22/2023, 16:50:00, 43.6, 22.4, 
05/22/2023, 16:50:01, 43.6, 22.4, 
05/22/2023, 16:50:02, 43.6, 22.4, 
05/22/2023, 16:50:03, 43.6, 22.4, 
05/22/2023, 16:50:04, 43.6, 22.4, 
05/22/2023, 16:50:05, 43.6, 22.4, 
05/22/2023, 16:50:06, 43.6, 22.4, 
05/22/2023, 16:50:07, 43.6, 22.4, 
05/22/2023, 16:50:08, 43.6, 22.4, 
05/22/2023, 16:50:09, 43.7, 22.4, 
05/22/2023, 16:50:10, 43.7, 22.5, 
05/22/2023, 16:50:11, 43.7, 22.5, 
05/22/2023, 16:50:12, 43.7, 22.5, 
05/22/2023, 16:50:13, 43.7, 22.5, 
05/22/2023, 16:50:14, 43.7, 22.5, 
05/22/2023, 16:50:15, 43.6, 22.5, 
05/22/2023, 16:50:16, 43.6, 22.5, 
05/22/2023, 16:50:17, 43.6, 22.5, 
05/22/2023, 16:50:18, 43.6, 22.5, 
05/22/2023, 16:50:19, 43.6, 22.5, 
05/22/2023, 16:50:20, 43.6, 22.5, 
05/22/2023, 16:50:21, 43.6, 22.5, 
05/22/2023, 16:50:22, 43.6, 22.5, 
05/22/2023, 16:50:23, 43.6, 22.5, 
05/22/2023, 16:50:24, 43.6, 22.5, 
05/22/2023, 16:50:25, 43.7, 22.5, 
05/22/2023, 16:50:26, 43.7, 22.5, 
05/22/2023, 16:50:27, 43.7, 22.5, 
05/22/2023, 16:50:28, 43.7, 22.5, 
05/22/2023, 16:50:29, 43.7, 22.5, 
05/22/2023, 16:50:30, 43.7, 22.5, 
05/22/2023, 16:50:31, 43.7, 22.5, 
05/22/2023, 16:50:32, 43.7, 22.5, 
05/22/2023, 16:50:33, 43.7, 22.5, 
05/22/2023, 16:50:34, 43.7, 22.5, 
05/22/2023, 16:50:35, 43.7, 22.5, 
05/22/2023, 16:50:37, 43.7, 22.5, 
05/22/2023, 16:50:38, 43.7, 22.5, 
05/22/2023, 16:50:39, 43.7, 22.5, 
05/22/2023, 16:50:40, 43.7, 22.5, 
05/22/2023, 16:50:41, 43.7, 22.5, 
05/22/2023, 16:50:42, 43.7, 22.5, 
05/22/2023, 16:50:43, 43.7, 22.5, 
05/22/2023, 16:50:44, 43.7, 22.5, 
05/22/2023, 16:50:45, 43.7, 22.5, 
05/22/2023, 16:50:46, 43.7, 22.5, 
05/22/2023, 16:50:47, 43.7, 22.5, 
05/22/2023, 16:50:48, 43.7, 22.5, 
05/22/2023, 16:50:49, 43.7, 22.5, 
05/22/2023, 16:50:50, 43.7, 22.5, 
05/22/2023, 16:50:51, 43.8, 22.5, 
05/22/2023, 16:50:52, 43.8, 22.5, 
05/22/2023, 16:50:53, 43.8, 22.5, 
05/22/2023, 16:50:54, 43.8, 22.5, 
05/22/2023, 16:50:55, 43.8, 22.5, 
05/22/2023, 16:50:56, 43.8, 22.5, 
05/22/2023, 16:50:57, 43.8, 22.5, 
05/22/2023, 16:50:58, 43.8, 22.5, 
05/22/2023, 16:50:59, 43.8, 22.5, 
05/22/2023, 16:51:00, 43.8, 22.5, 
05/22/2023, 16:51:01, 43.8, 22.5, 
05/22/2023, 16:51:02, 43.8, 22.5, 
05/22/2023, 16:51:03, 43.8, 22.5, 
05/22/2023, 16:51:04, 43.8, 22.5, 
05/22/2023, 16:51:05, 43.8, 22.5, 
05/22/2023, 16:51:06, 43.8, 22.5, 
05/22/2023, 16:51:07, 43.8, 22.5, 
05/22/2023, 16:51:08, 43.8, 22.5, 
05/22/2023, 16:51:09, 43.8, 22.5, 
05/22/2023, 16:51:10, 43.9, 22.5, 
05/22/2023, 16:51:11, 43.9, 22.5, 
05/22/2023, 16:51:12, 43.9, 22.5, 
05/22/2023, 16:51:13, 43.9, 22.5, 
05/22/2023, 16:51:14, 43.9, 22.5, 
05/22/2023, 16:51:15, 43.9, 22.5, 
05/22/2023, 16:51:16, 43.9, 22.5, 
05/22/2023, 16:51:17, 43.9, 22.5, 
05/22/2023, 16:51:18, 43.9, 22.5, 
05/22/2023, 16:51:19, 43.9, 22.5, 
05/22/2023, 16:51:20, 43.9, 22.5, 
05/22/2023, 16:51:21, 43.9, 22.5, 
05/22/2023, 16:51:22, 43.9, 22.5, 
05/22/2023, 16:51:23, 43.9, 22.5, 
05/22/2023, 16:51:24, 43.9, 22.5, 
05/22/2023, 16:51:25, 43.9, 22.5, 
05/22/2023, 16:51:26, 43.9, 22.5, 
05/22/2023, 16:51:27, 43.9, 22.5, 
05/22/2023, 16:51:28, 43.9, 22.5, 
05/22/2023, 16:51:29, 43.9, 22.5, 
05/22/2023, 16:51:30, 43.9, 22.5, 
05/22/2023, 16:51:31, 44.0, 22.5, 
05/22/2023, 16:51:32, 44.0, 22.5, 
05/22/2023, 16:51:33, 44.0, 22.5, 
05/22/2023, 16:51:34, 44.0, 22.5, 
05/22/2023, 16:51:35, 44.0, 22.5, 
05/22/2023, 16:51:36, 44.0, 22.5, 
05/22/2023, 16:51:37, 44.0, 22.5, 
05/22/2023, 16:51:38, 44.0, 22.5, 
