Start Time,13:50:00,13:53:00,13:56:00,13:59:00,14:02:00,14:05:00,14:08:00,14:11:00,14:14:00,14:17:00,14:20:00,14:23:00,14:26:00,14:29:00,14:32:00,14:35:00,14:38:00,14:41:00,14:44:00,14:47:00,14:50:00,14:53:00,14:56:00,14:59:00,15:02:00,15:05:00,15:08:00,15:11:00,15:14:00,15:17:00,15:20:00,15:23:00,15:26:00,15:29:00,15:32:00,15:35:00,15:38:00,15:41:00,15:44:00,15:47:00,15:50:00,15:53:00,15:56:00,15:59:00,16:02:00,16:05:00,16:08:00,16:11:00,16:14:00,16:17:00,16:20:00,16:23:00,16:26:00,16:29:00,16:32:00,16:35:00,16:38:00,16:41:00,16:44:00,16:47:00,16:50:00,16:53:00,16:56:00,16:59:00,17:02:00,17:05:00,17:08:00,17:11:00,17:14:00,17:17:00,17:20:00,17:23:00,17:26:00,17:29:00,17:32:00,17:35:00,17:38:00,17:41:00,17:44:00,17:47:00,17:50:00,17:53:00,17:56:00,17:59:00,18:02:00,18:05:00,18:08:00,18:11:00,18:14:00,18:17:00,18:20:00,18:23:00,18:26:00,18:29:00,18:32:00,18:35:00,18:38:00,18:41:00,18:44:00,18:47:00,18:50:00,18:53:00,18:56:00,18:59:00,19:02:00,19:05:00,19:08:00,19:11:00,19:14:00,19:17:00,19:20:00,19:23:00,19:26:00,19:29:00,19:32:00,19:35:00,19:38:00,19:41:00,19:44:00,19:47:00,19:50:00,19:53:00,19:56:00,19:59:00,20:02:00,20:05:00,20:08:00,20:11:00,20:14:00,20:17:00,20:20:00,20:23:00,20:26:00,20:29:00,20:32:00
Diameter Midpoint
 42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74759,0,0,0,0,8.52982,0,0,0,0,0,8.74759,0,0,8.74759,0,0,0,0,0,0,0,0
 44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44771,8.44771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44771,0,0,0,0,0,0,0,0,0,0,8.44771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44771,0,0,0,0,0,0,0,0
 46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21657,0,0,0,0,0,0,0,0
 47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94902,0,0,0,0,0
 49.6,0,0,0,0,0,0,0,0,0,0,0,3.31829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4854,0,0,0,0,0,0,0,0,0,0,0,0,7.74269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74269,0
 51.4,0,0,0,7.54647,0,0,7.54647,0,0,0,0,4.31228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54647,0,7.54647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54647,0,0,7.54647,0,7.54647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54647,0,0,15.0929,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54647,0,0
 53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35967,7.35967,0,0,0,0,7.35967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 55.2,0,7.18168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18168,0,0,0,0,0,0,7.18168,0,0,0,0,0,0,0,0,4.80262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28024,0,0,7.18168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18168,0,0,0,0,0,6.70406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 57.3,0,0,0,7.01194,0,0,0,0,0,0,7.01194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01194,0,0,0,0,0,0,0,0,0,0,0,7.01194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 59.4,0,0,0,0,0,0,0,0,6.84993,0,0,6.84993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56113,0,0,0,0,6.84993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84993,0,6.84993,0,0,0,0,0,0,0,6.84993,0,0,6.84993,0,0,0,0,0,0,6.84993,0,0,13.6999,0,0,0,0,0,0,0,6.82091,0,0,0,0,0,0
 61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69517,0,0,0,0,0,0,0,0,0,0,0,6.69517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23709,0,0,0,6.69517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54942,0,0,0,0,0,5.83578,6.54942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54942,0
 66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41701
 68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72064,0,0,6.32211,0,0,0,0,0,6.32211,0,0,0.860672,0,6.32211,0,6.32211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6442,0,0,0,0,0,0,0,0,6.32211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32211,0,0,0,0,0,0,0,0,0
 71.0,0,0,0,0,6.18588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1988,0,6.09254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40636,0,0,0,0,0,0,0,0,0,0,6.1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1988,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 73.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05581,0,0,0,0,0,0,12.2122,0,0,0,0,0,0,0
 76.4,0,5.95294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95359,0,0,2.27009,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02488,0,0,6.02156,0,0,0,0,0,0,6.01977,0,6.02522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02522,0,5.90908,0,0,0,0,0,0,0,0,0,6.02522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 79.1,5.9401,0,0,0,0,0,0,0,0,0,0,5.94243,0,0,0,0,5.94243,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94084,0,0,0,0,0,0,0,5.94243,5.94243,0,0,0,0,5.94243,0,0,0,0,0,0,0,0,0,0,0,4.6893,0,0,0,5.7927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94243,0,0,0,0,0,0
 82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85944,0,0,0,0,5.86214,0,0,0,5.86214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86214,0,0,0,0,0,5.85944,0,0,0,0,5.82561,0,0,0,0,5.86214,0,0,0,0,5.85944,0,0,0,0,0,5.83531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86214,0,0,0,0,0,5.86214,0,0,0,5.8233,0,0,0,0,5.18026,0,0,0,0,5.86214,0,0,0,5.17044,0,0,0,0,0,0
 85.1,0,0,0,0,0,0,0,0,0,0,0,0,5.47238,0,0,0,0,0,0,5.78425,0,0,0,0,0,0,0,0,0,0,5.47409,0,0,0,0,0,4.80599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7234,0,0,0,0,0,0,0,0,0,0,11.5479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41153,0,0,0,0,0,0,5.78425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448753,0,5.78425,0,0,0,0,0,0,0.637192,0,0,0,0,0,0
 88.2,5.63216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72751,0,0,0,0,0,0.667568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73595,5.73595,0,0,0,0,0,0,0,0,0,0,0,0,0.667568,0,0,5.70447,0,0,5.53262,0,0
 91.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14291,0,0,0,0,5.66192,0,0,0,0,0,0,0,0,5.66192,0,0,0,5.66192,0,5.66192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706747,0,0,0,0,5.66192,0,0,5.30425,0,0.706747,0,0,0,5.63498,0,0,0,0,0,5.66192,0,0,0,5.00297,0,0,0,0,0,0,0,0
 94.7,0,0,0,5.61611,0,5.40284,0,4.79211,0,11.2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61262,0,0,0,0,0,0,0,0,0,0,0,5.61637,0,0,0,0,0,0,5.40284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91531,0,0,0,0,5.61637,0,0,0,0,4.91531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 98.2,0,0,0,0,0,0,9.97375,0,5.57193,0,0,0,0,5.42655,5.29063,5.56284,5.57193,0,0,0,0,0,0,0,0,0,0,0,5.57193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56436,0,5.57193,0,0,0,0,0,0,0,5.57193,11.1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52356,4.797,0,0,4.80777,0,0,0,0,0,0,0
101.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43462,0,0,0,0,0,5.42203,0,0,0,0,0,3.8416,0,0,0,5.4022,0,5.52857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81987,0,0,0,0,0,5.52857,0,0,0,0,4.85229,0,0,5.16542,0,0,0,0,0,5.49615,0,5.24519,0,0,0,0,0,0,3.80918,0,0,0,0,0,0,0,5.52857,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52857,0,0,0,0,0,0,0,0,0,0,0,5.52857,0,4.74574,0,0,0,0,0,0,0,0,5.52857,0,0,0,0,10.9506,0,0,5.36343,0,0,0
105.5,5.48624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15731,0,0,0,0,0,0,0,1.67406,0,0,0,0,0,0,5.48624,0,0,5.48624,5.48624,5.48624,0,0,0,5.48624,0,10.9725,0,0,0,0,0,0,0,0,5.48624,0,0,0,0,5.48624,0,0,0,0,0,5.42842,5.48624,0,0,0,0,0,5.48624,0,0,0,0,0,1.13662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40237,0,5.48624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48624,5.40237,0,0,0,5.48624,0,0,0,0,5.48624,0,0,0,0
109.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4449,0,0,3.30384,0,0,0,5.4449,0,5.4449,0,0,0,0,0,0,0,0,20.5571,0,0,0,0,0,0,4.9603,5.4449,0,0,0,0.0500631,0,0,0,0,0,0,0,0,0,0,0,0,5.4449,0,0,0.0500631,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4449,0,0,0,0,0,0,0,4.22236,5.4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4449,5.4449,0,5.4449,0,0,0,0,0,0
113.4,0,0,0,5.3219,0,0,0,0,5.42952,5.41665,0,0,0,0,0,0,0,0,0,0,0,10.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,10.859,0,0,0,16.2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42952,0,0,0,0,5.42952,0,5.42952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39092,0,0,5.3379,0,5.2622,0,0,0,0,0,0,0,0,0
117.6,0,5.38974,4.99926,0,0,5.38974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38974,0,0,0,0,0,0,0,0,0,0,0,5.38974,5.31676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38974,4.99926,0,0,10.1043,5.38974,0,0,0,0,0,0,0,0,0,0,5.38974,0,0,5.38974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34544,0,0,5.38974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38963,0,0,0,0,0
121.9,0,0,0,0,0,0,0,0,0,5.3755,0,0,0,0,0,0,0,0,0,10.751,0,0,5.04684,5.3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289495,0,0,0,0,5.3755,0,0,0,10.3598,0,10.7364,0,5.3755,5.3755,0,5.3755,0,0,0,5.3755,0,0,0,0.0439458,0,0,0,0,0,0,0,0,5.37511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3755,0,0,0,0,5.3755,0,0,0,0,0,0,0,5.3755,0,0,0,0,0,0,0,0,0,5.37398,0,0,0,0,0,0,0,0,0,0,0
126.3,0,1.49366,0,0,0,0,0,0,0,0,0,0,0,5.36089,0,0,0,0,5.36175,0,0,0,0,0,0,0,0,0,0,0,0,5.11247,0,0,0,0,5.36175,0,0,5.36175,0,0,0,0,0,5.36175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65464,0,0,0,5.36175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28178,0,0,0,0,0,0,0,0,0,0,0,0,5.36175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23442,0,0
131.0,0,2.07483,0,0,0,0,5.34849,0,0,0,0,5.34849,5.34849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34849,0,0,5.31916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66986,9.5668,0,0,0,0,5.34849,5.34849,0,5.34849,0,0,0,5.3432,4.93808,0,0,0,0,0,0,0,5.27677,0,0,0,5.34849,0,0,0,0,0,4.21831,0,0,0,0,0,0,0,0,0,5.34849,0,5.34849,5.34849,0,0,0,7.42332,0,0,0,0,0,0,5.34849,5.34849,0,0,0,0,0,0,0,0,3.83362,0,0,0,0,0,0,0,5.34849,0,0,0,0,0,0,0
135.8,0,0,4.6546,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33568,0,0,0,0,0,5.33568,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33488,0,0,0,0,0,0,0,0,0,5.33568,0,0,0,0,0,0,0,1.12747,0,0,0,0,5.33568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12747,0,0,0,0,0,0,3.7878,0,0,0,0,0,0,5.33568,0,0,0,5.33568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33063,0,0,0,0,0,0,0,0,0
140.7,5.34796,0,0.68265,0,0,0,0,5.34796,0,0,0,0,0,0,0,0,0,0,5.34796,5.34715,0,5.34796,0,0,0,0,0,0,0,0,0,0,5.34796,5.34796,0,0,0,0,5.34796,0,0,0,0,0,0,10.6959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30198,0,0,5.34796,0,4.49985,0,0,5.34796,0,0,0,0,0,0,0,0,5.26508,0,0,4.60743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34796,0,10.6959,0,0,0,0,0,0,0,0,0,5.34796,0,0,0,0,0,0,0,0,0,0,0,5.34796,0,0,0,0,0,0,0,0,0
145.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36077,0,0,0,0,0,0,0,0,0,0,0,0,4.04624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742303,0,0,0,4.16051,5.36077,0,0,5.36077,0,5.36077,0,0,0,0,0,0,4.26674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36077,0,0,0,0,0,5.36077,0,0,0,0,0,0,4.02716,0,5.36077,0
151.2,0,5.34912,0,0,0,0,4.27929,0,0,0,0,0,0,0,0,0,0,5.34912,0,0,0,0,3.98828,0,0,5.34912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34912,0,0,0,0,0,0,0,0,0,0,5.34912,0,0,0,1.31167,0,0,5.34912,0,0,21.3965,0,0,0,0,0,0,0,0,0,0,0,5.34912,0,0,0,0,0,0,0,5.34788,5.34912,0,0,5.34912,0,0,0,0,0,0,5.34912,0,0,0,0,0,0,0,0,0,0,0,5.34912,5.34912,0,0,0,0,0,0,0,0,0,0,0,0,5.34664,0,0,0,1.3062,0,0,0
156.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3628,0,4.48475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3628,0,0,0,0,5.3628,0,0,0,0,0,0,0,0,0,0,5.34517,0,0,0,0,0,0,5.3628,0,2.07212,0,0,0,0,0,0,0,5.3628,0,0,0,0,0,0,0,0,0,5.3628,0,0,0,0,0,0,0,0,0,0,0,5.34792,0,0,0,0,0
162.5,0,0,0,0,5.37699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37699,0,0,0,0,26.885,0,0,0,0,0,0,5.37699,0,0,0,0,0,0,0,0,0,0,0,0,5.37699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37699,0,5.37699,0,0,0,0,4.54984,0,5.35496,0,5.37699,0,0,0,0,5.37699,0,0,5.35496,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37699,0,0,0,0,0,0,0,0,0,0,0,0,4.50576,0,5.37699,0,0,5.29735,0,0
168.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30296,0,0,0,0,0,0,0,0,0,0,0,0,5.39168,5.39168,0,0,5.39168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39168,0,5.39168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39168,0,0,0,0,0,16.1751,0,0,0.829416,0,3.11036,0,0,0,0,0,0,0,5.39168,0,0,5.39168,0,0,0,0,0,0,0,0,5.39168,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82008,0,0,0.829416,0,0,0,0,4.92127,0,0
174.7,5.43262,0,0,0,0,0,5.43262,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43262,0,0,0,2.01046,0,0,0,0,0,0,0,0,0,0,0,5.25139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01583,0,0,0,0,0,0,0,5.43262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43262,0,0,0,0,0,0,0,0,0,0,4.01583,0,0,0,0,0,0,0,0,5.43262,0,0,0,0
181.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42092,0,0,0,0,4.89977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42092,0,0,0,0,0,5.44849,5.44849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6909,0,0,0,0,0,0,5.39534,0,0,2.93496,5.44849,0,0,0,0,0,0,0,0,0,0,5.44849,0,0,0,0,0,0,0,0,0,0,6.86941,0,0,0,0,0,0,0,0,0,0,0,0,0
187.7,0,0,0,0,0,5.49124,0,0,0,0,0,0,0,5.45212,0,0,0,1.88948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22704,0,0,0,0,0,5.49124,0,0,0,0,0,0,0,0,0,3.19294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49124,0,0,0,0,0,0,0,0,0,0,0,0,0
