Relative Humidity and Temperature Data
TSI Model RHT3000
Date, Time, RH, Temp
10/03/2022, 13:53:23, 78.1, 23.6, 
10/03/2022, 13:53:24, 78.3, 23.6, 
10/03/2022, 13:53:25, 78.3, 23.6, 
10/03/2022, 13:53:26, 78.4, 23.6, 
10/03/2022, 13:53:27, 78.5, 23.6, 
10/03/2022, 13:53:28, 78.6, 23.6, 
10/03/2022, 13:53:29, 78.7, 23.6, 
10/03/2022, 13:53:30, 78.7, 23.6, 
10/03/2022, 13:53:31, 78.8, 23.6, 
10/03/2022, 13:53:32, 78.9, 23.6, 
10/03/2022, 13:53:33, 78.9, 23.6, 
10/03/2022, 13:53:34, 79.0, 23.6, 
10/03/2022, 13:53:35, 79.0, 23.6, 
10/03/2022, 13:53:36, 79.1, 23.6, 
10/03/2022, 13:53:37, 79.1, 23.6, 
10/03/2022, 13:53:38, 79.1, 23.6, 
10/03/2022, 13:53:39, 79.2, 23.6, 
10/03/2022, 13:53:40, 79.2, 23.6, 
10/03/2022, 13:53:41, 79.3, 23.6, 
10/03/2022, 13:53:42, 79.3, 23.6, 
10/03/2022, 13:53:43, 79.3, 23.6, 
10/03/2022, 13:53:44, 79.4, 23.6, 
10/03/2022, 13:53:45, 79.4, 23.6, 
10/03/2022, 13:53:46, 79.5, 23.6, 
10/03/2022, 13:53:47, 79.5, 23.6, 
10/03/2022, 13:53:48, 79.5, 23.6, 
10/03/2022, 13:53:49, 79.5, 23.6, 
10/03/2022, 13:53:50, 79.6, 23.6, 
10/03/2022, 13:53:51, 79.6, 23.6, 
10/03/2022, 13:53:52, 79.6, 23.6, 
10/03/2022, 13:53:53, 79.6, 23.6, 
10/03/2022, 13:53:54, 79.7, 23.6, 
10/03/2022, 13:53:55, 79.7, 23.6, 
10/03/2022, 13:53:56, 79.7, 23.6, 
10/03/2022, 13:53:57, 79.7, 23.6, 
10/03/2022, 13:53:58, 79.8, 23.6, 
10/03/2022, 13:53:59, 79.8, 23.6, 
10/03/2022, 13:54:00, 79.8, 23.6, 
10/03/2022, 13:54:01, 79.8, 23.6, 
10/03/2022, 13:54:02, 79.9, 23.6, 
10/03/2022, 13:54:03, 79.9, 23.6, 
10/03/2022, 13:54:04, 79.9, 23.6, 
10/03/2022, 13:54:05, 79.9, 23.6, 
10/03/2022, 13:54:06, 79.9, 23.6, 
10/03/2022, 13:54:07, 80.0, 23.6, 
10/03/2022, 13:54:08, 80.0, 23.6, 
10/03/2022, 13:54:09, 80.0, 23.6, 
10/03/2022, 13:54:10, 80.0, 23.6, 
10/03/2022, 13:54:11, 80.0, 23.6, 
10/03/2022, 13:54:12, 80.1, 23.6, 
10/03/2022, 13:54:13, 80.1, 23.6, 
10/03/2022, 13:54:14, 80.1, 23.6, 
10/03/2022, 13:54:15, 80.1, 23.6, 
10/03/2022, 13:54:16, 80.1, 23.6, 
10/03/2022, 13:54:17, 80.1, 23.6, 
10/03/2022, 13:54:18, 80.2, 23.6, 
10/03/2022, 13:54:19, 80.2, 23.6, 
10/03/2022, 13:54:20, 80.2, 23.6, 
10/03/2022, 13:54:21, 80.2, 23.6, 
10/03/2022, 13:54:22, 80.2, 23.6, 
10/03/2022, 13:54:23, 80.2, 23.6, 
10/03/2022, 13:54:24, 80.2, 23.6, 
10/03/2022, 13:54:25, 80.3, 23.6, 
10/03/2022, 13:54:26, 80.3, 23.6, 
10/03/2022, 13:54:28, 80.3, 23.6, 
10/03/2022, 13:54:29, 80.3, 23.6, 
10/03/2022, 13:54:30, 80.3, 23.6, 
10/03/2022, 13:54:31, 80.3, 23.6, 
10/03/2022, 13:54:32, 80.4, 23.6, 
