Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Chamber\Chamber_Butanol_SMPS_FreshSmoke_20230418.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
514.0,0.000,142.476,98.989,148.481,127.266,82.804,116.037,107.681,81.311,67.171,67.170,59.432,62.494,60.102,61.539,60.103,24.747,43.955,35.282,10.606,21.257,10.629,17.714,14.142,22.730,26.150,7.071,21.209,14.142,17.712,8.401,10.605,10.605,14.140,10.605,7.070,10.604,3.535,24.745,14.140,10.605,14.140,14.139,10.603,0.000,0.000,10.602,3.535,3.534,3.534,3.534,1.604,0.000,3.534,0.000,7.083,0.000,3.541,1.104,3.541,0.000,0.000,3.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
532.8,0.000,112.942,108.044,140.457,103.188,115.248,85.187,98.978,46.819,68.428,43.217,45.415,29.991,50.422,60.377,46.821,28.813,32.348,17.971,7.203,21.655,7.219,36.092,21.610,14.377,20.279,21.609,14.404,18.008,0.000,34.661,14.404,24.621,10.803,10.803,14.404,7.202,18.005,7.202,10.803,7.202,10.803,0.000,10.801,3.601,3.600,3.600,10.803,21.602,10.801,7.200,5.567,0.000,0.000,0.000,0.000,10.823,3.608,3.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.200,0.000,3.600,3.607,3.615,3.607,3.607
552.3,0.000,106.400,84.415,201.369,107.246,135.308,121.137,99.969,50.888,73.405,62.394,58.723,54.431,58.726,59.338,58.728,44.044,21.977,17.737,14.681,22.068,11.034,22.069,22.022,21.976,18.390,29.363,25.689,29.363,11.033,18.352,3.670,15.277,7.340,0.000,7.340,6.949,22.020,0.000,22.019,7.340,7.340,0.000,3.669,3.670,7.339,3.669,11.009,0.000,0.000,0.000,11.008,3.677,11.007,0.000,3.677,0.000,11.030,0.000,3.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
572.5,0.000,123.741,78.579,243.728,86.526,131.470,130.988,112.492,105.277,61.931,86.063,86.061,58.730,56.130,99.104,63.614,95.583,48.546,28.715,14.968,26.249,22.499,18.749,14.968,7.469,18.750,67.356,37.415,44.905,18.747,14.968,11.224,3.741,3.741,7.483,7.483,7.881,11.224,3.741,18.707,14.966,11.224,3.741,11.222,3.741,11.222,11.222,0.000,3.741,11.222,0.000,11.222,0.000,0.000,3.741,3.749,3.749,0.000,3.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.740,0.000,3.740,0.000,7.512,0.000,0.000
593.5,0.000,60.523,97.661,252.634,136.459,219.418,245.919,250.720,135.571,140.615,143.150,101.451,96.064,87.188,137.446,136.474,99.353,49.181,62.302,26.536,26.592,37.988,22.794,15.164,22.697,26.592,90.982,98.548,83.400,41.781,37.909,18.550,3.790,18.951,3.790,22.340,11.370,0.000,0.000,37.903,7.581,22.742,7.580,0.000,7.580,15.158,18.947,7.580,7.579,0.000,3.790,3.790,0.000,0.000,0.000,3.797,3.797,3.797,0.000,7.594,0.000,3.797,0.000,3.797,0.000,0.000,0.000,0.000,0.000,3.789,0.000,0.000,3.797,3.797
615.3,0.000,65.092,101.466,386.602,278.451,343.148,288.952,416.585,262.893,259.480,304.927,197.139,146.963,181.253,246.439,227.146,174.487,92.081,77.195,88.955,50.383,95.857,45.990,46.410,57.891,104.125,150.312,127.612,172.993,89.130,69.617,30.875,30.465,30.465,27.069,31.346,15.467,3.867,15.468,42.537,42.066,27.069,34.802,19.332,18.863,18.499,30.929,3.867,15.464,0.000,7.732,30.514,19.371,15.464,11.598,19.371,3.484,15.496,3.874,15.496,15.496,15.496,3.874,3.874,0.000,0.000,0.000,0.000,3.866,0.000,3.874,0.000,0.000,0.000
637.8,0.000,89.238,100.747,467.547,365.442,457.774,574.327,540.448,504.460,532.440,388.589,388.247,405.338,425.298,430.636,338.684,300.562,185.837,200.923,243.010,128.812,155.504,133.134,90.796,134.073,131.076,174.379,195.492,194.656,120.757,114.483,79.420,83.596,49.934,39.470,67.099,61.303,33.664,17.876,55.258,75.474,47.364,67.099,65.269,24.162,40.313,15.785,27.628,23.677,7.892,7.892,20.156,27.681,19.731,35.515,23.726,28.079,15.817,27.679,7.908,27.679,7.908,23.725,3.954,3.954,11.863,3.946,7.892,11.838,3.946,23.724,0.000,3.954,7.907
661.2,0.000,88.592,164.822,624.673,527.660,745.624,792.857,762.214,752.043,676.206,557.798,545.613,469.092,496.749,553.257,457.621,443.691,366.766,378.244,333.988,281.326,227.264,238.565,176.106,197.760,204.554,226.188,184.247,195.966,174.320,155.493,188.083,83.804,97.926,71.458,95.469,45.887,85.348,41.902,76.032,106.901,71.458,54.877,49.856,59.451,51.466,40.009,52.021,39.470,19.466,28.006,52.014,32.074,59.474,32.007,19.511,20.046,24.054,28.064,12.027,24.054,8.018,4.009,11.509,8.018,12.027,16.002,16.002,16.003,8.001,4.009,4.017,16.035,4.009
685.4,0.000,115.442,136.116,684.806,820.985,958.252,855.710,950.456,953.475,732.051,740.831,720.927,710.071,567.935,653.591,507.058,560.762,489.716,388.865,334.182,353.037,336.643,350.743,268.765,254.802,231.919,201.631,201.531,200.336,183.814,212.671,159.423,154.809,126.719,135.481,126.782,109.843,106.866,94.018,98.107,78.838,139.569,82.923,60.281,61.375,45.516,81.736,28.613,37.331,45.505,44.447,44.958,48.637,25.071,36.781,33.310,28.668,20.476,32.761,24.571,28.666,12.285,32.761,29.193,16.380,20.476,16.346,4.086,20.433,4.086,16.380,12.311,11.787,12.284
710.5,0.000,111.737,295.144,935.536,1049.775,1104.482,1076.174,1114.613,904.775,1107.001,867.432,740.035,607.401,631.043,595.380,554.595,577.217,347.195,556.030,366.072,387.078,409.245,365.645,308.696,259.017,284.250,196.169,226.875,199.073,152.551,196.162,158.266,149.814,157.576,130.966,90.032,112.482,95.373,95.373,87.080,110.234,89.500,62.200,92.252,85.884,66.335,43.876,70.492,62.186,41.457,37.827,37.314,33.750,53.894,24.874,33.236,45.700,37.388,20.771,41.543,29.079,24.925,35.658,16.616,20.770,16.617,20.728,12.437,19.001,20.727,24.925,29.139,7.083,24.923
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),0.961,0.962,0.961,0.961,0.961,0.961,0.961,0.960,0.961,0.961,0.961,0.961,0.961,0.961,0.962,0.961,0.961,0.962,0.962,0.961,0.960,0.960,0.960,0.961,0.962,0.960,0.961,0.961,0.961,0.960,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.960,0.961,0.961,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.961,0.961,0.961,0.961,0.960,0.959,0.960,0.960
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.82,10.82,10.82,10.82,10.83,10.82,10.81,10.82,10.82,10.82,10.82,10.82,10.81,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.84,10.82,10.84,10.82,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.85,10.84,10.85,10.85,10.84,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.86
High Voltage (V),9213.49,9213.49,9213.18,9213.49,9211.91,9213.49,9211.06,9213.49,9213.81,9213.49,9213.49,9213.49,9212.64,9215.07,9215.07,9214.76,9215.07,9216.65,9216.34,9214.76,9215.07,9215.39,9215.39,9215.39,9215.07,9214.76,9215.39,9217.50,9215.07,9217.50,9215.39,9217.50,9217.50,9217.50,9217.50,9217.50,9215.92,9217.50,9217.50,9217.50,9217.50,9217.50,9217.50,9219.92,9217.50,9219.92,9218.34,9217.50,9218.34,9218.34,9218.34,9219.92,9218.34,9218.66,9218.34,9218.34,9218.66,9217.07,9217.07,9217.07,9217.07,9217.07,9217.07,9215.49,9215.49,9217.07,9217.07,9216.76,9216.76,9215.17,9215.17,9215.49,9215.80,9213.90
Lower Size (nm), 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0
Upper Size (nm),723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4
Density (g/cm³),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
td + 0.5 (s),1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
tf (s),6.27,6.26,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.26,6.27,6.27,6.26,6.26,6.27,6.27,6.27,6.27,6.27,6.26,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27
D50 (nm),738.3,737.8,738.3,738.3,738.2,738.3,738.1,738.7,738.3,738.3,738.3,738.3,738.2,738.3,737.9,738.3,738.3,738.0,738.0,738.3,738.8,738.8,738.8,738.3,737.9,738.8,738.3,738.4,738.3,738.9,738.3,738.4,738.4,738.4,738.4,738.4,738.4,738.4,738.4,738.4,738.4,738.4,738.4,738.6,738.4,738.6,738.5,738.4,738.5,738.5,738.5,738.6,738.9,738.5,738.5,738.9,738.9,738.9,738.9,738.9,738.9,738.9,738.9,738.8,738.8,738.9,738.4,738.4,738.4,738.3,738.8,739.2,738.8,738.7
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),167.387,72.138,78.310,86.518,92.476,97.181,101.131,104.202,106.963,109.312,111.258,112.948,114.847,116.270,117.390,118.703,119.246,120.646,121.109,122.205,122.770,123.491,123.992,124.409,124.724,125.236,125.425,125.527,126.269,126.400,126.388,126.498,126.739,127.079,127.103,127.222,127.158,127.277,127.407,127.366,127.511,127.339,127.454,127.642,127.585,127.557,127.386,127.768,127.692,126.870,127.527,127.083,127.175,126.800,127.163,127.185,127.169,127.453,127.158,127.100,126.866,127.285,126.953,127.268,126.966,127.038,126.812,127.269,127.026,127.092,126.577,126.749,126.646,126.968
Mean (nm),222.653,91.181,85.892,93.657,99.293,103.695,107.483,110.398,112.989,115.123,116.922,118.665,120.348,121.677,122.906,123.964,124.578,125.814,126.335,127.253,127.793,128.483,128.952,129.369,129.702,130.142,130.284,130.527,131.093,131.147,131.299,131.407,131.644,131.939,131.871,131.946,131.947,132.069,132.119,131.987,132.387,132.199,132.338,132.381,132.336,132.223,132.271,132.385,132.411,131.752,132.198,131.912,132.012,131.719,131.966,131.879,131.974,131.922,131.869,132.014,131.630,131.924,131.760,132.004,131.633,131.552,131.388,131.742,131.692,131.613,131.625,131.423,131.458,131.596
Geo. Mean (nm),188.435,83.422,74.564,82.897,88.878,93.628,97.524,100.626,103.316,105.540,107.377,109.214,110.960,112.330,113.556,114.672,115.292,116.609,117.131,118.082,118.657,119.346,119.867,120.306,120.637,121.048,121.220,121.459,122.041,122.112,122.277,122.358,122.671,122.955,122.916,123.023,122.993,123.104,123.202,122.966,123.421,123.272,123.394,123.450,123.370,123.259,123.307,123.468,123.467,122.836,123.255,122.955,123.097,122.816,122.998,122.931,123.000,123.006,122.915,123.103,122.752,123.030,122.854,123.132,122.673,122.609,122.544,122.855,122.773,122.673,122.636,122.366,122.508,122.657
Mode (nm),399.542,57.255,91.398,94.746,105.545,105.545,117.574,113.419,117.574,117.574,117.574,121.881,126.346,126.346,130.975,126.346,130.975,130.975,126.346,130.975,135.773,135.773,140.746,130.975,135.773,140.746,130.975,135.773,135.773,135.773,130.975,140.746,140.746,130.975,140.746,135.773,140.746,135.773,135.773,135.773,135.773,140.746,140.746,140.746,130.975,140.746,145.902,140.746,130.975,135.773,130.975,130.975,135.773,135.773,140.746,140.746,135.773,130.975,140.746,140.746,135.773,140.746,135.773,135.773,135.773,130.975,140.746,135.773,130.975,130.975,126.346,135.773,130.975,135.773
Geo. Std. Dev.,1.796,1.509,1.737,1.668,1.626,1.593,1.575,1.557,1.545,1.535,1.528,1.519,1.513,1.508,1.504,1.499,1.497,1.492,1.490,1.487,1.485,1.483,1.480,1.479,1.478,1.478,1.476,1.475,1.474,1.474,1.472,1.473,1.470,1.470,1.470,1.468,1.469,1.469,1.468,1.471,1.468,1.467,1.468,1.467,1.469,1.469,1.469,1.467,1.468,1.468,1.469,1.469,1.467,1.468,1.470,1.469,1.470,1.468,1.469,1.467,1.467,1.468,1.468,1.466,1.471,1.470,1.467,1.469,1.469,1.470,1.471,1.475,1.471,1.469
Total Conc. (#/cm³),2.456220e-001,9.081698e+005,7.971092e+005,6.169212e+005,5.073370e+005,4.298587e+005,3.706600e+005,3.250564e+005,2.863702e+005,2.551317e+005,2.295442e+005,2.069955e+005,1.867896e+005,1.698975e+005,1.542514e+005,1.418034e+005,1.303967e+005,1.195830e+005,1.102918e+005,1.016895e+005,9.390168e+004,8.695264e+004,8.107892e+004,7.500670e+004,6.957667e+004,6.486459e+004,6.024424e+004,5.620510e+004,5.236322e+004,4.885585e+004,4.554269e+004,4.286693e+004,3.975548e+004,3.730087e+004,3.482846e+004,3.254348e+004,3.060150e+004,2.868834e+004,2.686846e+004,2.522953e+004,2.359440e+004,2.213803e+004,2.079115e+004,1.949788e+004,1.825410e+004,1.720995e+004,1.615890e+004,1.518204e+004,1.421772e+004,1.346334e+004,1.253442e+004,1.190397e+004,1.119019e+004,1.049724e+004,9.813191e+003,9.334174e+003,8.748993e+003,8.245671e+003,7.718766e+003,7.261537e+003,6.867052e+003,6.436584e+003,6.062900e+003,5.708095e+003,5.353440e+003,5.055612e+003,4.759088e+003,4.473335e+003,4.200524e+003,3.976021e+003,3.728045e+003,3.542468e+003,3.326384e+003,3.128160e+003
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
