Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Date,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023,5/22/2023
Start Time,17:30:00,17:33:00,17:36:00,17:39:00,17:42:00,17:45:00,17:48:00,17:51:00,17:54:00,17:57:00,18:00:00,18:03:00,18:06:00,18:09:00,18:12:00,18:15:01,18:18:01,18:21:00,18:24:00,18:27:00,18:30:00,18:33:00,18:36:00
Sample Temp (C),22.3,22.2,22.2,22.2,22.1,22.1,22.1,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.1,22.1,22.1,22.1,22.1
Sample Pressure (kPa),80.1,80.1,80.1,80.1,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.1,80.1,80.1,80.1,80.1,80.0,80.1,80.0,79.9,80.0,80.0
Relative Humidity (%),28.8,26.0,23.7,21.8,20.2,18.9,17.7,16.7,15.9,15.2,14.6,14.0,13.6,13.2,12.8,12.5,12.3,12.0,11.8,11.6,11.5,14.6,20.7
Mean Free Path (m),8.48565e-008,8.48199e-008,8.48199e-008,8.48199e-008,8.46777e-008,8.46777e-008,8.46777e-008,8.46412e-008,8.46412e-008,8.46412e-008,8.46412e-008,8.46412e-008,8.47469e-008,8.47469e-008,8.47469e-008,8.47469e-008,8.47469e-008,8.48528e-008,8.47834e-008,8.48894e-008,8.49956e-008,8.48894e-008,8.48894e-008
Gas Viscosity (Pa*s),1.82911e-005,1.82863e-005,1.82863e-005,1.82863e-005,1.82815e-005,1.82815e-005,1.82815e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82767e-005,1.82815e-005,1.82815e-005,1.82815e-005,1.82815e-005,1.82815e-005
Diameter Midpoint (nm)
399.5,2.605,0.000,5580.887,3641.533,3697.777,3433.104,3150.807,3348.134,2965.003,3081.225,3022.976,3056.913,3001.919,3084.540,2718.108,3065.134,2883.866,2962.672,2732.580,2776.620,3670.081,4577.980,4817.304
414.2,0.000,0.000,3550.887,2197.327,2519.596,2207.129,2035.180,2100.087,1979.860,1947.793,1925.043,1945.828,2023.827,1776.245,1823.182,1991.334,1609.782,1863.441,1822.555,1784.251,2428.824,3018.642,3157.807
429.4,0.000,0.000,2367.283,1483.961,1576.600,1419.651,1243.523,1299.267,1297.220,1281.831,1172.268,1203.396,1210.457,1232.268,1145.985,1246.470,1108.005,1212.979,1100.964,1064.440,1740.692,1964.808,2052.324
445.1,2.738,0.000,1447.454,966.078,1055.649,867.964,759.536,853.665,756.736,843.195,768.657,689.540,728.904,688.310,609.287,649.516,624.608,792.866,668.084,643.397,974.197,1252.533,1324.659
461.4,0.000,0.000,949.395,548.607,592.317,565.912,561.154,512.506,496.120,540.618,478.182,434.842,518.176,454.238,462.164,429.964,451.225,506.910,443.923,444.965,574.989,746.041,767.817
478.3,2.835,0.000,579.731,398.618,371.546,351.751,297.785,378.602,265.277,318.993,270.021,298.147,322.551,322.314,263.360,235.604,268.425,257.742,292.259,275.595,367.195,512.381,548.648
495.8,0.000,0.000,362.923,227.005,219.099,261.636,172.364,207.062,200.448,191.816,208.799,152.062,163.408,194.717,190.387,183.578,171.854,166.044,149.299,128.399,235.816,301.276,292.333
514.0,0.000,0.000,228.439,151.972,162.244,151.174,122.927,109.020,147.220,130.009,156.235,114.842,114.318,107.191,101.711,119.029,86.052,148.806,81.050,67.404,160.661,208.034,197.123
532.8,0.000,0.000,140.135,102.583,89.999,118.547,71.436,91.192,103.176,84.152,81.897,70.074,74.323,73.783,55.873,55.873,78.899,67.964,49.254,31.723,97.196,94.917,112.873
552.3,0.000,0.000,118.015,82.743,41.191,84.788,36.298,64.559,49.143,56.681,58.196,63.105,33.329,63.164,57.363,45.375,56.584,44.164,47.439,35.270,65.576,64.536,61.941
572.5,0.000,0.000,86.227,60.867,63.988,68.690,59.554,37.611,43.730,38.880,31.228,49.871,24.712,14.944,30.127,27.071,60.728,36.021,12.092,8.990,46.510,65.702,77.517
593.5,0.000,0.000,59.880,45.482,34.736,28.670,41.280,38.104,22.317,34.939,26.283,12.631,25.035,34.568,27.860,21.669,15.380,9.123,18.375,33.394,38.283,27.249,61.611
615.3,0.000,0.000,35.157,28.035,25.775,22.636,25.918,35.636,16.183,22.594,28.055,28.996,19.158,19.018,18.950,18.949,25.872,18.616,12.498,12.389,18.027,27.802,31.083
637.8,0.000,0.000,42.411,16.371,6.577,26.406,29.762,19.841,33.037,9.884,23.062,19.731,13.036,19.412,9.671,0.000,18.440,12.668,9.568,0.000,18.401,15.765,28.285
661.2,0.000,0.000,24.280,19.919,20.006,26.773,10.058,6.706,23.447,20.043,10.021,23.339,9.913,19.681,13.074,22.879,9.744,19.266,6.467,6.411,12.438,19.182,13.141
685.4,0.000,0.000,25.880,6.782,3.406,17.093,10.275,10.274,3.421,20.473,10.237,20.436,21.616,10.053,16.694,6.678,6.636,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),1.11,1.11,1.11,1.11,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.11,1.12,1.13,1.13,1.13,1.15,1.14,1.15,1.18,1.15,1.14
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),11.02,11.02,11.02,11.02,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.02,11.03,11.03,11.03,11.03,11.02,11.04,11.02,11.01,11.04,11.02
High Voltage (V),9192.29,9189.83,9189.83,9189.83,9191.77,9193.23,9194.40,9193.40,9193.40,9193.11,9192.23,9192.23,9189.28,9186.36,9184.04,9182.89,9182.89,9178.50,9178.72,9178.64,9173.41,9165.87,9174.92
Lower Size (nm), 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0
Upper Size (nm),723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4
Density (g/cm³),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
td + 0.5 (s),1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
tf (s),6.03,6.03,6.03,6.04,6.05,6.05,6.06,6.06,6.05,6.05,6.05,6.05,6.03,6.02,6.02,6.02,6.01,5.99,6.00,5.98,5.93,5.98,5.99
D50 (nm),680.7,680.6,680.6,682.0,683.8,685.2,685.9,685.9,685.5,684.5,684.5,683.8,680.2,677.4,676.0,676.0,673.7,669.2,672.1,668.6,657.2,667.6,669.9
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),161.003,116.971,74.288,127.299,136.043,139.246,142.017,144.152,145.960,148.410,150.048,151.312,153.458,155.069,156.855,158.285,159.146,160.894,162.145,162.635,164.570,166.606,168.947
Mean (nm),192.974,130.934,93.310,133.229,141.636,144.976,147.618,149.739,151.425,153.871,155.661,157.028,158.915,160.603,162.339,163.717,164.589,166.306,167.368,168.143,170.225,172.460,174.517
Geo. Mean (nm),143.288,83.359,84.858,116.669,126.700,130.758,133.978,136.383,138.409,141.025,143.019,144.489,146.506,148.345,150.211,151.549,152.549,154.243,155.441,156.311,158.236,160.316,162.357
Mode (nm),28.903,26.896,66.117,151.247,151.247,151.247,151.247,156.788,156.788,168.485,162.531,162.531,162.531,174.658,168.485,174.658,174.658,174.658,174.658,174.658,181.056,181.056,174.658
Geo. Std. Dev.,2.310,2.857,1.488,1.735,1.649,1.615,1.588,1.573,1.558,1.546,1.536,1.529,1.521,1.514,1.506,1.504,1.499,1.496,1.491,1.486,1.486,1.486,1.483
Total Conc. (#/cm³),9.294164e-001,1.135482e+000,5.369154e+005,2.161240e+005,1.816973e+005,1.640004e+005,1.522272e+005,1.419672e+005,1.320557e+005,1.230372e+005,1.154100e+005,1.083448e+005,1.022008e+005,9.654453e+004,9.161646e+004,8.707862e+004,8.217241e+004,7.877869e+004,7.564152e+004,7.176668e+004,7.784557e+004,8.113625e+004,8.010470e+004
Title,,,,,,,,,,,,,,,,,,,,,,,
User Name,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,
