Relative Humidity (%),32.1,38.0,42.7,46.4,49.5,52.2,54.7,56.7,58.5,60.0,61.3,62.3,63.2,63.9,64.5,65.0,65.6,66.1
Mean Free Path (m),8.42487e-008,8.43536e-008,8.43536e-008,8.43901e-008,8.43901e-008,8.44265e-008,8.44629e-008,8.45358e-008,8.46087e-008,8.46816e-008,8.47545e-008,8.47909e-008,8.47909e-008,8.47545e-008,8.47545e-008,8.47180e-008,8.46816e-008,8.47872e-008
Gas Viscosity (Pa*s),1.82528e-005,1.82528e-005,1.82528e-005,1.82576e-005,1.82576e-005,1.82624e-005,1.82672e-005,1.82767e-005,1.82863e-005,1.82958e-005,1.83054e-005,1.83102e-005,1.83102e-005,1.83054e-005,1.83054e-005,1.83006e-005,1.82958e-005,1.82958e-005
Diameter Midpoint (nm)
td + 0.5 (s),1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
tf (s),6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24
D50 (nm),732.8,732.2,732.2,731.9,731.5,732.0,732.0,731.8,731.9,732.0,732.6,732.2,732.2,732.2,732.6,732.5,732.4,732.3
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),138.666,95.797,102.883,108.342,118.758,127.722,133.153,137.155,140.162,143.314,145.448,148.149,149.862,151.554,153.152,154.461,155.989,157.146
Mean (nm),212.187,111.258,132.358,126.199,124.381,133.096,138.578,142.592,145.904,148.861,151.180,153.656,155.416,157.075,158.716,160.074,161.642,162.789
Geo. Mean (nm),128.046,85.117,95.448,103.339,109.145,118.636,125.043,129.581,133.322,136.470,139.023,141.631,143.565,145.331,147.005,148.387,149.976,151.158
Mode (nm),461.384,85.053,162.531,156.788,135.773,145.902,145.902,151.247,151.247,156.788,162.531,162.531,156.788,168.485,162.531,162.531,168.485,168.485
Geo. Std. Dev.,2.981,2.156,2.281,1.939,1.718,1.663,1.611,1.581,1.557,1.543,1.530,1.520,1.511,1.504,1.500,1.496,1.492,1.489
Total Conc. (#/cm³),6.116606e+000,4.250765e+000,4.867216e+000,4.277070e+000,7.069855e+005,5.447960e+005,4.731316e+005,4.176748e+005,3.732979e+005,3.330541e+005,3.030974e+005,2.720607e+005,2.476282e+005,2.259608e+005,2.070090e+005,1.892091e+005,1.740158e+005,1.599717e+005
Title,,,,,,,,,,,,,,,,,,
User Name,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB,VANCELAB
Sample ID,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,
