Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_AgedSmoke_LRH_20230517_dryerNodryer.S80
Classifier Model,3071
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Gas Density,0.0012
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Date,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23,05/17/23
Start Time,13:50:00,13:53:00,13:56:00,13:59:00,14:02:00,14:05:00,14:08:00,14:11:00,14:14:00,14:17:00,14:20:00,14:23:00,14:26:00,14:29:00,14:32:00,14:35:00,14:38:00,14:41:00,14:44:00,14:47:00,14:50:00,14:53:00,14:56:00,14:59:00,15:02:00,15:05:00,15:08:00,15:11:00,15:14:00
Diameter Midpoint
278.8,0,0,28178.7,18181.7,18523.1,17880,17832.3,17239.3,16557.7,16811.3,16556.8,16652.5,16620.8,16230.9,16311.2,15577.9,15591.5,16049.6,15186.4,15778.9,15754.3,14955.7,14980,15034.1,14517.7,13818.1,13934.4,12411.9,13253.2
289.0,0,0,20341.5,13696.4,13008.5,13194.4,12764.8,13082.5,12445.3,12292.2,12729.9,12884.2,12509.5,12586.6,11480.8,12426.1,12419.4,12260.8,11635.6,12332.9,11432.2,11888.5,11479.5,11846.9,11199.4,10680.5,10512.7,10469.4,10543.4
299.6,0,0,14643.4,10198,9398.19,9879.75,9332.39,9662.8,9405.15,9711.08,9512.26,9440.5,9598.17,9552.47,9354.17,8712.72,8868.27,8916.49,9377.9,9276.03,8744.21,9262.25,8846.89,9083.51,9016.78,8823.67,8248.48,7994.63,7907.22
310.6,0,0,10574.1,7385.94,6517.54,7339.02,6231.05,6889.98,6746.08,6166.93,6875.31,6650.51,6813.48,7213.64,6701.37,6548.25,6760.21,6968.77,6924.54,6962.67,6825.9,6820.77,6566.38,6962.29,6484.46,6408.51,6317.75,6156.12,6056.48
322.0,0,0,7199.02,4733.39,4624.82,4788.97,4485.82,4648.19,4785.69,4772.68,4612.87,4754.14,4860.55,4881.05,4919.23,4823.26,5027.51,5186.31,5185.23,5173.97,5159.36,5409.21,4897.69,5089.89,5073.84,4940.64,4976.73,4792.71,4719.07
333.8,6.55114,0,5051.38,3623.58,3320.53,2939.78,3291.36,3432.49,3095.08,3327.02,3259.64,3392.73,3578.21,3411.2,3459.72,3473.76,3609.57,3547.04,3764.83,3922.45,3625.44,3830.55,3838.51,3697.01,3596.7,3430.12,3794.88,3637.59,3537.48
346.0,0,0,3541.15,2738.77,2122.76,2097.8,2018.4,2050.58,2235.62,2358.71,2210.69,2166.12,2248.33,2377.27,2338.69,2521.37,2352.49,2197.13,2825.88,2569.7,2803.01,2438.78,2539.92,2686.87,2553.95,2540.21,2565.25,2718.49,2546.08
358.7,0,0,2303.57,1654.74,1433.53,1464.68,1457.91,1504.34,1719.67,1328.88,1484.13,1454.49,1567.73,1741.77,1727.32,1769.25,1664.83,1796.58,1712.06,1926.53,1644.33,1669.01,1939.29,1860.5,2057.57,2001.24,1866.64,1814.54,1778.21
371.8,0,0,1458.74,1222.56,1030.97,1021.79,1023.15,969.455,1084.38,920.66,937.353,1095.43,964.332,1003.4,1149.42,1114.69,1086.24,1264.99,1240.35,1145.13,1167.34,1380.32,1392.11,1221.7,1104.59,1289.14,1227.77,1387.64,1093.35
385.4,0,0,1138.17,677.122,642.391,694.845,682.248,728.759,629.215,678.77,711.786,689.419,814.59,740.806,612.958,693.197,699.602,827.389,872.471,980.063,872.467,897.139,820.234,846.558,784.329,894.553,819.005,832.682,919.527
399.5,0,0,739.668,606.507,480.317,471.53,558.612,458.241,519.769,380.563,435.587,460.603,380.379,522.014,451.868,442.602,497.053,442.55,613.053,526.457,535.682,574.07,569.995,644.983,600.483,616.315,678.907,602.317,547.699
414.2,0,0,484.232,420.414,374.134,283.161,406.547,363.852,404.938,246.815,311.662,383.827,295.671,310.885,275.096,312.819,339.481,339.482,390.492,448.748,231.854,282.036,311.179,429.256,378.266,362.18,385.478,353.128,442.072
429.4,0,0,423.023,265.112,221.581,254.498,248.261,247.174,175.877,199.496,250.964,219.965,176.992,255.084,249.933,255.084,184.317,232.942,219.993,241.493,307.695,249.32,236.816,314.908,262.408,256.728,225.645,294.021,262.994
445.1,0,0,311.166,228.161,221.076,177.689,200.034,96.2352,103.626,146.171,146.113,88.2504,133.362,118.523,125.55,126.029,147.78,191.34,185.558,207.788,186.037,154.155,176.022,153.735,162.734,147.78,162.734,206.889,178.225
461.4,0,0,239.537,143.207,129.412,98.782,83.5848,171.149,59.6808,121.696,97.7329,91.2423,73.711,105.273,89.9574,59.6219,97.6739,38.1699,106.499,97.7918,120.529,135.667,82.4177,74.7602,172.375,134.441,149.579,82.4177,89.9574
478.3,0,0,167.134,94.3138,82.3095,62.0417,62.0417,47.2871,109.824,54.2865,68.0503,74.5542,56.789,65.0524,21.519,55.5378,40.0273,105.575,54.2865,62.0544,47.7825,63.293,32.2721,114.582,64.5442,46.0359,33.5234,29.2742,68.0503
495.8,0,0,185.321,75.7741,29.1327,49.6807,70.7622,52.7201,36.4618,23.5874,18.7643,26.6268,55.0373,37.5286,65.9391,15.7249,33.9558,26.6268,18.2309,50.9364,38.9677,26.0933,31.4499,50.2142,28.5993,26.6268,39.3123,44.8577,34.4892
514.0,0,0,82.5222,35.0342,53.3071,21.5325,16.0613,45.6245,27.0036,71.928,8.03067,47.836,24.092,56.2147,32.1227,32.1227,21.5325,8.03067,5.47112,37.2458,40.5054,53.6551,55.8667,24.092,59.1263,8.03067,32.1227,21.1844,31.7747
532.8,0,0,98.4593,8.1461,41.5619,48.8766,48.8766,20.6044,8.1461,24.7913,24.4383,24.7913,28.7505,24.4383,16.2922,0,8.1461,24.4383,0,8.49913,8.1461,0,20.9575,16.2922,24.4383,32.5844,16.2922,0.353025,24.7913
552.3,0,0,41.6467,33.0603,24.3099,25.1166,24.7952,28.6851,8.26507,0,24.7952,33.0603,29.0065,8.26507,8.26507,8.26507,0,8.26507,16.5301,8.26507,16.5301,16.5301,3.88987,0,8.26507,8.58645,8.26507,0.321373,25.1166
572.5,0,0,50.382,0,25.3553,33.4784,16.9035,16.9035,16.9035,8.45177,16.9035,0,16.5749,16.9035,33.8071,8.45177,0,0,8.45177,8.45177,8.45177,8.45177,8.45177,0,25.3553,25.0267,0,8.12313,16.5749
593.5,0,0,25.7408,0,16.1005,8.58027,8.58027,0,0,0,8.58027,0,17.1605,0,8.58027,0,0,17.1605,8.58027,8.58027,8.58027,0,0,7.52022,0,8.58027,17.1605,0,0
615.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scan Up Time(s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time(s),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Down Scan First,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Impactor Type(cm),0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071
Sheath Flow(lpm),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Aerosol Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CPC Inlet Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CPC Sample Flow(lpm),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Low Voltage,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228
High Voltage,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79
Lower Size(nm),15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634
Upper Size(nm),723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394
Density(g/cc),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Flag,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error 
td(s),1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
tf(s),5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527
D50(nm),593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091
Median(nm),154.973,98.0062,69.7192,84.3942,89.0211,92.1174,94.6033,97.1276,98.7297,100.515,102.134,103.876,105.189,106.546,107.682,108.732,110.117,111.352,112.474,113.501,114.587,115.17,115.702,117.2,117.219,118.014,118.479,119.04,119.917
Mean(nm),185.274,101.279,84.8227,92.3485,96.9354,100.057,102.579,105.14,106.866,108.712,110.428,112.265,113.658,114.884,116.102,117.305,118.625,120.076,121.131,122.32,123.244,124.021,124.728,126.253,126.285,126.988,127.745,128.299,129.15
Geo. Mean(nm),171.746,83.8299,78.8158,80.8574,85.7024,88.9827,91.6301,94.2623,96.0361,97.8761,99.6348,101.423,102.775,104.016,105.262,106.425,107.787,109.079,110.091,111.221,112.095,112.875,113.534,114.96,114.933,115.659,116.381,116.923,117.683
Mode(nm),109.411,42.9351,66.1169,101.815,94.7464,98.2172,101.815,101.815,101.815,109.411,113.419,113.419,109.411,113.419,117.574,109.411,121.881,113.419,113.419,117.574,121.881,126.346,113.419,126.346,121.881,117.574,126.346,126.346,121.881
Geo. Std. Dev.,1.46277,1.85872,1.41459,1.70436,1.66856,1.64615,1.62933,1.61483,1.60558,1.59834,1.58967,1.58473,1.58097,1.57638,1.57059,1.56777,1.5623,1.56297,1.56098,1.55922,1.5585,1.55547,1.55458,1.5536,1.55579,1.55219,1.55079,1.54959,1.55039
Total Concentration(#/cm³),0.651792,0.612454,669599,398107,310421,266039,232184,204705,182780,166525,151221,137565,126365,118333,108274,100174,95734.6,88920.5,83759.4,78584.5,73901.2,69591.4,65317.1,62241.1,58464.3,55711,52764,49708,47167.2
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
