Start Time,13:06:00,13:09:00,13:12:00,13:15:00,13:18:00,13:21:00,13:24:00,13:27:00,13:30:00,13:33:00,13:36:00,13:39:00,13:42:00,13:45:00,13:48:00,13:51:00,13:54:00,13:57:01,14:00:00,14:03:00,14:06:00,14:09:00,14:12:00,14:15:00,14:18:00,14:21:00,14:24:00,14:27:00,14:30:00,14:33:00,14:36:00,14:39:00,14:42:00,14:45:00,14:48:00,14:51:00,14:54:00,14:57:00,15:00:00,15:03:00,15:06:00,15:09:00,15:12:00,15:15:00,15:18:00,15:21:00,15:24:00,15:27:00,15:30:00,15:33:00,15:36:00,15:39:00
Diameter Midpoint
151.2,2.93358,9.11969,0,0,0,0,4.82085,7.96051,3.98828,0,7.24779,0,0,7.38291,10.0491,7.40967,5.21053,10.6832,0,0,4.03233,0,10.8844,8.7891,5.34912,0,0,782935,705340,616895,551367,499176,451928,423335,384002,356295,330116,311311,298590,281864,266175,248908,233295,219472,211908,199142,188660,175094,166920,158779,152896,144099
156.8,4.54517,3.59605,23.2711,6.61023,4.12206,0,0,0,0,0,8.37202,0,9.89279,3.29068,10.3529,5.3628,5.3628,0,9.8661,9.9498,0,0,0,5.00012,0,0,0,761244,677622,596902,534999,484218,442596,410933,375928,350184,329617,305735,291800,281216,263735,249541,229735,221655,212769,200770,189483,179356,168545,158972,151928,146577
162.5,9.13829,3.0325,9.69391,0,0,10.4514,0,16.131,0,0,0,4.95196,0,0,5.34903,0,0,5.24487,5.37699,4.66033,0,0,0,3.42819,0,0,0,730187,650936,569558,515768,467733,427977,400059,369689,342345,317368,300548,288136,275051,261190,246900,231491,219532,210243,200222,188016,177628,167554,160623,153473,148171
168.5,0,0,3.10016,16.1751,8.32736,0,8.991,8.50205,0,0.668939,5.30296,0,14.0281,0,11.812,5.18434,3.50517,0,0,1.96158,110.26,10.7834,0,0,0,0,11.8942,697176,615412,542923,492256,446476,410360,384992,353071,333316,310889,294592,282377,270022,258320,244297,228895,217591,208011,199176,187393,180000,167603,159666,153411,145725
174.7,0,0,5.25679,0,0,8.54116,0,0,4.42993,9.65771,0,4.2541,10.7627,3.27562,20.1836,0,4.86449,0,0,3.07943,28.0372,2.79406,0,2.42456,5.33027,0,0,673842,575394,513401,464728,424280,390073,367637,338839,323953,306803,287703,274669,263768,251981,236569,224091,214333,206021,195267,185896,175067,167274,160442,151980,144592
181.1,0,9.13212,10.7399,8.88471,0,0,12.5787,0,0,0,0,0,0,16.3455,9.70413,0,3.73928,0,0,1.89524,28.3962,8.38344,5.44849,0,0,0,2.93496,635853,532997,480062,439098,405974,372984,349912,323124,309095,290561,271105,264054,256045,244404,231439,217196,208437,197458,190465,180004,171971,163959,156150,149768,142742
187.7,0,0,0,5.37674,0,0,5.34874,13.4422,0,0,0,0,0,5.49124,3.8063,5.49124,10.9825,0,0,0,11.3797,0,4.77897,0,3.19294,0,10.9825,598040,488197,443168,406758,377352,347314,329882,306689,292317,276923,263923,249460,242358,233090,221776,209862,201136,193291,186299,176423,169158,159789,152914,146410,139042
194.6,3.34955,7.52419,0,0,0,4.05335,0.30452,3.47084,0,0,0,0,5.50828,4.42891,9.83386,16.5249,0,0,0,5.50828,0,5.13272,0,0,5.50828,0,5.50828,553576,440367,404047,372041,346557,320383,303444,280548,270509,256428,246885,239711,231637,220425,211717,198013,192122,183141,177639,168078,160385,153769,148560,138410,134683
201.7,0,3.45308,6.09022,0,9.11386,2.1458,10.157,0,5.43558,7.87402,0,0,0,0,0,0,0,3.67055,5.55289,0,0,6.41183,1.15897,0,0,0,11.1058,518964,397037,367049,336952,315566,289694,281377,260715,251811,239743,228993,223913,215927,208610,200606,188750,184282,174037,171957,162652,152268,147560,142578,136397,129358
209.1,9.12199,22.2585,4.59644,5.59869,0,2.66878,0,5.09755,0,0,11.1974,0,0,3.8391,0,5.59869,0,0,0,0,0,4.73267,10.6859,0,0,0,0,458878,352971,325801,299805,282190,264941,255380,240427,230378,220414,213926,208385,200795,192482,187581,178278,171356,164592,158304,153764,144901,141482,132803,128237,123349
216.7,4.45339,0,0,4.79284,0,2.53456,4.48394,4.45339,10.2246,15.8703,0,5.6457,0,0,0,0,0,0,0,0,14.4762,0,0,0,0,0,3.38742,396219,308915,288933,267378,247323,237961,226877,217807,207249,201910,193338,188511,184878,180700,175258,165202,160668,150496,149915,143863,134424,131725,124988,122013,115634
224.7,0,0,0,4.78535,0,0,0,0,0,1.07592,0,1.75678,0,0,0,0,0,0,11.3879,0,0,0,0,0,0,0,16.233,336524,265966,251733,233468,218016,209997,204470,191851,186350,181379,174408,170034,168796,164593,159666,154239,146671,142937,136507,133364,127274,121790,116758,112872,107324
232.9,5.19784,0,5.19784,0,5.24713,0,0.901419,11.4869,0,0,0,4.64364,0,0.305289,0,0,0,0,0,5.74347,0,5.74347,4.64364,4.25443,0,0,17.2304,279823,226661,215726,199773,189358,183102,175832,169658,164937,158779,155743,152803,151491,148365,144730,139509,133977,128741,126532,121164,116751,112157,108300,104751,97368.2
241.4,0,0,4.94115,11.6486,5.82431,0,0,0,5.82431,0,0,0,0,11.339,0,0,0,0,5.70123,0,4.40307,0,0,0,0,0,29.1216,231078,188406,182377,170984,160049,157417,152863,146674,145173,138127,138944,134194,132562,133925,129104,124393,119946,115931,114949,109352,106867,104491,100832,94666.7,90842.3
250.3,0,2.68665,8.56369,0,0,0,0,0,0,5.87704,0,0,0,0,0,0,0,0,0,0,0,0,11.7541,0,0,0,11.7541,187040,157558,149278,140173,136014,132322,127874,124154,124370,119454,120569,118176,116741,116704,113021,109603,105368,102893,102070,98295.8,96486.1,92757.8,88469,85198.4,82361.6
259.5,0,5.93115,0,0,0,0,5.86886,0,3.07163,5.93115,0,0,4.79667,5.93115,0,0,0,0,0,0,0.263551,0,0,5.93115,0,0,11.8623,149434,124611,120957,114244,114213,110920,105396,102764,104737,101248,103792,102914,101437,102099,98145.1,93895.1,92380.7,90420.6,88576.8,86517.6,84152.7,82414.2,80984.7,75608.3,71600.1
269.0,4.41079,0,6.00723,0,5.83702,10.418,3.26808,6.00723,0,0,0,6.00723,3.50355,13.8745,0,0,4.41079,0,6.00723,6.00723,0,0,0,0,0,0,6.00723,119673,100344,96573.2,93190.4,90565.4,89556.8,86663.5,86132.6,86433.4,84668.2,85636.4,85262.6,85764.5,85153.5,84690.7,80643.2,80086.3,78927,76669.7,76221.6,72151.7,72772.2,69640.8,67142.6,63342.4
278.8,1.85702,0,0,6.06895,6.06895,3.93235,0,0,0,0,0,0,0,4.18976,0,0,0,6.06895,0,0,0,6.06895,6.06895,0,0,0,6.06895,90692.2,78026.3,74631.2,73593.1,72988.1,72360.7,70117.1,68833.8,69793.2,68045.4,70224.1,70392.1,71962.1,71745.4,71662.9,70215.4,68337.8,66213.5,65275.8,63734.4,62087.3,61389.8,59528.9,58514.3,55412.5
289.0,0,0,0,3.59029,18.4981,0,6.16602,0,0,6.16602,8.24779,0,0,0,0,0,3.80752,0,0,0,0,6.16602,0,0,6.16602,32.1672,6.16602,68717,58106.3,56215.1,55891.3,56248.9,55554.2,55375.5,55758.8,55748.1,56299.5,57458.4,57569.2,58617.6,59912,60506.3,59197.4,56992,56267.4,55429.6,54756.1,53037,52202.7,51158.6,49364.9,46571.7
299.6,0,6.11242,0,0,0,0,0,6.26647,0,12.5329,7.30673,0,0,0,6.19991,0,0,0,0,0,0,0,0,0,6.26647,48.4699,0,50397.2,43832.8,43473.2,42562.7,41986.7,42876,42847.2,43121.9,44396.4,44318.2,47251.1,46525.8,46451.5,47940.7,48979.6,47470.4,46617.1,47432.7,46257,44695.1,45040.5,44314.9,43216.8,41639.9,40799.7
310.6,0,6.33428,0,0,0,0,0,6.33428,0,12.6686,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33428,0,30.4739,0,36578.8,30990.5,31216.3,31221.3,31362.4,32090.6,31500.6,32664.7,33881.3,34853.8,35935.9,36292.1,37527.2,39255.4,38207.8,38111,39089,37595.7,37884.2,37302,36132.2,36286.4,35485.2,33945.7,33856.3
322.0,12.8816,6.44078,0,0,6.44078,6.44078,0,0,0,6.44078,0,0,0,6.44078,6.44078,0,0,0,0,0,0,0,10.6733,6.44078,0,26.0426,0,25654.5,21797.9,21970.5,21990.1,22722.6,23266.2,23870.5,24532.5,25442.7,26505,26575.5,29434,29720.7,29778.6,30213.6,30453.4,29767.4,30411.9,29926.2,29716.7,29160.2,29762.9,28863.1,28262.3,27336.6
333.8,0,0,0,0,0,6.55114,0,0,0,6.55114,0,6.55114,6.55114,0,0,0,0,0,0,6.10272,6.10272,0,2.24606,0,0,67.2834,0,17347.7,14941.4,16295.7,15821.1,16042.6,16939.8,17259.2,17766,18856.5,19046.4,20823.2,21760.2,22431.3,23445.2,23812.6,23932.9,23427.1,24631.4,23949.8,23435.9,23272.4,23740.1,23967.4,22528.7,22192.7
346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5036,0,0,0,0,0,2.6709,0,0,0,0,0,14.2021,0,11148.3,10503.1,10415.3,10344.1,10462.3,11232.6,12069.3,12739.1,13001.1,13629.2,15642.6,15900.8,16985.3,17424.1,17275,17840.1,18390.1,17607.7,18443.2,18806.2,18174.1,18764.9,18596.2,17937,17630.8
358.7,0,0,0,0,0,6.74318,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74318,6.74318,0,0,0,0,36.467,6.74318,7280.53,6804.87,6756.3,6808.51,7594.44,7615.51,7973.8,8854.89,9601.79,9941.14,10888.9,10903.9,12180.9,12543.8,13485.3,13394.6,13903.9,13569.2,14246.4,14319,14094.2,14581.2,14466.3,14262.1,14021.3
371.8,0,0,0,0,6.86492,0,0,0,6.86492,0,0,6.86492,0,0,2.11303,6.86492,0,0,0,0,13.7298,0,6.86492,20.5948,0,36.5317,0,4368.42,3768,3969.38,4208.32,4716.72,5145.96,5263.65,5881.37,6767.23,7251.42,7916.39,7929.2,8885.32,9228.52,9313.14,9456.21,10357.5,9738.93,10748.4,10600.6,10906.4,10861,10681.3,10186.8,10420.9
385.4,0,0,0,0,0,0,10.6982,0,0,0,0,0,0,0,1.04768,0,0,0,6.99135,0,0,0,0,0,0,38.6636,0,2627.33,2500.84,2720.89,2882.09,2954.93,3165.46,3530.97,4123.52,4252.71,4643.62,5337.17,5449.96,5786.84,6416.35,7321.03,7683.29,7005.98,7729.89,7774.91,7739.3,7454.79,8295.04,7838.42,8252.69,7658.51
399.5,0,11.8133,0,0,0,7.07738,0,0,0,0,7.07738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2321,0,1640.92,1564.42,1597.73,1733.89,1804.43,2006.61,2341.65,2652.08,3056.24,2943.49,3674.22,3881.53,4396.91,4463.6,4859.46,4995.03,5335.51,5128.68,5212.62,5459.34,5963.29,5478.94,5548.77,5638.3,5690.11
414.2,0,7.21226,7.21226,0,0,7.21226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21226,0,0,0,7.21226,0,836.308,824.807,995.003,1058.74,976.338,1297.58,1434.6,1693.61,1935.18,1773.42,2278.55,2518.59,2861.23,3131.64,3475.3,3386.4,3268.25,3593.64,3799.24,3929.04,4140.06,4495.55,4365.65,4297.56,4487.99
429.4,0,0,0,0,6.85275,0,0,0,7.35261,0,22.0578,0,0,0,0,0,0,0,0,0,7.35261,0,0,0,0,0,0,560.99,561.046,572.892,722.692,744.806,578.555,904.536,1140.26,1223.97,1427.35,1392.5,1637.47,1914.59,2193.68,2067.44,2844.96,2460.35,2629.93,2769.96,2831.72,3167.14,2867.99,3226.18,2940.54,3011.3
445.1,0,0,0,0,0.506372,0,0,0,0,0,0,0,7.44841,0,0,0,0,0,0,0,7.44841,0,0,0,0,29.7937,0,296.572,307.41,446.135,337.028,389.255,496.073,526.703,670.931,747.616,652.402,1060.02,1203.14,1311.15,1382.4,1467.3,1673.99,1584.45,1736.46,1766.33,2123.59,1826.74,2053.85,2190.97,2026.27,2045.64
461.4,7.59861,0,0,0,0,7.59861,0,0,0,0,0,0,0,0,0,0,7.59861,0,0,0,7.59861,0,0,0,0,22.7958,0,179.259,73.6964,199.372,235.513,186.509,317.886,350.526,314.867,358.213,484.618,677.572,714.34,848.883,887.428,951.02,1109.68,1000.46,1200.23,1300.68,1363.38,1447.39,1403.83,1469.11,1286.79,1676.81
478.3,7.75522,0,0,0,0,0,0,7.75522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75522,0,96.7342,91.3159,94.6553,118.665,136.513,100.074,204.563,230.91,234.581,384.114,418.548,433.75,473.837,509.378,620.288,727.114,585.749,634.617,1005.66,918.99,854.457,844.365,948.854,966.935,969.297
495.8,0,0,0,7.86247,0,7.86247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7249,0,52.7201,35.59,70.7622,40.7175,55.0373,62.8997,122.077,131.345,182.66,196.067,232.987,316.245,284.453,298.697,348.683,367.142,470.417,394.603,411.012,504.032,619.652,666.827,671.804,744.616,653.913
514.0,0,0,0,0,0,0,0,0,0,0,8.03067,8.03067,0,0,0,0,0,0,0,0,0,0,8.03067,0,0,8.03067,0,54.7794,24.092,40.1534,45.2764,32.1227,80.3067,48.184,85.4298,78.8714,85.4669,96.368,209.578,229.364,153.326,208.142,324.952,249.076,395.844,313.358,377.493,407.511,364.413,307.344,475.37,446.935
532.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4383,0,0,0,0,0,0,19.464,24.4383,32.5844,20.9575,24.4383,40.7305,0,45.3958,48.8766,43.9023,114.045,68.1558,125.179,105.405,117.032,162.922,150.801,118.032,260.181,279.152,317.389,206.33,250.233,300.603,277.658
552.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04698,16.5301,16.5301,21.5771,0,8.26507,48.7547,13.3121,16.5301,37.2715,33.0603,72.7142,33.0603,38.1073,90.9158,98.3451,125.805,93.4556,150.475,144.875,172.052,140.664,122.587,130.016,187.872
572.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2902,0,0,0,0,0,0,0,8.45177,0,8.45177,16.9035,0,25.3553,0,28.2902,17.7581,25.3553,16.9035,43.1134,50.7106,27.0645,33.8071,25.3553,84.5177,43.1134,42.2588,64.6611,87.9361,101.403,130.195,77.7751,92.9694,178.342,96.759
593.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60071,0,8.58027,8.58027,0,0,0,0,8.58027,0,42.9013,6.31898,8.58027,0,8.58027,14.181,17.1605,8.58027,8.58027,8.58027,8.58027,23.4795,17.1605,23.4795,17.1605,42.9013,40.64,65.6626,17.1605,69.002,42.9013,74.9611,34.3211,83.5414,114.883
615.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scan Up Time(s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time(s),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Down Scan First,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Impactor Type(cm),0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071
Sheath Flow(lpm),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Aerosol Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CPC Inlet Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CPC Sample Flow(lpm),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Low Voltage,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228,14.0228
High Voltage,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79,9507.79
Lower Size(nm),15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634
Upper Size(nm),723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394
Density(g/cc),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Flag,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error 
td(s),0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286
tf(s),5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527
D50(nm),593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091,593.091
Median(nm),18.369,18.716,19.0638,18.8424,18.4105,18.5839,18.3784,18.3335,18.3663,17.5849,18.8866,17.7899,18.4984,19.1267,18.1224,18.387,17.7919,19.5813,18.1541,18.8912,19.0941,20.1627,18.7563,18.5402,19.0781,23.4379,22.2057,66.4266,86.735,99.3574,106.597,111.939,116.091,119.959,122.674,125.338,128.072,130.738,133.061,135.284,137.781,139.288,140.134,142.049,143.558,145.244,146.415,147.505,148.952,150.074,150.848,151.335
Mean(nm),29.4455,29.7863,30.5687,29.0388,31.0861,33.7379,31.5302,31.9214,28.3869,29.3883,36.6814,31.932,32.6353,35.5412,31.2063,29.8471,31.1378,39.5816,29.5238,33.8561,61.7956,42.9213,43.0289,35.0451,31.7578,167.316,49.1776,80.4999,95.6818,107.059,114.163,119.661,123.967,127.739,130.802,133.811,136.506,139.382,141.716,144.087,146.537,148.288,149.526,151.285,152.721,154.515,155.836,157,158.607,159.725,160.505,161.023
Geo. Mean(nm),21.7016,21.9056,22.9498,22.1673,22.2597,22.5951,22.7944,22.6742,21.8723,21.1534,23.5986,21.9632,23.3313,23.612,22.4251,22.3384,22.4975,23.2684,21.7539,22.5522,30.6361,27.1847,25.5019,22.7291,22.8156,68.3966,31.7681,63.6538,75.6339,89.0394,97.6804,104.223,109.217,113.434,116.808,120.013,122.82,125.696,128.117,130.558,132.909,134.631,135.867,137.595,139.036,140.778,142.048,143.135,144.663,145.752,146.572,147.055
Mode(nm),16.8485,16.8485,16.2531,17.4658,16.8485,16.2531,17.4658,16.2531,17.4658,16.2531,16.2531,16.8485,16.8485,16.2531,16.2531,18.7688,17.4658,20.908,17.4658,16.2531,16.8485,17.4658,18.1056,16.8485,16.2531,17.4658,16.2531,34.5989,121.881,121.881,130.975,135.773,126.346,135.773,135.773,140.746,145.902,140.746,151.247,145.902,151.247,156.788,145.902,156.788,156.788,156.788,156.788,168.485,156.788,162.531,162.531,162.531
Geo. Std. Dev.,1.71911,1.73377,1.77265,1.70031,1.79231,1.87542,1.82221,1.8405,1.67811,1.76616,1.9499,1.8308,1.85457,1.93524,1.84235,1.77779,1.8209,1.95825,1.76906,1.85843,2.6601,2.16481,2.15309,1.93592,1.86366,4.23091,2.23374,1.99242,2.0797,1.91569,1.81271,1.74404,1.69819,1.66599,1.64225,1.62384,1.61071,1.6008,1.59055,1.5811,1.57697,1.57245,1.56809,1.56477,1.56054,1.55754,1.55521,1.55423,1.55232,1.55045,1.54738,1.54668
Total Concentration(#/cm³),38.6038,47.11,41.0504,42.8959,38.9098,39.3588,30.9395,33.4463,31.7159,40.2584,28.7027,23.6339,24.1967,30.1483,27.4562,22.5435,20.993,20.1514,23.6219,20.8382,26.4854,14.0903,15.6351,18.1416,14.9073,17.4981,27.2557,1.01933e+006,573493,431171,352107,298618,260805,231717,207395,189693,172812,159952,149650,141191,131759,123855,116355,109050,103119,97712.6,92163.2,86817.6,82182.9,77836.4,73914.7,70290.2
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
