Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_FreshSmoke_HRH_20230413.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Date,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23
Start Time,15:35:00,15:38:00,15:41:00,15:44:00,15:47:00,15:50:00,15:53:00,15:56:00,15:59:00,16:02:00,16:05:00,16:08:00,16:11:00,16:14:00,16:17:00,16:20:00,16:23:00,16:26:00,16:29:00,16:32:00,16:35:00,16:38:00,16:41:00,16:44:00,16:47:00,16:50:00,16:53:00,16:56:00
Diameter Midpoint
 37.2,0,0,5609.48,1214.39,1126.41,1033.58,625.978,431.782,382.681,198.706,235.544,154.544,0,0,0,8.14773,0,0,8.14773,0,16.2955,44.9855,24.4432,40.7386,73.3295,28.2127,0,16.2955
 38.5,0,15.8451,4300.96,1252.08,1222.32,948.446,588.475,616.969,374.94,181.92,289.005,185.694,11.7346,15.8451,0,15.8451,0,0,3.81206,23.7677,15.8451,35.4832,35.5023,23.7677,39.6128,15.8451,11.7346,7.92255
 40.0,7.76155,0,2525.76,1458.28,1332.08,1023.93,606.11,646.89,433.719,282.938,414.592,242.033,11.7885,15.5231,7.76155,7.76155,3.23031,7.76155,11.7885,0,46.5693,23.2846,53.8266,31.0462,15.5231,23.2846,27.3116,15.5231
 41.4,0,0,1774.86,1472.62,1478.01,1022.42,655.788,655.756,494.055,226.02,293.851,254.188,7.55688,25.1293,15.1138,0,11.9686,7.55688,0,7.55688,40.243,98.2394,57.3099,45.3413,22.6706,22.6706,7.55688,22.6706
 42.9,7.41019,7.41019,1035.94,1769.49,1470.62,1103.12,631.17,784.373,726.17,378.586,383.379,316.687,0,12.4094,7.41019,38.5895,7.41019,7.41019,0,0,58.4092,81.5121,74.1019,37.0509,29.6407,29.6407,23.7691,0
 44.5,0,7.67105,1093.31,1810.67,1558.56,1310.14,831.438,758.309,675.837,344.616,434.02,348.683,14.4467,21.67,0,6.17127,36.1167,7.22333,7.22333,0,71.1813,87.1277,28.8933,116.021,51.0111,14.4467,49.0635,28.8933
 46.1,7.08913,13.7389,1107.42,2259.69,1642.76,1276.88,948.285,924.701,657.072,292.871,450.429,334.087,7.08913,6.29036,7.08913,41.2966,0,0,0,77.9804,75.9435,55.4748,55.1155,62.564,69.6531,41.736,55.9142,7.08913
 47.8,0,6.91786,1314.08,1919.65,1670.86,1575.5,923.214,968.828,754.703,405.462,572.458,407.988,20.7536,7.69733,20.7536,0.779469,6.91786,6.91786,6.91786,6.91786,56.9018,104.547,63.8197,83.7938,60.844,7.69733,14.6152,27.6714
 49.6,6.7946,6.7946,1462.33,2075.59,1973.28,1461.34,1034.41,1132.33,1012.01,594.691,588.449,548.409,20.3838,20.3838,13.5892,9.82812,6.7946,6.7946,54.3568,13.5892,118.542,121.575,80.8076,95.1244,36.13,88.3298,27.1784,20.3838
 51.4,0,13.3512,1837.15,2188.56,1850.84,1829.4,997.371,1167.69,1033.84,510.656,720.108,493.61,33.3781,27.8901,6.67562,10.3708,20.0269,0,20.0269,14.5388,103.83,175.469,103.224,114.673,43.6164,47.9169,93.4587,6.67562
