Start Time,16:09:00,16:12:00,16:15:01,16:18:00,16:21:01,16:24:00,16:27:01,16:30:00,16:33:00,16:36:00,16:39:00,16:42:00,16:45:00,16:48:00,16:51:00,16:54:00,16:57:00,17:00:00,17:03:00,17:06:00,17:09:00,17:12:00,17:15:00,17:18:00,17:21:00,17:24:00,17:27:00,17:30:00,17:33:00,17:36:00,17:39:00,17:42:00,17:45:00,17:48:00,17:51:00,17:54:00,17:57:00,18:00:00,18:03:00,18:06:00,18:09:00,18:12:00,18:15:00,18:18:00,18:21:00,18:24:00,18:27:00,18:30:00,18:33:00,18:36:00,18:39:00,18:42:00,18:45:00,18:48:00,18:51:00,18:54:00,18:57:00,19:00:00,19:03:00,19:06:00,19:09:00,19:12:00,19:15:00,19:18:00,19:21:00,19:24:00,19:27:00,19:30:00,19:33:00,19:36:00,19:39:00,19:42:00,19:45:00,19:48:00
Diameter Midpoint
 32.2,0,0,35416.4,21216.6,12682.4,9673.17,7402.7,6406.39,4433.97,3642.73,2750.06,2450.24,1993.69,1518.45,1481.79,1312.72,1140.19,932.074,929.227,551.04,540.17,514.596,521.557,425.839,285.393,420.757,345.116,436.736,145.944,226.194,125.888,273.385,259.745,97.5506,171.854,82.447,146.749,86.4518,139.935,108.462,59.9983,19.5566,45.4257,10.8605,21.9765,5.56839,28.9202,54.7765,79.1987,83.5264,24.6243,59.798,14.8248,12.9558,84.116,27.216,27.6728,0,17.502,1.04016,15.0791,18.616,31.8501,30.2129,19.6094,33.1082,7.25591,34.9494,18.9444,14.7647,9.54039,16.0372,9.48017,7.02944
 33.4,0,0,37952.7,23209,13701.6,11720.6,7951.07,6895.61,4827.53,4409.37,3542.99,2651.78,2360.22,2362.09,1792.77,1493.73,1538.81,989.39,984.237,1043.45,676.018,687.969,637.231,876.447,438.229,383.03,213.307,341.535,324.268,322.665,235.248,259.946,247.005,99.3532,85.9758,74.1382,114.246,128.302,103.824,151.849,114.907,71.3129,86.2645,26.1103,27.0044,91.5522,62.0062,18.7181,109.378,51.0667,36.9755,18.2494,36.8779,28.0812,29.585,9.99703,41.6308,68.6627,0,45.2622,27.4607,12.9626,3.83492,17.242,30.0436,2.04813,3.76163,6.01661,42.2531,27.1851,0,17.8837,1.97181,44.9595
 34.6,0,0,40518.8,24395.4,15441.1,13383.6,9239.17,7833.82,6698.3,5273.77,4642.33,3549.54,2904.22,2583.21,2261.29,1708.88,1731.77,1495.74,1036.71,1133.6,1076.39,825.469,896.163,783.459,521.906,369.584,647.35,547.357,379.673,300.881,269.017,260.54,268.1,146.102,187.399,190.542,227.158,87.8706,158.395,105.232,32.554,136.657,138.44,128.221,52.0172,92.1292,142.741,55.1166,68.1984,0,38.1795,44.485,39.4751,9.073,41.0119,1.71086,38.5052,89.6864,7.55325,44.3661,9.80641,45.2736,1.8427,38.2234,59.0599,11.0387,1.671,57.1679,74.3905,28.8794,63.7706,14.3128,10.7394,0.989367
 35.9,0,0,44333.6,27020.9,17139.3,13907.3,11225.5,8113.79,7084.65,5625.39,4535.83,4199.03,3332.13,3234.96,2550.98,2692.35,1874.48,1651.25,1441.23,1546.76,1051.06,1174.3,975.895,964.774,862.567,700.841,674.995,714.169,432.671,514.13,403.025,606.32,201.37,294.972,228.992,147.897,211.389,223.889,246.78,179.16,87.9067,93.9934,49.1993,82.226,98.0095,117.73,118.434,90.6857,109.174,89.0656,46.4822,118.677,42.5942,52.2674,74.4485,19.0343,14.7342,3.04494,13.2559,51.59,61.4095,29.9402,19.8275,43.6363,21.7767,20.4501,35.256,57.6922,34.3092,24.7669,0.315354,17.8556,14.7788,28.9822
 37.2,0,0,44592.1,29299.6,18323.8,16296.9,12428.5,10677.3,8211.41,6835.2,6013.01,5048.81,4382.69,4156.02,3215.87,2977.68,2661.48,1818.18,1931.05,1424.42,1757.96,1238.85,1152.14,857.295,1056.14,888.751,737.989,664.687,604.928,715.12,484.569,467.49,300.63,358.644,391.878,515.467,262.865,260.189,164.529,142.662,168.285,118.796,234.607,134.099,156.296,138.298,170.598,33.1281,126.776,116.574,24.9785,89.1301,48.622,68.4743,87.4516,83.983,80.5689,94.8388,75.1729,60.0599,58.2404,38.2222,51.4547,41.1623,60.0799,45.2478,40.3171,33.4332,47.9568,2.10171,0,41.7141,11.3582,13.6982
 38.5,0,4086.65,47315.6,30756.5,20556.1,16584,14447.7,11341.3,8823.77,8128.75,6907.52,5650.97,5316.44,4538.92,3732.55,3534.83,3247.79,2320.46,1771.92,1718.82,1877.2,1606.65,1284.41,1248.04,1126.28,996.368,807.757,952.868,680.688,856.495,656.635,593.129,429.178,575.599,440.112,300.708,313.515,285.751,331.007,242.417,177.133,235.217,185.305,202.63,104.58,147.579,169.9,74.7018,108.71,64.9895,127.677,163.541,98.7959,104.448,68.5256,77.2532,64.2084,78.5325,88.0988,58.938,197.416,21.1871,70.3667,73.0502,15.0176,33.067,8.8998,10.5676,70.8751,58.7155,20.0293,63.1495,0,65.6449
 40.0,0,23796.5,51785.5,33516.7,22504.6,18244.2,15114.2,12923.5,11543.3,9322.99,7611.25,6847.99,5496.01,5300.23,4609.03,4294.94,3847.11,2974.21,2575.42,2366.3,1895.53,1990.28,1682.39,1518.8,1225.42,1042.33,1051.28,908.956,769.412,701.887,847.691,714.63,533.493,371.185,560.957,624.109,335.975,451.091,342.881,227.214,290.976,181.683,310.631,202.734,106.611,315.921,222.838,129.266,187.051,159.549,121.217,142.86,167.16,133.526,153.201,72.8743,122.53,100.543,120.915,91.9548,88.8514,136.243,36.0724,51.3461,58.4725,9.3276,27.4991,76.9447,45.9675,72.1028,2.19375,12.7889,48.2794,17.6512
 41.4,0,35772.2,51672.9,35286.2,25335.9,23057,17313.7,14218.2,12256.2,11175.8,9121.58,7801.42,6675.66,5674.99,5466.96,4658.32,4206.27,3392.88,2927.2,3085.2,2649.89,2246.72,1790.02,1988.93,1708.85,1318.58,1250.54,1254.53,1017.3,981.571,930.203,818.757,655.023,673.751,606.216,585.08,563.859,443.752,463.576,450.582,580.791,336.057,208.606,258.519,186.878,266.975,267.274,258.968,209.192,188.33,161.631,101.579,129.625,102.276,82.646,218.884,89.8755,105.492,163.323,71.5438,24.5853,66.6322,86.5811,32.561,64.712,29.1049,5.42429,35.0488,15.1383,44.26,99.2744,38.5619,85.0914,63.4834
 42.9,0,60859.3,53997.3,39289.8,25379,24622,19782.8,16611.1,13786.5,12486.3,10390.3,8521.44,7886.73,7379.87,6112.35,5456.36,5108.95,4420.55,3507.1,3240.64,3043.39,2692.87,2140.44,2053.05,1892.75,1807.39,1745.69,1724.36,1212.26,1270.73,997.331,919.783,1029.96,460.282,741.062,557.792,605.499,655.239,536.088,505.364,454.292,401.612,328.934,280.737,551.057,445.048,359.094,236.419,241.168,337.507,250.445,184.736,165.586,151.478,138.979,165.76,281.271,158.627,143.174,93.7304,123.035,148.284,72.1661,112.701,69.7151,87.3859,80.3069,67.7353,72.0786,7.00879,31.8458,46.5747,40.0774,66.843
 44.5,0,50517.7,54421.6,38730.7,27870.3,25983.8,22222.8,18514.6,15682.1,14516.8,12243.5,11054.5,9502.92,8145.96,7258.05,5966.69,5196.42,4720.38,4391.19,3867.17,3706.21,2685.46,3051.53,2356.51,2714.99,1897.47,2226.52,1934.63,1522.25,1498.56,1574.84,791.164,923.978,807.088,859.205,867.369,630.357,582.001,607.788,507.255,381.587,536.409,437.12,437.832,487.016,454.818,293.528,252.569,372.13,368.479,242.948,163.564,158.64,210.856,161.831,287.536,158.287,99.0989,177.359,159.784,138.112,170.781,147.932,179.037,119.244,122.023,92.3326,64.2857,102.196,54.4155,33.4585,118.162,59.2104,69.1257
