Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_FreshSmoke_MRH_20230508.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Gas Density,0.0012
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Date,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23,05/08/23
Start Time,10:13:00,10:16:00,10:19:00,10:22:00,10:25:00,10:28:00,10:31:00,10:34:00,10:37:00,10:40:00,10:43:00,10:46:00,10:49:00,10:52:00,10:55:00,10:58:00,11:01:00,11:04:00,11:07:00,11:10:00,11:13:00,11:16:00,11:19:00,11:22:00,11:25:00,11:28:00,11:31:00,11:34:00,11:37:00,11:40:00,11:43:00,11:46:00,11:49:00,11:52:00,11:55:00,11:58:00,12:01:00,12:04:00,12:07:00
Diameter Midpoint
216.7,0,0,0,0,0,115982,101799,98853.7,92842.8,89681.1,86550.6,83751.9,79854.2,80243.3,86472.8,82825.6,82283.7,80929.9,78905.8,76359.2,72801.4,71263.4,66184.8,64463.5,61281.1,66635.9,64273.9,62017.4,60460.7,58705,56090.6,53665.4,52917.6,50456.8,46466.5,51928.5,49996.7,47822,46727.4
224.7,0,0,0,5.88088,0,94899.8,84974,82221.1,77267.6,75550.3,73077.2,69677.8,67255.4,66184,72450.5,69545.7,67576.7,69484.2,66185.7,63424,60723,58913.9,55374,55222,52216.1,56107.7,55188.3,53557.6,51059.6,49188.6,47593.8,46037.7,44011.7,43752.3,40192.3,44196.3,42479.5,39982.8,40316.7
232.9,5.931,0,0,0,0,75893.7,70012,65943.4,62167.2,61150.8,58981,56852.3,56149.1,54168.8,59611.3,56124.6,55369.4,56073.6,54455.5,53095,50737.4,48519.1,46978.4,45003.9,43854.8,47222.7,46495.4,44552.6,43327.2,41830.6,40335.7,39037.2,36928.1,35588.9,33991.8,37763.1,35709,35299.3,33411.4
241.4,0,0,0,0,0,61924.6,57141.7,53434.4,50291.9,49225.6,48259.7,46589.1,45136.6,43394.5,47772.6,45264,46595,45564.7,44519.8,44268.1,41354.5,40448.4,38693.7,37877.7,35295.1,39136.6,38352.4,38306.8,35388.4,33912.3,32886,31630.2,31242.1,28655.1,28572.2,31441.7,28878.4,28807.5,28351.5
250.3,0,0,6.06724,0,0,48474.5,44163,41032.3,38553.9,37843.1,38339.1,36774.4,35456.4,34369,39139.3,36837.9,35880.9,36104.2,35798.4,33771.4,33193.3,32068.1,30318,30611.4,28990,30939.9,30621,29709.7,27682.2,27472.6,25652.6,25609.9,25491.4,24122.6,23449.4,25407,23680.2,24069.9,23153.5
259.5,0,0,0,0,0,39010.6,33746.8,31834.4,30287,29666.7,28878.3,27455.2,27302.7,26645.3,29967.3,28374.8,28479.5,28039.3,26888.1,27096.1,25438.8,24798,24076,23685.3,21577,23998.2,23661.4,23446.1,21941.9,21218.7,21050.3,19894.4,20006.3,19371.8,18088.7,19323.4,18759.5,18924.5,17721.6
269.0,0,0,0,0,0,31003.2,26027.6,23717.6,22820.2,22306.6,21934.8,21887.1,20789.6,20579.8,22595.4,21555.8,21768.7,21749.1,20850.1,21315.2,19798.8,19100.9,18438.8,18258.1,16808.7,18742,18176,18326.5,17350,16283.8,16236.8,16109.5,15851,14795.4,14253.8,15490.8,15390.6,14014.8,13684
278.8,0,0,0,0,6.27057,22615.9,17947.4,17643.3,16787.2,15930.6,16243.8,16068.9,15827.8,15222.2,16577.2,15768.1,15821.5,15599.2,15345.6,15807.5,15190.6,14206.2,13982.8,13797.3,12612.9,14298,13796.8,13804.2,12841.4,12794.5,12284.7,11735,11741.1,11104,10559.2,11984,11135.8,10436.6,10666.2
289.0,0,0,0,0,0,17161.7,13231.4,12713.1,12483,11751.2,11338.2,11721.1,11711.3,10910.9,11604.1,11465.9,11670.3,11143,11992.3,10942.4,11239.6,10194.9,9876.73,10098.3,9299.95,10473.7,9942.89,9505.1,9620.61,9327.89,8864.59,8649.32,8420.56,8449.38,7686.3,8768.36,8099.04,7929.5,7698.41
299.6,0,0,0,0,0,13078.2,8806.13,8918.39,8094.86,8263.39,8570.16,7962.42,8263.08,7754,8327.2,7857.2,8156.85,8807.72,8334.55,8063.87,8078.93,7335.36,7276.02,7180.25,6631.76,7432.1,7114.71,7049.73,7071.26,6781.74,6141.03,6674.41,6160.92,5830.35,5548.32,6417.31,5674.51,5777.15,5735.42
310.6,0,0,0,0,0,8448.24,6052.65,6266.73,6068.3,5577.87,5831.32,5695.72,5472.07,5430.61,5814.9,5496.18,5642.14,5743.98,5780.55,5466.95,5201.67,5159.66,5237.18,5239.62,4360.94,5118.1,5107.28,4852.87,5039.94,4534.09,4422.32,4479.28,4394.07,4232.31,3889.25,4294.13,4110.25,4309.96,3674.16
322.0,0,0,0,0,0,6068.12,4558.71,4181.97,3889.3,4074.33,3919.45,3760.11,3783.46,4055.26,3898.1,4085.25,3652.31,4027.77,3419.11,3628.11,3571.84,3438.87,3256.55,3585.57,3263,3296.46,3471.97,3384.07,3438.81,3185.97,3124.26,2897.69,3181.6,2716.63,2704.5,3216.93,2602.03,2987.26,2530.73
333.8,0,0,0,0,0,4513.81,3099.44,2811.25,2872.56,2563.91,2691.49,2638.35,2287.97,2370.38,2815.87,2438.35,2681.99,2668.14,2727.79,2374.12,2410.75,2292.39,2126.68,2442.91,2147.4,2497.21,2304.3,2133.82,2186.78,2096.55,2003.09,2170.46,2024.33,1613.64,1946.17,2190.81,2014.38,2034.61,1876.97
346.0,0,0,0,0,0,2896.93,1897.84,1753.27,1830.91,1668.38,1711.69,1839.36,1677.43,1638.6,1874.22,1662.73,1679.41,1797.84,1723.71,1705.92,1713.76,1575.44,1325.68,1421.24,1364.48,1390.24,1604.6,1532.72,1487.86,1462.67,1176.85,1409.55,1384.78,1175.72,1129.05,1320.38,1175.55,1277.53,1064.88
358.7,0,0,0,0,0,2018.16,1413.34,1203.45,1174.69,1042.23,1104.09,1125.9,1073.46,979.637,1266.25,1129.58,1208.99,1129.22,1075.17,1107.66,1040.06,1008.06,1011.24,962.995,1019.51,996.826,861.551,846.507,859.845,881.209,877.163,894.448,910.048,791.552,864.175,789.169,845.729,859.311,700.881
371.8,0,0,0,0,0,1325.36,791.113,873.627,827.929,726.071,881.632,684.382,752.576,793.419,629.717,732.81,648.638,627.623,762.455,614.507,613.411,677.594,630.364,676.518,482.001,558.585,684.417,590.195,506.023,534.308,533.496,613.156,549.509,601.983,507.891,614.25,530.686,505.247,454.002
385.4,0,0,0,0,0,830.566,470.006,604.909,419.277,511.169,485.202,552.304,496.033,417.365,451.663,423.643,487.08,484.245,630.142,421.348,472.263,457.48,419.151,431.639,324.71,412.077,392.513,309.385,301.229,358.836,279.752,285.456,271.214,353.292,298.232,297.691,311.677,358.006,359.504
399.5,0,0,0,0,0,435.084,460.631,335.063,366.736,356.09,357.98,281.968,358.398,243.451,347.02,295.286,281.757,357.978,336.111,197.618,162.851,291.956,340.071,224.704,177.22,203.046,279.058,230.944,253.442,169.302,231.154,209.497,282.598,229.895,246.361,173.05,203.256,195.337,155.352
414.2,0,0,0,0,0,422.367,278.315,370.839,257.683,240.621,171.391,114.264,181.841,128.564,222.927,208.159,218.892,169.65,194.956,201.101,156.535,169.193,153.784,94.8194,145.802,193.761,180.558,141.767,130.218,156.536,146.356,117.744,135.905,165.615,175.425,126.912,130.217,117.744,162.864
429.4,0,0,0,0,0,200.203,148.974,133.936,112.889,221.25,117.125,118.793,107.673,137.96,88.5055,153.104,88.5054,80.9335,117.125,101.981,79.0536,112.995,117.019,77.2799,121.043,83.0778,122.711,113.259,48.9787,41.4069,33.729,122.817,118.899,73.2558,48.8726,60.4683,71.6938,92.5294,43.0747
445.1,0,0,0,0,0,209.139,127.516,162.095,140.108,47.0438,108.297,92.1484,76.8081,86.3101,93.0643,115.158,109.32,63.2999,77.6167,76.7006,53.9052,76.808,76.8082,61.5754,54.714,30.8951,63.4074,31.9185,40.1824,61.3608,76.8082,38.4578,55.5226,53.9053,46.1279,69.138,46.0203,24.0336,30.7877
461.4,0,0,0,0,0,107.672,115.321,77.3092,37.253,85.1334,70.7984,78.2436,15.6487,62.0395,69.4848,71.7326,32.0555,54.215,61.6604,23.473,49.573,46.9461,31.2975,15.6487,38.1874,48.2597,37.253,22.5387,38.5665,32.611,16.9622,15.6487,21.6043,62.5948,31.2974,15.6487,23.473,16.0278,31.2975
478.3,0,0,0,0,0,112.857,29.2601,39.9262,43.1186,63.8817,54.5562,48.9755,23.9557,22.6152,17.0346,46.5708,61.2008,30.6004,7.98522,23.9556,29.2599,39.9261,56.9608,23.9557,23.9557,47.6351,7.98523,7.98524,23.6794,6.64477,14.63,15.9705,23.9557,7.98522,15.9705,15.9704,0,22.6152,23.9557
495.8,0,0,0,0,0,79.874,32.5237,48.5716,37.2399,16.1905,8.09528,39.3975,24.2858,0.285097,23.207,16.1905,48.5716,8.09526,16.3331,0,24.2858,32.381,7.159,24.2858,24.2858,15.1117,8.09527,16.1906,15.1117,8.09529,24.4284,40.4764,16.1906,16.1905,8.09527,0,24.2858,16.1905,0
514.0,0,0,0,0,0,24.8042,29.9988,16.5361,23.3402,8.26806,8.26808,8.26807,8.26806,24.513,24.8042,33.0722,0,16.5361,32.9266,0,8.26806,16.5361,8.12248,8.26807,16.5362,0,0,16.5362,24.8042,16.5362,8.12248,6.80408,0,0,0,0,24.8041,8.26806,0
532.8,0,0,0,0,0,25.1596,19.7431,25.1596,1.48497,8.38652,8.38654,0,25.1596,8.38652,0,0,33.5461,8.38652,8.38652,0,8.38652,0,8.38653,8.38653,8.38654,8.38653,0,0,8.38654,25.1596,16.7731,18.258,0,8.38653,0,8.38653,0,0,25.1596
552.3,0,0,0,0,0,17.0173,17.0173,1.74294,0,34.0345,0,0,0,10.2516,25.5259,0,0,8.50862,0,10.2516,17.0172,0,0,1.74294,0,8.50864,8.50864,0,0,17.0173,0,8.50864,0,0,0,0,8.50862,8.50863,0
572.5,0,0,0,0,0,76.4391,8.70047,24.3191,8.70045,0,8.70046,0,0,6.91821,0,0,17.4009,0,0,6.91821,8.70044,8.70044,0,6.91822,0,0,0,0,0,0,0,0,0,0,0,8.70045,0,0,0
593.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scan Up Time(s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time(s),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Down Scan First,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Impactor Type(cm),0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071
Sheath Flow(lpm),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Aerosol Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CPC Inlet Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CPC Sample Flow(lpm),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Low Voltage,11.1921,11.1712,11.1817,11.1689,11.1922,11.1794,11.1658,11.1785,11.1853,11.1908,11.1707,11.1748,11.1817,11.178,11.1762,11.178,11.178,11.1798,11.1743,11.1798,11.1785,11.1798,11.1684,11.1762,11.168,11.1684,11.1762,11.168,11.1653,11.1598,11.1698,11.1643,11.1602,11.1716,11.1712,11.1702,11.1789,11.1702,11.1584
High Voltage,9103.15,9101.43,9105.1,9104.78,9108.78,9108.46,9106.1,9106.43,9107.61,9108.55,9103.22,9103.93,9105.1,9102.6,9104.16,9102.6,9102.6,9101.04,9100.1,9101.04,9100.81,9101.04,9100.95,9104.16,9102.75,9100.95,9104.16,9102.75,9102.28,9101.34,9101.19,9100.25,9099.54,9099.63,9101.43,9099.39,9099.01,9099.39,9095.48
Lower Size(nm),15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634
Upper Size(nm),723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394
Density(g/cc),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Flag,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error 
td(s),0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286
tf(s),5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527
D50(nm),574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103,574.103
Median(nm),18.6607,113.591,89.3587,145.331,74.239,20.5689,89.3756,96.3761,99.9721,103.455,106.384,108.851,110.713,112.696,113.661,115.518,116.846,118.69,119.64,120.609,121.618,122.616,123.149,124.341,124.415,124.858,126.421,127.109,127.512,127.939,128.313,129.23,129.928,130.353,130.767,132.206,131.528,131.865,132.425
Mean(nm),22.6542,119.894,109.873,146.145,137.058,52.9893,96.1143,102.762,106.505,109.839,112.752,115.146,117.035,118.916,119.999,121.649,123.066,124.645,125.59,126.633,127.475,128.401,129.082,130.278,130.291,130.708,132.144,132.804,133.184,133.738,134.091,134.949,135.611,135.966,136.414,138.611,137.068,137.531,137.78
Geo. Mean(nm),20.0703,117.293,90.3319,126.448,113.855,35.8913,79.7238,87.7351,92.4349,96.5174,99.96,102.84,105.065,107.146,108.748,110.387,111.951,113.601,114.65,115.761,116.715,117.699,118.43,119.676,119.772,120.233,121.705,122.371,122.774,123.422,123.82,124.66,125.321,125.655,126.212,127.963,126.841,127.385,127.644
Mode(nm),19.4564,101.815,31.059,51.397,73.6525,16.2531,109.411,113.419,121.881,121.881,126.346,121.881,126.346,121.881,126.346,130.975,126.346,135.773,135.773,130.975,135.773,140.746,145.902,140.746,135.773,135.773,145.902,135.773,145.902,145.902,140.746,140.746,145.902,145.902,140.746,145.902,140.746,145.902,145.902
Geo. Std. Dev.,1.43357,1.2311,1.9215,1.79693,1.80941,2.3355,1.9273,1.82386,1.76038,1.71152,1.67614,1.64585,1.62445,1.60944,1.58415,1.58007,1.56939,1.56196,1.55517,1.54954,1.54312,1.53821,1.53473,1.52934,1.52645,1.52364,1.51903,1.51691,1.51497,1.51036,1.50821,1.50661,1.50489,1.50511,1.50003,1.50848,1.49984,1.49545,1.49481
Total Concentration(#/cm³),18.8009,0.429136,1.16639,0.445227,0.489747,708058,253621,205711,177916,159338,145056,132820,122555,113266,123734,111907,105899,100785,95538.5,90198.1,84462.6,79352.3,74359.6,70084.8,66251.5,71855.2,67205.6,63812,60541.3,57847.3,55179.6,52348,49763.2,46902.1,44090.7,41827.6,45146.3,43633.6,42054
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
