Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Date,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023,5/31/2023
Start Time,13:17:00,13:20:00,13:23:00,13:26:00,13:29:00,13:32:00,13:35:00,13:38:00,13:41:00,13:44:00,13:47:00,13:50:00,13:53:00,13:56:00,13:59:00,14:02:00,14:05:00,14:08:00,14:11:00,14:14:00,14:17:00,14:20:00,14:23:00,14:26:00,14:29:00,14:32:00,14:35:00,14:38:00
Sample Temp (C),22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.4,22.4,22.4,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.2,22.2
Sample Pressure (kPa),79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.2,79.3,79.3,79.3,79.3
Relative Humidity (%),6.6,6.6,6.5,6.5,6.5,6.4,6.4,6.4,6.3,6.3,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.0,6.0,6.0,6.0,6.0,6.0
Mean Free Path (m),8.56046e-008,8.56046e-008,8.56046e-008,8.56046e-008,8.56046e-008,8.56046e-008,8.56046e-008,8.56046e-008,8.56046e-008,8.57125e-008,8.57125e-008,8.57125e-008,8.57125e-008,8.57125e-008,8.57494e-008,8.57494e-008,8.57494e-008,8.57125e-008,8.57125e-008,8.57125e-008,8.57125e-008,8.57125e-008,8.57125e-008,8.58207e-008,8.57125e-008,8.57125e-008,8.56756e-008,8.56756e-008
Gas Viscosity (Pa*s),1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82958e-005,1.82958e-005,1.82958e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82911e-005,1.82863e-005,1.82863e-005
Diameter Midpoint (nm)
121.9,21.367,13.683,7.271,772698.888,570502.568,490225.901,421412.089,372322.803,332492.639,285265.782,257679.092,237004.147,212318.552,193315.990,175215.705,167104.243,154501.605,141143.963,130965.098,119526.887,112499.304,102342.963,96686.130,90067.105,85265.726,79261.287,74801.798,69415.333
126.3,19.201,17.261,11.410,757593.104,578831.211,500389.453,436449.171,385076.099,343435.593,304343.186,273804.117,248015.083,227169.854,207979.183,187089.749,176097.764,164400.478,149011.107,138565.559,129113.924,120114.468,112200.966,103710.070,96739.963,92806.886,84805.411,80678.646,75806.597
131.0,16.470,13.889,1.295,751712.813,586929.996,506374.676,435889.218,393650.698,351907.238,308672.278,284198.451,257227.725,234901.261,215807.116,192394.039,182685.990,170335.810,156778.979,145156.687,135332.828,127969.597,119350.135,111787.551,101076.994,99131.786,89854.876,85450.428,80407.966
135.8,5.831,9.762,3.645,728975.116,587173.550,504861.161,445930.455,395795.922,354476.367,316276.580,288128.260,264137.194,241593.104,219960.073,203454.207,189283.846,177994.076,166252.810,152867.648,140570.705,134572.546,125150.519,117257.410,108691.221,103420.879,95299.333,91108.654,86955.213
140.7,9.817,18.284,2.612,712769.533,580897.780,497216.449,448419.489,393999.250,356634.317,321701.882,293540.084,266277.454,247254.071,229667.502,207489.592,192372.898,183342.604,172631.260,157945.809,147495.019,139572.320,130944.677,121831.735,113888.429,107620.599,100150.904,96398.431,88836.219
145.9,11.132,13.199,24.881,695022.345,571199.346,497170.854,443530.254,397093.998,359466.270,319522.528,295779.027,270796.739,247717.585,230758.255,211329.256,200827.659,189948.537,178094.110,162166.751,150303.944,143322.201,135106.525,128101.268,117584.306,112652.997,105009.870,98363.870,92506.189
151.2,6.065,10.546,13.169,680540.030,555158.194,482552.895,431825.740,390085.667,353429.179,323956.508,292383.214,272609.613,254597.288,231372.811,213342.327,202382.678,189610.714,180654.657,165058.504,156184.551,145121.581,138796.772,131514.963,120282.781,118272.244,108691.828,103994.109,97403.761
156.8,11.047,8.677,18.267,652345.026,533496.768,470867.979,415234.776,382841.060,351364.847,320369.813,293979.039,270876.256,252839.799,233303.016,210762.364,204370.533,193467.012,180287.087,168232.953,156049.271,149489.668,139658.589,133431.032,124529.033,119173.467,111761.517,106165.060,101167.272
162.5,11.269,14.504,10.483,605645.938,503931.940,452484.095,404648.063,370615.968,337559.013,312618.399,289144.792,269000.021,249892.980,232531.881,214750.750,204392.417,193196.533,179886.337,168167.819,157655.608,149421.893,140365.350,134070.802,124994.115,120086.843,115201.846,106771.565,102790.372
168.5,11.129,16.119,16.501,578421.798,478509.090,428165.723,385696.355,352424.844,330925.637,302500.291,280462.455,259393.021,244057.405,227677.460,209975.184,200706.204,190367.727,177739.591,169262.108,157772.738,147468.877,141995.023,133796.264,125561.472,121202.456,114751.959,109663.339,101844.822
174.7,6.795,4.028,14.220,544380.441,442434.502,399525.721,363664.264,335854.283,310557.954,283995.408,267792.359,251932.542,234655.321,218528.249,203901.063,197663.540,186009.736,175961.465,165578.410,158196.428,148320.257,140127.115,134460.669,127218.707,119907.724,113674.045,109295.419,101863.972
181.1,0.000,13.727,7.056,503988.203,402589.665,369290.153,338584.513,312959.563,294164.172,270424.106,252424.464,238463.614,223706.275,209404.518,197001.507,189667.203,181332.992,170621.389,159584.661,150906.447,144198.679,137632.934,133523.955,125385.721,119768.413,113654.165,107800.690,101743.005
187.7,11.216,12.666,6.750,457795.293,369906.584,337035.343,310748.584,289893.974,273952.301,254289.209,238456.877,224634.581,212753.326,198119.474,188194.921,180034.756,173501.748,165338.418,154180.329,145414.943,140336.352,133445.684,128128.244,121391.862,116379.782,111196.488,106482.969,99724.345
194.6,7.805,22.373,14.366,405789.204,332521.325,305320.466,282991.655,262131.924,251276.389,232147.087,220204.656,208406.755,197129.899,187557.144,176512.155,169730.569,165144.731,157239.477,148517.170,139377.940,134488.694,127097.776,124288.319,117265.858,110870.325,106657.863,102173.139,96720.577
201.7,15.885,13.041,19.486,358413.648,295674.566,271977.058,252278.998,237854.246,227089.441,212707.581,201621.118,194127.556,182841.192,174053.124,161208.241,159058.813,153838.812,145806.674,138967.177,132360.453,127621.385,121130.334,117917.559,112344.902,106850.051,102359.008,99313.739,93029.449
209.1,16.237,2.415,21.559,306883.008,255535.468,236225.029,220716.067,209180.246,201996.522,191233.125,181454.965,175514.353,165865.846,159153.100,148190.490,145783.370,141863.781,137153.897,128338.404,123989.257,119395.998,114260.543,111283.166,104995.132,99724.981,96610.778,92490.701,87522.352
216.7,10.166,14.581,11.163,264565.532,218243.435,204467.644,189648.760,183007.082,174975.521,168931.453,162495.924,156180.719,149572.737,142755.309,134574.662,133673.213,129980.556,125876.586,118638.820,114282.685,110860.316,105233.546,102037.252,97615.125,94935.474,88457.520,87044.142,83010.753
224.7,5.066,4.604,7.615,222458.009,179941.005,172211.383,163671.078,156864.369,152467.602,147333.287,141415.267,136550.956,132913.196,127918.596,120980.727,118648.371,117686.585,110903.659,106895.199,103876.560,100777.277,96760.597,93235.834,89927.459,87226.656,82910.787,80235.482,77013.681
232.9,14.751,8.134,9.326,181793.788,151624.750,142568.541,135759.534,132626.156,130672.762,125986.078,121572.011,118816.456,113952.962,111140.202,105581.439,104144.812,104283.705,99589.672,95664.138,92558.098,89341.957,87587.689,83734.751,81241.858,78296.346,76070.924,73326.878,69377.951
241.4,0.000,8.374,8.723,146794.517,123610.365,116608.831,113074.686,110061.363,109434.807,104956.279,100935.338,99366.924,97587.447,96537.280,91460.641,90930.729,90233.702,86803.988,84378.827,81233.199,81119.616,77679.048,75677.513,73427.699,69504.720,68193.934,65020.860,62784.760
250.3,4.433,1.196,2.642,115604.732,97762.504,91938.502,91648.391,89542.915,88799.808,86335.978,83290.795,83375.146,80973.784,80603.522,76987.990,79123.597,77547.192,75208.205,72739.760,70096.178,69529.367,67267.553,65863.661,64884.535,62175.970,60214.514,58163.782,55748.098
259.5,7.972,0.534,7.900,89931.554,76421.334,72221.847,72454.406,71545.806,71462.697,69570.816,68743.563,69084.091,67746.672,66146.235,63913.354,66135.329,65102.168,65370.253,62600.476,60535.282,60601.914,59116.872,57968.127,56302.035,54451.022,53130.653,50596.634,48497.413
269.0,0.000,8.807,4.775,66233.217,58463.515,55421.978,55672.247,55352.237,55413.272,55919.188,54596.848,56076.670,54558.591,53961.887,52448.852,54321.075,54115.014,52766.397,51610.622,50898.869,50598.452,49139.769,48803.051,47324.242,46296.385,44659.754,43009.184,42446.035
278.8,13.711,0.000,5.954,48707.779,43971.700,41178.213,41039.463,41741.382,42476.431,43449.096,42512.443,43783.402,43181.226,42712.921,41924.918,43618.566,44500.344,43546.185,42729.939,41827.249,42048.175,41441.597,40286.698,38509.223,38354.078,37957.315,36747.881,35738.807
289.0,12.518,1.432,6.768,33966.254,31779.033,30441.879,30762.896,31014.693,31896.024,32967.695,32621.059,33301.957,33318.025,33944.577,33929.799,34300.776,35008.974,35370.491,34526.658,33806.349,34325.943,33896.652,32697.461,32212.694,31938.071,31601.253,30621.707,29751.645
299.6,2.155,0.050,7.180,23571.916,22083.726,21423.348,22205.501,21914.391,23802.029,23948.887,24213.851,24972.189,25454.868,25829.535,24880.591,27119.309,27079.555,26876.630,26685.736,26422.508,27352.902,26783.883,26334.944,25714.271,25689.118,25623.839,24619.791,23853.232
310.6,2.571,10.648,0.433,16291.661,15094.083,14933.077,15757.010,15718.768,16770.367,17169.071,17431.524,18204.088,19624.340,19036.192,19119.480,20068.828,21114.944,20804.604,20436.756,20227.954,20909.493,21800.551,20733.315,20313.412,20375.701,19953.751,19749.673,19616.127
322.0,4.274,2.699,1.990,10733.882,10192.829,10152.095,10867.053,11161.679,11672.537,11954.175,12268.627,12980.765,13956.305,13720.556,14293.506,14449.180,15555.313,15764.790,15595.299,15727.310,16095.779,16424.542,15922.867,15861.114,15516.666,15822.117,15887.981,15491.513
333.8,8.167,8.765,6.662,7134.106,6657.163,6632.820,7152.443,7666.698,7796.885,8250.386,8581.086,8865.071,9554.952,9911.356,10067.937,10474.354,11457.520,11410.308,11676.033,11581.420,11987.382,12152.902,11986.637,11966.360,12110.427,11835.159,11872.310,11630.193
346.0,0.000,4.226,0.000,4611.479,4287.066,4310.057,4844.782,5038.892,5436.167,5388.376,5586.402,6179.879,6537.593,6935.445,6932.386,7362.738,8001.825,8066.790,8350.389,8471.768,8830.712,9045.544,8865.901,8840.357,8763.605,8887.512,8756.298,8921.254
358.7,11.293,5.614,4.517,2977.014,2609.250,2667.146,2953.089,3290.733,3474.608,3584.047,3451.821,4147.971,4303.640,4715.909,4679.310,4993.705,5509.646,5587.922,5787.750,6111.275,6357.471,6422.292,6301.939,6438.688,6272.692,6329.847,6389.504,6252.481
371.8,4.587,16.375,2.294,1938.084,1754.356,1859.354,1751.231,2092.515,2211.314,2338.033,2411.303,2775.433,2792.128,3017.383,3229.088,3498.404,3887.163,3792.561,4105.393,4224.606,4406.490,4790.378,4363.263,4584.914,4380.999,4829.048,4559.083,4535.367
385.4,6.991,13.856,5.879,1208.423,1129.531,1130.584,1227.331,1161.290,1398.009,1434.238,1358.052,1723.541,1861.199,1887.694,2060.830,2338.016,2561.002,2516.002,2736.885,2917.185,2879.208,3013.878,3134.689,3108.565,3172.730,3203.087,3083.865,3279.724
399.5,16.486,0.000,8.707,787.173,803.587,635.512,688.339,761.192,786.726,804.979,1035.607,893.108,1205.431,1171.655,1222.745,1365.680,1685.100,1579.461,1659.984,1803.109,1872.376,2061.428,2077.348,2119.074,2205.542,2208.912,2304.014,2224.101
414.2,2.394,9.575,2.394,590.017,443.644,397.152,448.664,486.863,447.693,524.854,590.653,571.763,717.700,759.079,796.975,962.082,1001.077,1078.389,1104.457,1259.066,1346.524,1413.001,1319.178,1438.408,1372.180,1490.098,1488.456,1538.667
429.4,14.604,2.434,7.302,323.466,296.304,281.462,305.183,292.732,287.472,346.610,311.537,396.628,434.551,453.771,460.079,580.783,600.928,643.103,731.026,800.414,867.001,929.342,827.595,881.453,925.949,1030.496,1038.236,1057.594
445.1,4.951,2.475,0.000,295.385,245.826,201.169,152.786,194.200,173.358,203.124,242.582,230.890,266.847,255.650,240.705,353.378,403.589,398.212,416.956,509.317,491.923,531.868,581.206,614.473,557.388,671.147,661.093,695.101
461.4,2.519,5.038,5.038,197.979,154.904,134.645,140.800,113.922,137.103,135.529,134.173,128.907,169.762,140.408,179.488,229.835,237.805,241.568,264.077,318.776,315.908,316.650,340.800,406.796,366.628,408.187,356.436,475.509
478.3,0.000,7.691,2.563,148.688,106.169,144.486,78.882,79.058,88.571,69.400,69.988,139.094,93.931,87.332,105.407,113.259,130.393,148.461,121.941,190.028,197.805,224.092,216.494,202.490,238.033,238.168,225.531,275.995
495.8,5.188,2.594,0.000,102.802,88.119,75.099,43.770,142.618,61.241,57.972,55.348,70.371,72.534,50.183,94.672,67.265,77.914,68.238,98.650,90.295,96.947,107.347,120.332,124.713,136.604,149.294,161.386,178.795
514.0,2.642,7.925,2.641,69.656,60.706,58.019,38.099,72.879,36.380,30.911,28.266,35.832,30.565,64.784,41.359,53.281,59.761,51.476,85.774,42.122,68.174,74.332,78.505,78.474,80.328,80.604,94.621,114.483
532.8,2.691,2.691,2.691,51.132,61.845,83.287,33.542,26.517,13.236,20.994,28.797,33.896,15.569,35.347,22.484,28.433,19.952,28.843,38.986,32.793,30.868,61.112,63.487,36.104,40.583,58.351,62.079,55.846
552.3,0.000,2.743,0.000,52.112,41.913,45.404,43.324,24.322,24.283,21.396,16.008,8.343,42.315,27.067,8.150,13.418,21.260,16.034,2.649,37.362,31.679,16.360,37.130,39.424,37.227,44.699,31.939,28.859
572.5,0.000,0.000,2.797,59.030,57.852,45.834,30.533,22.043,8.253,27.268,16.321,13.169,13.482,21.198,29.293,21.235,24.386,13.623,21.508,5.346,13.142,18.528,24.152,8.039,15.845,18.476,23.877,18.724
593.5,5.666,0.000,5.666,59.183,42.459,35.529,19.684,13.957,11.147,13.813,8.268,10.980,5.464,24.748,19.047,19.047,16.470,8.281,30.196,25.498,24.371,10.892,13.593,19.004,10.901,5.407,5.446,16.259
615.3,0.000,0.000,0.000,30.870,14.440,33.007,25.821,14.240,22.747,19.730,14.059,22.404,11.149,0.000,22.210,11.105,5.601,11.265,5.583,12.665,16.577,2.778,8.321,2.770,11.122,11.034,11.112,22.120
637.8,0.000,5.901,0.000,21.596,38.322,33.746,17.572,11.628,8.707,12.676,8.611,17.151,11.380,17.124,20.902,5.668,11.435,14.374,14.247,0.000,0.000,5.672,14.157,5.655,5.676,0.000,14.179,0.000
661.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),1.23,1.23,1.23,1.23,1.23,1.23,1.24,1.25,1.25,1.26,1.26,1.27,1.27,1.27,1.28,1.28,1.27,1.26,1.27,1.29,1.29,1.28,1.28,1.28,1.28,1.29,1.28,1.28
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.96,10.96,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.96,10.97,10.97,10.98,10.97
High Voltage (V),9141.67,9141.67,9141.67,9141.67,9141.67,9141.40,9141.12,9139.21,9136.77,9133.82,9130.85,9130.04,9128.69,9127.09,9129.72,9127.31,9127.31,9128.69,9130.58,9127.62,9124.15,9124.15,9126.02,9123.07,9124.95,9126.28,9122.06,9124.45
Lower Size (nm), 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0
Upper Size (nm),723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4,723.4
Density (g/cm³),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
td + 0.5 (s),1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
tf (s),5.87,5.87,5.87,5.87,5.87,5.86,5.85,5.84,5.84,5.82,5.82,5.81,5.81,5.81,5.80,5.80,5.81,5.82,5.81,5.79,5.79,5.80,5.80,5.79,5.80,5.79,5.80,5.79
D50 (nm),642.3,642.3,642.3,642.3,642.0,641.7,639.7,637.0,636.4,633.2,632.3,630.9,629.2,630.3,627.8,627.8,630.9,632.9,629.7,626.1,626.1,628.0,627.5,626.8,628.3,625.5,628.0,626.3
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),102.256,109.038,100.503,99.028,112.482,118.885,123.162,127.338,130.304,133.257,135.631,138.517,140.578,142.403,144.105,146.228,147.812,149.344,150.928,152.554,153.942,155.227,156.467,157.658,158.517,160.110,160.693,161.534
Mean (nm),144.636,147.868,138.845,104.761,116.395,122.960,127.650,131.863,135.189,138.258,140.756,143.744,145.860,147.923,149.673,151.906,153.734,155.284,156.931,158.664,160.325,161.664,162.754,163.902,165.020,166.484,167.165,168.250
Geo. Mean (nm),109.967,108.238,104.728,88.993,100.948,109.079,114.690,119.440,123.116,126.389,129.091,132.132,134.286,136.434,138.164,140.370,142.139,143.677,145.277,147.010,148.642,149.861,150.982,152.007,153.181,154.553,155.240,156.270
Mode (nm),73.653,117.574,85.053,109.411,135.773,130.975,140.746,145.902,145.902,151.247,145.902,151.247,151.247,156.788,162.531,162.531,156.788,151.247,168.485,174.658,156.788,168.485,174.658,174.658,168.485,162.531,168.485,162.531
Geo. Std. Dev.,2.075,2.233,2.141,1.825,1.785,1.692,1.636,1.601,1.576,1.559,1.545,1.535,1.527,1.519,1.515,1.510,1.507,1.504,1.502,1.498,1.495,1.495,1.493,1.494,1.490,1.489,1.488,1.487
Total Conc. (#/cm³),1.309801e+001,1.286413e+001,1.218882e+001,4.658939e+005,3.020060e+005,2.448960e+005,2.084571e+005,1.805773e+005,1.613866e+005,1.431622e+005,1.296339e+005,1.177333e+005,1.081603e+005,9.962924e+004,9.106460e+004,8.633010e+004,8.168317e+004,7.624147e+004,7.075853e+004,6.605125e+004,6.269218e+004,5.906599e+004,5.614475e+004,5.273703e+004,5.013740e+004,4.722944e+004,4.504037e+004,4.240492e+004
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
