Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_FreshSmoke_HRH_20230412.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Gas Density,0.0012
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Date,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23,04/12/23
Start Time,10:55:00,10:58:01,11:01:00,11:04:01,11:07:00,11:10:01,11:13:00,11:16:01,11:19:00,11:22:01,11:25:00,11:28:01,11:31:00,11:34:01,11:37:00,11:40:01,11:43:00,11:46:01,11:49:00,11:52:01,11:55:00,11:58:01,12:01:00,12:04:01,12:07:00
Diameter Midpoint
113.4,133.395,655.616,323.771,56109.6,29434.2,40179.2,24344.5,27529.2,27372.4,24680.9,22510.1,19360.3,16628.5,22665.4,15664.7,15046.9,16405.1,11699.6,15803.4,13699.5,11578.6,11930.5,9856.68,8683.88,9918.2
117.6,298.795,434.334,98.3435,56902.7,33248.8,45981.8,22798.6,28561.9,29821.6,27493.9,21921,19402.7,18831,22701.7,17143.7,16947.3,17435.9,13422.5,17655.8,15394.8,10231.8,12721.3,11447.2,8941.8,10860.3
121.9,274.876,248.497,388.339,61360.9,35242.6,45283.8,24068.5,27617.9,29986.4,29892.1,22654.1,20424.1,20587.7,24487.4,17035.8,17071.9,15389.6,12913.4,17404.9,16502.8,12598.2,15031,13428.6,8871.79,10726.9
126.3,473.166,916.563,506.653,59898.7,39511.2,44664.6,25325.4,27144.7,34507.4,31884.3,26169,28624.5,20523.5,27554.6,17809.1,15655,18396.2,14336.2,17218.2,14934.9,12152.3,14354.4,12655.9,11032.3,9939.77
131.0,779.029,269.446,542.522,67430.3,39615.5,46933.2,24726.1,30515.3,32101.2,34441.4,23119.9,27600,20895.7,28664.6,19811.4,16886.2,17920.1,16198.8,17077.5,19042.7,14333,15092.7,12351.9,11083.4,11995.6
135.8,287.313,687.438,392.776,69996.6,36020,45669.5,30079,33117.9,34352.2,35395.8,27372.9,24926.3,25932.5,29019.9,20489.3,18519.1,19051.8,16803.9,17502,18571.2,14144.8,16333.6,12089.8,10534.1,10926.1
140.7,203.721,450.996,249.561,70581.5,38453.7,54829.5,29651.5,31709.6,36710.1,37106.8,27386.2,27000.2,22689.4,31780.6,22802.7,19426.7,20146.8,18447.2,17825.9,17140.2,15252.5,16455.9,14020.9,13052,12185.1
145.9,0,377.468,391.281,71532.2,38171,54163.8,35074.7,36557.3,37177,35712.1,29426.7,30271.1,24889.2,34166.6,22111.3,20028,20645.5,15423.8,17960.5,18226.2,18034.1,17638.6,13772.3,13681.6,11015.6
151.2,336.677,591.6,256.184,72073.7,41376,51836.5,35134.3,36829.6,37173.2,38032.6,31644.8,26616.3,25412.9,31861.3,24591.1,18999.2,22123.1,14453.6,17979.1,18614.9,15997.8,18669.7,13784.2,13655.5,14066.8
156.8,714.502,380.75,285.084,64784.4,42299.7,56583.7,37948.4,39968.2,38212.6,37811,31410.4,29669.8,28711.3,32963.2,25878.4,19669.1,23868.9,15545.4,19230,19261.7,16426.3,17849,15342.5,14608.4,12210.3
162.5,402.424,427.554,399.847,61743.8,45977.1,53723.5,37575.2,34690.9,41418.8,40059.7,35064.9,28794,27587.8,35385.8,23568.8,18784.1,22138.8,16077.8,18124.7,18107.9,16094.7,19156.6,13724.8,13451.5,12115.8
168.5,135.737,581.356,173.344,61117.1,44143.6,53022.3,35047.2,36207.2,41333.2,39181,32423.7,26812.4,28552.4,34371.5,22889.6,16702.1,23816.3,17479.9,18263.8,18229.4,17116.1,17728,13772.4,14954.2,14745.1
174.7,752.003,353.425,384.74,61821.4,45619.8,49141.5,80069.2,34455.1,43528,40959,31564.6,31764.9,29984,33707.7,24458.5,19090.2,21082.8,17194.7,19148.6,18216.2,15459.2,18763.6,14956.8,18854.5,13299.4
181.1,364.442,304.739,214.232,56805.5,43876.9,51059.1,83401.5,32628.7,40265.3,37837,28902.7,29747.3,28258.8,33807.2,24262.5,18477.8,22083.8,18018.8,19079.6,17315,16606.2,19058.4,13445.2,17462.7,11853.2
