Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_FreshSmoke_MRH_20230410.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Gas Density,0.0012
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Date,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23,04/10/23
Start Time,11:52:00,11:55:00,11:58:00,12:01:00,12:04:00,12:07:00,12:10:01,12:13:00,12:16:01,12:19:00,12:22:00,12:25:00,12:28:00,12:31:00,12:34:01,12:37:00,12:40:00,12:43:00,12:46:00,12:49:00,12:52:00,12:55:00,12:58:00,13:01:00
Diameter Midpoint
478.3,0,0,0,0,48.0663,71.4359,104.028,111.491,88.6698,65.3005,81.265,79.39,89.94,80.544,112.098,136.796,64.6951,66.5124,104.145,88.7286,80.0537,103.481,55.3569,56.6262
495.8,0,0,0,0,16.2428,88.6087,9.46679,39.8804,48.0018,47.3293,41.28,48.6748,40.6074,57.4691,16.9157,48.7291,56.8505,32.4859,48.729,16.243,49.4016,65.6447,17.5884,41.2802
514.0,0,0,0,0,24.8841,34.6081,38.6363,1.42926,26.3134,18.0188,16.5895,6.88667,13.7522,42.9032,24.8844,55.2264,16.5896,0,0,8.29481,13.7522,0,41.4741,16.5896
532.8,0,0,0,0,0,16.827,2.878,25.2406,8.41352,8.41356,8.41356,19.7052,11.2916,16.8272,16.8272,2.87803,16.8272,8.41358,8.4136,8.41361,11.2916,8.4136,0,8.4136
552.3,0,0,0,0,25.6079,17.8041,0,0,8.53597,8.53601,8.53601,0,9.26825,0.732219,0,17.0721,9.26827,17.0721,0,17.0721,0,0,0,0
572.5,0,0,0,0,17.4567,16.708,0,0,0,26.1852,8.72839,6.00124,25.4365,7.97969,0,0,25.4366,0,0,0,0,8.72843,0,0
593.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scan Up Time(s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time(s),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Down Scan First,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Impactor Type(cm),0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071
Sheath Flow(lpm),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Aerosol Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CPC Inlet Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CPC Sample Flow(lpm),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Low Voltage,10.8853,10.888,10.8966,10.8788,10.8806,10.8857,10.8692,10.8641,10.8641,10.8336,10.8364,10.8199,10.8066,10.8066,10.7874,10.7737,10.781,10.8015,10.7823,10.7782,10.796,10.7823,10.7663,10.7851
High Voltage,9056.64,9057.14,9056.84,9053.63,9052.1,9054.87,9051.9,9049.14,9049.14,9045.45,9045.95,9042.96,9038.69,9038.69,9035.19,9032.68,9032.17,9035.92,9032.42,9031.66,9034.92,9032.42,9027.63,9032.92
Lower Size(nm),15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634,15.9634
Upper Size(nm),723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394,723.394
Density(g/cc),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Title,,,,,,,,,,,,,,,,,,,,,,,,
Status Flag,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error ,Conditioner Temperature Error 
td(s),0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286
tf(s),5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527,5.51527
D50(nm),572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115,572.115
Median(nm),21.8738,24.9504,20.1675,27.6794,117.094,130.655,138.229,143.414,150.643,153.38,155.824,154.744,158.625,160.863,162.44,162.862,163.805,164.322,165.062,164.851,165.421,165.449,165.009,165.696
Mean(nm),28.3323,30.4007,26.92,46.3048,126.654,133.193,140.544,145.9,152.718,155.889,158.157,158.102,161.849,164.184,165.735,166.522,167.813,168.286,169.067,169.204,169.794,170.173,169.63,170.614
Geo. Mean(nm),26.0254,26.9625,24.7167,35.3442,109.897,113.101,122.409,129.202,136.771,140.796,143.396,144.092,148.084,150.843,152.448,153.631,155.133,155.738,156.688,157.038,157.629,158.146,157.657,158.812
Mode(nm),21.6739,25.0287,19.4564,16.2531,47.8286,174.658,174.658,168.485,168.485,168.485,181.056,174.658,174.658,181.056,174.658,168.485,187.688,181.056,181.056,174.658,187.688,181.056,174.658,181.056
Geo. Std. Dev.,1.46265,1.57218,1.46237,2.01138,1.73034,1.85068,1.75528,1.69094,1.64821,1.61406,1.59715,1.57441,1.55919,1.5417,1.53667,1.52355,1.51449,1.50954,1.50295,1.49619,1.49461,1.48956,1.48892,1.48194
Total Concentration(#/cm³),3.44228,3.02063,2.90065,2.46502,152781,124313,98707.4,83656.5,75833.7,70469.8,60920,56038.6,52682.3,50410.8,45092.5,43472.7,40332.2,38135.9,34933.8,33231.8,30878.8,29165.7,25219.7,24627.3
Comment,,,,,,,,,,,,,,,,,,,,,,,,
