Sample File,C:\Users\VanceLab\Desktop\CASA_InLabTests\DryDecay\SMPS_20221010_FreshSmoke_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,dw/dlogDp
Weight,Number
20,10/10/2022,17:25:00,22.8,80.6,24.4,8.45116e-008,1.83149e-005,,1846.977,953.171,602.259,262.250,140.960,109.119,111.832,100.681,103.076,119.525,155.316,168.514,339.739,332.349,435.332,518.171,715.433,789.079,1173.051,1396.391,1614.088,1895.461,2169.576,2510.805,3130.194,3362.242,4152.789,4756.629,5268.585,5839.362,6681.201,8723.117,10127.243,11729.362,13524.148,15476.700,18094.588,21435.808,23816.847,27704.181,30581.153,35045.861,33965.054,35926.291,38464.719,43013.128,45780.126,49666.969,53509.797,61370.723,69976.468,75963.260,85660.664,97312.590,105343.101,118617.846,133489.149,141767.125,156406.241,170361.871,182744.498,196754.320,211012.556,225801.283,237088.219,246226.230,253280.347,258893.367,262695.390,263876.937,263055.748,257411.944,247998.669,239693.379,222773.045,204757.009,191359.637,172614.450,154178.969,134905.111,115776.801,96939.744,79394.764,63552.976,50732.066,38600.061,28930.225,20704.019,15031.041,10711.403,6890.758,4725.634,2984.937,1778.065,1142.038,533.691,359.639,258.490,203.949,98.593,60.311,47.522,27.705,21.209,10.752,18.305,7.428,0.000,155,4,50,1,3.000,1.05,0.00,10.27,9666.23, 15.4,749.9,1.000,1.53,6.13,705.9,ON,172.497,177.168,163.996,187.688,1.512,1.054886e+005,,VanceLab,,,,,Normal Scan,
21,10/10/2022,17:28:00,22.8,80.6,24.0,8.45116e-008,1.83149e-005,,1906.347,883.321,618.567,208.671,171.166,71.189,84.976,83.901,58.608,102.773,139.332,201.460,235.683,297.787,362.842,502.603,588.796,785.994,939.788,1044.783,1334.467,1674.216,1782.883,2261.426,2546.006,3200.640,3385.811,4299.215,4903.601,5274.106,5970.502,6702.834,8922.219,10114.401,12220.125,13492.486,15979.139,17765.337,20919.717,24644.792,28536.743,32530.899,32227.783,32887.346,34560.840,39812.362,44538.589,47194.851,52222.316,56847.715,63192.542,71050.152,80197.483,87413.624,98286.990,108810.305,119832.373,132960.971,145919.996,160020.171,173137.812,187455.522,199561.447,213257.781,221254.878,230334.590,239641.901,246682.443,249269.941,246699.046,243943.197,239623.240,234331.864,224465.539,211427.076,195926.078,180546.688,162988.616,144669.168,127920.293,108618.488,91465.760,75949.432,61964.872,49208.365,37361.265,28360.590,20044.114,14256.161,9555.455,6250.658,4359.073,2805.742,1804.468,948.972,643.225,384.308,224.269,139.058,108.454,36.858,50.917,13.853,28.279,10.752,10.983,7.428,0.000,155,4,50,1,3.000,1.05,0.00,10.27,9665.91, 15.4,749.9,1.000,1.53,6.13,705.9,ON,173.008,177.823,164.763,181.056,1.507,9.896055e+004,,VanceLab,,,,,Normal Scan,
22,10/10/2022,17:31:00,22.8,80.6,23.6,8.45116e-008,1.83149e-005,,1941.036,855.226,522.221,240.828,151.030,66.380,39.283,114.205,44.889,90.590,96.467,119.620,205.039,268.988,283.682,397.217,520.039,660.407,781.631,875.725,942.155,1341.819,1485.724,1817.771,2345.391,2840.302,3081.413,3546.788,4053.435,4784.537,5655.306,6521.068,7861.709,9681.961,11153.519,12409.868,14722.179,17425.943,19981.262,22630.323,25650.043,29232.144,28509.298,29691.965,32498.042,34815.688,40367.874,42786.465,47866.261,53358.113,58707.214,67543.552,77230.805,82680.813,92610.313,103846.925,114533.036,125057.643,138399.758,150612.382,161701.566,175719.190,185722.798,196650.624,205825.727,218058.285,224488.398,228842.529,229402.138,232073.509,230082.097,227522.286,220336.798,212640.422,200064.864,186146.709,173363.366,155799.385,138952.338,122358.825,104779.435,89670.047,74544.299,61007.269,48198.949,36797.017,27197.293,20049.749,14258.760,9719.344,6588.979,4277.454,2737.627,1587.049,987.942,527.488,350.721,189.442,104.710,77.730,56.962,30.550,26.595,15.274,7.168,7.322,14.202,0.000,155,4,50,1,3.000,1.05,0.00,10.27,9665.91, 15.4,749.9,1.000,1.53,6.13,705.9,ON,173.696,178.735,165.650,187.688,1.506,9.325182e+004,,VanceLab,,,,,Normal Scan,
23,10/10/2022,17:34:00,22.8,80.6,23.2,8.45116e-008,1.83149e-005,,1601.800,961.551,581.617,320.650,70.303,56.755,82.585,39.771,23.603,67.859,95.567,116.249,146.534,228.986,230.676,384.704,316.692,490.695,590.363,889.857,976.323,1206.796,1268.160,1529.755,1931.214,2272.776,2691.989,3215.416,3778.820,4277.203,5177.241,5677.244,7158.540,8555.578,10220.506,11443.648,13880.164,15270.661,17883.328,19810.672,22629.149,27099.968,26887.734,27293.149,29530.146,33471.415,35625.728,41006.264,44007.881,49874.412,55703.145,60485.857,67005.065,77333.815,84527.581,97236.547,105937.767,117535.473,131634.811,139311.112,153720.687,164251.844,178990.277,188831.180,197168.022,203705.145,211157.180,213636.651,220085.579,219493.333,214305.262,213842.222,209034.987,199783.271,186124.180,174628.010,161083.477,146388.991,128784.248,113252.150,98913.785,82128.265,68552.546,55722.100,44016.248,33550.516,25219.999,18438.658,13399.127,8812.683,5861.189,3811.780,2483.000,1479.970,944.538,607.734,288.105,154.327,100.201,65.601,30.098,16.939,24.195,10.584,14.308,7.308,3.707,0.000,155,4,50,1,3.000,1.05,0.00,10.27,9665.91, 15.4,749.9,1.000,1.53,6.13,705.1,ON,173.743,178.796,165.923,181.056,1.500,8.722788e+004,,VanceLab,,,,,Normal Scan,
24,10/10/2022,17:37:00,22.8,80.6,22.8,8.45116e-008,1.83149e-005,,1864.400,1039.927,375.310,296.989,89.710,103.278,62.051,33.231,24.588,63.263,75.792,93.768,153.476,197.358,189.155,232.280,298.510,352.273,502.106,677.312,864.262,948.937,1094.232,1406.881,1892.616,2069.150,2314.818,2610.338,3074.828,3613.134,4146.286,4974.771,6208.635,7401.338,8533.194,9720.586,11528.967,13778.952,16095.494,18081.507,20878.559,23891.945,23651.002,22967.812,26907.393,29032.378,33201.975,35805.526,39098.363,41863.637,48201.948,55758.946,62163.347,69691.840,78625.340,85963.312,94681.936,106457.733,114345.934,127679.535,140421.934,151704.251,160839.564,171996.761,183548.598,187082.608,195873.798,202609.306,205308.242,203908.197,206748.083,198723.464,193600.979,187303.625,176965.691,165206.005,154310.596,140480.759,124923.692,109487.262,93536.047,78886.849,67163.671,53549.771,43439.028,32833.982,24341.281,17446.272,12206.500,8739.101,5852.276,3828.000,2425.322,1396.035,964.995,538.969,367.724,197.455,102.922,50.286,41.825,40.419,24.055,3.507,3.556,10.899,3.685,0.000,155,4,50,1,3.000,1.05,0.00,10.27,9665.26, 15.4,749.9,1.000,1.53,6.12,702.8,ON,175.576,180.514,167.684,194.564,1.497,8.089047e+004,,VanceLab,,,,,Normal Scan,
25,10/10/2022,17:40:00,22.8,80.6,22.5,8.45116e-008,1.83149e-005,,1790.405,838.655,434.872,233.052,99.554,75.017,53.122,41.488,33.506,12.790,84.587,88.028,147.921,160.942,132.528,194.181,298.128,288.676,422.079,572.222,770.604,900.955,1050.421,1093.126,1444.482,1773.000,1954.556,2526.963,2608.219,3403.123,3918.448,4458.293,5551.287,7235.883,8017.388,9514.306,10840.577,12212.452,14952.518,16346.147,18754.009,21804.286,21100.590,20728.024,23562.745,25611.695,27932.735,32298.837,36974.225,39565.599,45498.237,53398.738,58553.725,65950.938,75048.454,83975.264,94713.481,102879.143,113594.817,121807.003,132895.038,142735.475,149321.821,160756.634,167423.062,174908.656,181418.588,186616.611,192310.661,192341.671,190226.455,187497.011,182172.319,172885.551,166077.533,154507.615,142422.462,130091.032,116885.797,101658.673,88862.779,74544.808,61587.608,49646.351,39411.742,30438.011,22980.085,16721.552,11730.083,8526.034,5510.353,3381.432,2272.153,1291.262,856.385,511.083,238.679,194.730,76.723,52.128,39.859,23.555,17.166,21.026,24.870,3.629,11.045,0.000,155,4,50,1,3.000,1.05,0.00,10.27,9663.34, 15.4,749.9,1.000,1.53,6.12,702.5,ON,175.359,180.397,167.666,187.688,1.493,7.569461e+004,,VanceLab,,,,,Normal Scan,
26,10/10/2022,17:43:00,22.8,80.6,22.1,8.45116e-008,1.83149e-005,,1598.258,807.784,475.883,266.238,149.329,18.754,35.414,33.192,42.396,44.444,45.948,57.538,71.215,91.863,192.545,180.160,173.678,385.444,346.646,460.386,563.453,765.859,979.252,1020.427,1257.642,1599.886,1853.504,2137.571,2571.137,2775.687,3413.682,3986.712,5134.062,6186.565,7503.444,8833.991,9579.185,11550.668,13571.982,16024.772,17730.335,20471.990,20417.982,19813.500,22530.691,25015.734,27870.580,30267.120,34186.257,36705.863,42682.844,47557.936,52417.907,59080.275,67087.222,73319.864,82798.173,90943.604,101573.618,113311.195,122573.257,135036.971,143585.150,151347.157,161758.004,167463.902,174072.559,177080.521,181024.631,181796.204,179266.845,176413.666,170830.704,164342.116,157164.330,146692.650,134133.191,122869.504,110753.309,96173.471,83792.556,71092.331,58678.673,48002.085,38628.445,29403.862,22201.313,16106.610,11491.318,7610.288,5303.675,3533.099,2039.218,1336.254,712.585,527.436,284.179,138.186,77.704,54.386,36.538,27.462,20.047,7.009,3.553,25.332,11.119,0.000,155,4,50,1,3.000,1.05,0.00,10.27,9663.02, 15.4,749.9,1.000,1.53,6.12,702.5,ON,176.031,181.183,168.469,187.688,1.492,7.106395e+004,,VanceLab,,,,,Normal Scan,
27,10/10/2022,17:46:00,22.8,80.6,21.8,8.45116e-008,1.83149e-005,,1462.462,791.120,372.475,317.400,208.799,93.655,35.372,16.574,19.066,52.243,54.508,50.580,102.388,52.669,114.628,130.592,210.221,254.613,326.815,428.529,484.587,780.251,800.388,1018.891,1139.967,1406.650,1699.489,1967.269,2307.517,2766.734,3039.374,3503.996,4435.134,5498.005,6640.034,7430.338,9332.036,10496.945,12438.728,14182.885,17091.492,19533.579,19271.985,19392.565,21615.459,23489.726,26242.036,29648.940,32647.926,35570.103,40817.658,45876.717,51956.064,56886.553,65311.503,71363.505,79993.448,86674.774,96446.378,107901.603,115357.266,123451.013,134299.643,142452.592,149600.336,156092.848,162381.420,164410.617,166687.351,169063.316,167566.708,164952.563,160477.493,153931.675,146749.225,138739.380,128131.118,115306.010,102920.234,90246.939,79705.428,67879.127,55703.410,46257.245,36942.892,28449.617,21041.224,15487.283,10927.108,7665.286,4863.683,3267.161,1918.470,1195.785,687.910,465.805,256.252,193.906,83.590,52.077,49.777,6.724,17.149,3.501,14.198,7.252,11.035,0.000,155,4,50,1,3.000,1.06,0.00,10.27,9663.02, 15.4,749.9,1.000,1.53,6.12,702.1,ON,175.863,181.158,168.386,187.688,1.493,6.687760e+004,,VanceLab,,,,,Normal Scan,
28,10/10/2022,17:49:00,22.8,80.5,21.4,8.46166e-008,1.83149e-005,,1342.505,714.664,410.321,188.549,71.510,93.702,26.541,24.875,3.577,38.237,41.060,54.733,34.406,82.999,102.460,115.449,197.101,226.291,311.891,381.945,444.600,577.197,708.379,796.304,1078.594,1088.583,1198.509,1463.802,1968.589,2196.785,2916.372,3138.928,4299.190,5096.885,5934.386,7070.584,8181.401,10037.651,11482.193,13312.726,15545.130,18175.110,18117.117,17348.162,19597.355,22561.837,23801.333,26685.485,29855.070,33885.324,37591.177,41403.701,46710.682,51943.166,60536.501,66305.908,73829.876,82372.380,92610.562,100279.303,111820.158,120105.877,127336.967,136480.035,144513.800,149272.435,153855.044,160594.162,163365.682,163736.650,163095.451,159584.557,156082.200,150328.836,143349.134,134082.539,123511.577,112576.722,102028.300,89687.181,77893.257,64805.867,53167.971,43986.458,34862.338,27274.916,20708.343,15026.073,10331.555,7513.654,4929.234,3177.942,1995.383,1223.297,732.519,442.270,223.185,128.986,67.079,35.808,29.870,26.898,20.582,10.504,6.517,11.475,7.358,0.000,155,4,50,1,3.000,1.06,0.00,10.26,9660.31, 15.4,749.9,1.000,1.53,6.12,702.0,ON,177.064,182.201,169.626,187.688,1.486,6.407275e+004,,VanceLab,,,,,Normal Scan,
29,10/10/2022,17:52:00,22.8,80.5,21.1,8.46166e-008,1.83149e-005,,1221.538,663.263,480.085,172.962,95.878,3.160,17.650,33.086,27.368,24.577,34.513,40.794,35.823,56.154,113.041,122.040,185.609,210.582,289.267,301.023,415.842,580.679,657.751,842.330,967.988,1192.648,1292.135,1514.350,1688.360,2156.444,2585.544,3170.856,3779.122,4879.102,5743.253,7019.648,7685.352,8899.125,10777.838,12222.647,14141.731,16571.180,15970.159,16172.650,17416.200,19881.762,21086.374,25319.158,28211.169,31158.329,36646.855,41322.101,46667.447,52917.570,57152.562,63104.657,71055.606,80554.562,86391.219,94415.984,104470.875,111032.597,120166.902,126590.299,133159.951,138609.493,144460.823,149157.813,150149.305,152613.219,152286.226,149168.811,146731.720,140561.072,132893.003,126031.008,118777.022,108273.638,96681.358,85008.880,73255.950,63244.754,52108.814,42573.312,33857.306,25735.785,19572.857,14402.705,10601.213,7088.735,4717.714,3190.301,1832.805,1203.382,671.939,423.904,237.382,162.287,67.660,38.988,43.063,20.134,17.120,6.989,7.087,0.000,3.672,0.000,155,4,50,1,3.000,1.06,0.00,10.26,9660.31, 15.4,749.9,1.000,1.53,6.12,701.2,ON,177.188,182.504,169.833,187.688,1.487,6.031667e+004,,VanceLab,,,,,Normal Scan,
30,10/10/2022,17:55:00,22.8,80.5,20.8,8.46166e-008,1.83149e-005,,1276.343,802.817,351.181,205.622,103.703,37.298,44.019,16.503,11.650,2.121,27.421,22.123,32.023,54.534,104.119,123.377,120.057,136.719,290.275,311.337,412.293,529.858,525.056,706.063,800.592,997.171,1163.201,1233.318,1551.019,1814.482,2188.759,2591.542,3362.236,4269.552,4935.745,5647.655,7215.889,8492.632,9470.599,11346.138,12970.624,15534.400,15223.813,14893.817,17329.691,19953.177,21219.124,22830.629,27414.825,29591.894,32488.463,36323.285,42372.623,47970.933,53315.842,59709.790,66562.837,74003.820,82083.969,88323.059,96490.868,106137.563,111987.445,119592.057,126841.271,132422.961,136326.068,142004.809,143652.038,145332.885,144578.039,144778.146,141223.147,134611.573,127565.803,120997.076,110864.982,100718.058,91519.843,80841.230,70812.319,60009.750,49680.091,40750.793,32854.958,25114.538,18934.981,14349.371,9926.000,7138.405,4589.254,2983.466,1948.988,1226.254,697.799,445.246,241.772,131.753,70.797,44.591,26.449,13.397,13.669,10.464,10.609,14.450,7.330,0.000,155,4,50,1,3.000,1.06,0.00,10.26,9659.67, 15.4,749.9,1.000,1.53,6.11,700.5,ON,177.936,183.198,170.585,187.688,1.485,5.709339e+004,,VanceLab,,,,,Normal Scan,
31,10/10/2022,17:58:00,22.7,80.5,20.5,8.45802e-008,1.83102e-005,,1030.317,623.691,403.360,147.048,69.102,27.898,70.248,8.230,12.929,3.084,21.193,9.772,7.165,47.270,72.447,91.625,115.488,173.595,194.063,257.564,366.903,482.337,498.807,656.257,761.396,937.927,963.595,1405.191,1316.481,1712.694,1911.649,2416.304,3322.847,3876.159,4621.689,5327.077,6626.728,7601.735,9075.897,11141.775,12880.623,15170.313,13902.797,13446.506,15424.453,18581.772,20130.532,22443.769,24609.120,27212.363,30180.346,35021.705,39487.893,46547.823,52039.710,56822.602,60691.875,68062.219,75500.008,83853.067,91798.924,98952.190,106401.811,113347.883,120392.840,123553.030,128230.501,131249.572,134382.344,136489.321,135760.486,135025.480,131981.955,128338.720,120522.333,113945.668,106337.895,96033.057,87461.089,77244.978,67704.651,57254.759,47587.425,39461.484,31608.316,23641.492,18279.034,13313.849,9531.125,6597.523,4221.888,2764.136,1749.587,1165.232,699.285,470.711,208.906,121.847,82.568,38.837,32.996,23.399,13.642,10.443,10.588,7.210,0.000,0.000,155,4,50,1,3.000,1.06,0.00,10.27,9657.34, 15.4,749.9,1.000,1.53,6.11,699.7,ON,178.239,183.534,170.911,187.688,1.484,5.381984e+004,,VanceLab,,,,,Normal Scan,
32,10/10/2022,18:01:00,22.7,80.5,20.2,8.45802e-008,1.83102e-005,,1297.747,630.047,468.800,188.352,68.846,46.326,17.499,0.000,13.431,34.194,15.936,25.118,34.564,53.645,54.338,44.145,128.873,145.136,153.470,153.357,271.990,379.963,409.444,593.596,617.710,852.298,970.065,1182.967,1423.754,1669.130,1723.824,2231.976,2626.564,3200.500,4141.774,5121.086,5728.691,7205.254,8247.889,10154.315,11690.809,13952.572,13207.999,14322.108,15448.346,17060.641,18481.508,20412.566,22298.041,26653.593,28401.697,31943.555,36764.064,41239.133,44339.546,49750.286,56775.969,63655.200,70687.454,78778.104,83903.895,91383.468,98571.844,104905.794,111983.634,116106.266,121139.570,125056.008,128182.077,128826.039,128705.191,126815.990,124136.424,121669.528,115325.126,108930.472,100956.161,91833.800,82184.455,73186.006,64113.496,54520.739,45890.161,37285.722,29766.679,23093.673,17266.870,12873.125,9156.572,6550.529,4269.937,2803.867,1720.620,1079.917,689.159,383.795,185.275,124.338,75.998,22.590,32.902,16.666,13.603,3.471,17.597,10.785,28.493,0.000,155,4,50,1,3.000,1.06,0.00,10.27,9656.70, 15.4,749.9,1.000,1.53,6.11,698.6,ON,179.166,184.330,171.677,187.688,1.484,5.053106e+004,,VanceLab,,,,,Normal Scan,
33,10/10/2022,18:04:00,22.7,80.5,19.9,8.45802e-008,1.83102e-005,,847.311,660.898,258.069,197.266,49.749,9.231,0.000,8.171,5.792,2.882,15.937,33.714,70.364,61.292,56.836,77.779,160.464,108.843,142.106,272.146,258.308,275.497,447.701,462.241,611.163,630.705,837.398,934.896,1203.907,1411.972,1615.918,2014.529,2777.993,3361.556,4056.131,4923.406,5764.905,6592.510,7769.577,9259.874,10327.640,12110.652,12891.673,12843.499,13890.916,15668.832,16731.203,19041.534,21616.756,24234.106,27554.014,31118.489,35579.721,39314.606,42379.146,47564.817,53419.734,60124.217,66914.099,75176.505,82010.730,88257.192,96021.760,101368.033,106781.699,111093.735,115598.323,119971.564,121067.129,121907.102,122148.153,120226.688,119491.980,114115.845,109053.847,102221.873,94807.421,86539.501,78314.645,68701.655,60320.371,51534.111,43666.953,35664.659,28488.047,21825.924,16243.561,12452.172,8777.001,6110.331,4260.717,2726.319,1835.314,1061.971,665.370,364.849,193.982,117.780,56.835,32.179,13.123,9.971,13.564,3.461,6.389,7.812,0.000,0.000,155,4,50,1,3.000,1.07,0.00,10.27,9655.75, 15.4,749.9,1.000,1.53,6.10,697.5,ON,178.858,184.333,171.803,194.564,1.480,4.801411e+004,,VanceLab,,,,,Normal Scan,
34,10/10/2022,18:07:00,22.7,80.5,19.6,8.45802e-008,1.83102e-005,,1085.351,571.009,314.916,166.171,75.706,66.641,34.745,8.140,6.206,4.519,31.330,14.435,11.763,56.513,41.167,66.549,85.148,80.119,109.914,168.644,178.954,251.944,299.690,367.034,551.937,596.889,752.073,753.576,1129.129,1327.646,1625.510,1871.786,2604.759,3092.735,3780.712,4276.708,5561.506,6151.807,7230.845,8537.448,10037.455,11691.229,11443.793,11402.341,12373.127,14957.078,16422.428,17471.286,20538.738,22449.282,25045.246,27761.704,32107.326,36449.444,41559.531,47908.029,51137.683,55657.907,64142.029,68076.270,74367.587,81810.270,88296.769,95087.135,100207.357,102983.553,108923.917,112232.887,113928.009,115479.659,116286.397,114646.893,112343.406,109166.376,103723.845,96704.209,90821.447,83580.496,75784.499,66045.618,58007.221,49751.781,41460.500,34015.081,26613.179,20898.597,15961.655,12287.328,8776.561,6121.744,3953.057,2610.115,1772.016,1053.305,639.654,350.237,231.415,110.836,60.690,237.462,91.601,9.943,3.381,10.354,3.499,14.298,0.000,0.000,155,4,50,1,3.000,1.07,0.00,10.27,9654.79, 15.4,749.9,1.000,1.53,6.10,696.4,ON,179.775,185.104,172.508,194.564,1.481,4.531312e+004,,VanceLab,,,,,Normal Scan,
35,10/10/2022,18:10:00,22.7,80.5,19.3,8.45802e-008,1.83102e-005,,696.585,755.880,370.298,145.400,124.519,29.849,34.745,8.140,5.570,11.934,17.693,19.475,30.007,19.984,65.414,47.133,95.546,79.230,156.393,157.567,164.857,329.382,322.587,382.335,505.309,577.087,698.021,902.193,1078.052,1376.785,1452.325,1662.056,2432.387,2985.456,3195.651,4159.667,5034.421,5732.705,6566.898,8120.759,9384.223,11340.213,10596.429,10952.835,12371.498,12856.881,15608.761,17109.671,20038.001,22243.465,24848.544,27667.216,29735.118,35581.394,38753.687,42497.288,49095.296,53689.033,58440.440,64285.183,72187.872,79061.324,84605.404,91251.718,96945.014,99975.736,105410.522,108587.703,110937.677,113183.683,113297.612,110582.939,108355.287,105195.686,99452.062,94762.068,87918.904,81024.900,73660.521,65406.442,57077.529,49691.181,41705.021,33708.859,27941.940,21015.131,16440.058,12050.782,9059.290,6346.065,4402.332,2807.990,1790.741,1091.521,656.242,458.240,231.414,137.802,89.897,51.341,29.443,13.257,20.288,4.721,19.709,0.000,0.000,0.000,155,4,50,1,3.000,1.07,0.00,10.27,9653.84, 15.4,749.9,1.000,1.53,6.10,696.4,ON,180.645,186.106,173.436,194.564,1.481,4.384827e+004,,VanceLab,,,,,Normal Scan,
36,10/10/2022,18:13:00,22.7,80.5,19.1,8.45802e-008,1.83102e-005,,875.550,409.052,300.222,229.344,68.591,27.694,8.718,0.000,21.936,27.409,16.203,9.096,17.779,46.126,41.551,34.873,75.774,86.621,93.392,115.347,255.941,187.479,268.134,353.800,461.081,494.722,701.491,737.853,873.106,890.686,1120.620,1510.941,2054.716,2603.559,3166.100,3928.385,4674.283,5678.389,6636.737,8171.654,9492.640,10731.859,10679.559,9829.231,11669.411,12483.127,15018.320,16345.467,17580.909,19960.782,22340.985,25328.842,29043.509,32767.613,38128.880,41418.114,45776.386,50343.844,56118.297,61355.675,68057.387,73850.413,80354.906,86870.132,90778.165,95709.809,99639.743,104382.137,106965.908,110012.599,108804.687,108863.516,105353.125,102643.796,96895.970,92321.052,87682.142,80162.026,72387.038,64806.615,56309.152,49284.174,40252.656,33819.768,26726.463,21118.718,15870.592,12034.593,8960.163,6194.320,4095.629,2656.107,1807.126,1103.668,736.771,425.073,239.276,126.647,95.549,33.286,18.557,23.266,20.347,13.845,0.000,3.585,0.000,0.000,155,4,50,1,3.000,1.07,0.00,10.27,9653.84, 15.4,749.9,1.000,1.53,6.10,697.5,ON,181.985,187.168,174.526,187.688,1.478,4.222186e+004,,VanceLab,,,,,Normal Scan,
37,10/10/2022,18:16:00,22.7,80.5,18.8,8.45802e-008,1.83102e-005,,922.653,545.375,254.776,173.923,109.865,55.187,26.058,0.000,13.712,0.000,16.017,0.000,9.860,18.088,34.214,71.174,63.462,65.042,124.873,95.389,263.977,184.712,283.135,311.052,396.615,455.618,624.296,630.900,684.047,883.709,1270.203,1570.043,1976.550,2682.635,2964.544,3573.089,3956.800,5122.728,6162.069,7188.370,8574.944,9784.368,9053.216,8924.131,10143.368,11584.630,14107.495,14928.170,16579.571,18932.302,21635.796,24618.847,26692.178,31419.856,35163.564,39562.249,44427.772,49029.790,53698.045,60790.010,65722.755,70676.953,75892.404,81487.218,85156.746,90690.592,94191.448,96449.477,98706.085,99012.536,100256.530,99354.317,97383.141,95407.392,91788.435,87122.108,81368.042,74904.398,67604.444,60960.566,52669.075,45933.853,38302.311,31478.142,26156.934,19927.006,15489.302,11691.855,8692.542,5766.095,3816.308,2632.268,1626.251,985.151,587.073,396.814,217.409,161.144,81.863,54.549,22.900,19.885,13.525,3.451,6.999,3.575,0.000,0.000,155,4,50,1,3.000,1.07,0.00,10.27,9654.79, 15.4,749.9,1.000,1.53,6.10,696.4,ON,181.385,187.085,174.411,194.564,1.479,3.959855e+004,,VanceLab,,,,,Normal Scan,
